market,interval,snapshot0,snapshot1,listing_id,init_u,reopened
western-australia,1,2025-09-26,2025-12-28,588298,33,9
western-australia,1,2025-09-26,2025-12-28,1125165,13,0
western-australia,1,2025-09-26,2025-12-28,1990486,32,0
western-australia,1,2025-09-26,2025-12-28,2151536,22,0
western-australia,1,2025-09-26,2025-12-28,2401307,32,2
western-australia,1,2025-09-26,2025-12-28,3769374,10,0
western-australia,1,2025-09-26,2025-12-28,3967518,31,1
western-australia,1,2025-09-26,2025-12-28,4432578,39,0
western-australia,1,2025-09-26,2025-12-28,4932629,48,0
western-australia,1,2025-09-26,2025-12-28,5493487,8,0
western-australia,1,2025-09-26,2025-12-28,5584839,78,0
western-australia,1,2025-09-26,2025-12-28,5788067,15,0
western-australia,1,2025-09-26,2025-12-28,6080327,6,0
western-australia,1,2025-09-26,2025-12-28,6683104,13,0
western-australia,1,2025-09-26,2025-12-28,6732683,5,0
western-australia,1,2025-09-26,2025-12-28,6784899,10,0
western-australia,1,2025-09-26,2025-12-28,7860701,19,0
western-australia,1,2025-09-26,2025-12-28,7939979,1,0
western-australia,1,2025-09-26,2025-12-28,8216193,13,0
western-australia,1,2025-09-26,2025-12-28,9134842,3,0
western-australia,1,2025-09-26,2025-12-28,9833142,13,0
western-australia,1,2025-09-26,2025-12-28,10271093,10,0
western-australia,1,2025-09-26,2025-12-28,10299702,33,5
western-australia,1,2025-09-26,2025-12-28,10712251,2,0
western-australia,1,2025-09-26,2025-12-28,11168078,6,1
western-australia,1,2025-09-26,2025-12-28,11244990,11,3
western-australia,1,2025-09-26,2025-12-28,11801169,11,0
western-australia,1,2025-09-26,2025-12-28,11912547,24,9
western-australia,1,2025-09-26,2025-12-28,12198366,11,0
western-australia,1,2025-09-26,2025-12-28,12217065,33,0
western-australia,1,2025-09-26,2025-12-28,12259385,53,0
western-australia,1,2025-09-26,2025-12-28,12420859,18,2
western-australia,1,2025-09-26,2025-12-28,12634107,23,9
western-australia,1,2025-09-26,2025-12-28,13007432,21,5
western-australia,1,2025-09-26,2025-12-28,13008317,20,0
western-australia,1,2025-09-26,2025-12-28,13047987,14,0
western-australia,1,2025-09-26,2025-12-28,13158086,21,0
western-australia,1,2025-09-26,2025-12-28,13999775,7,0
western-australia,1,2025-09-26,2025-12-28,14203633,34,0
western-australia,1,2025-09-26,2025-12-28,14205469,23,0
western-australia,1,2025-09-26,2025-12-28,14408155,27,0
western-australia,1,2025-09-26,2025-12-28,14875253,11,0
western-australia,1,2025-09-26,2025-12-28,14994848,13,0
western-australia,1,2025-09-26,2025-12-28,15002441,30,0
western-australia,1,2025-09-26,2025-12-28,15148703,21,0
western-australia,1,2025-09-26,2025-12-28,15206822,5,0
western-australia,1,2025-09-26,2025-12-28,15274519,47,0
western-australia,1,2025-09-26,2025-12-28,15305399,13,1
western-australia,1,2025-09-26,2025-12-28,15454825,19,0
western-australia,1,2025-09-26,2025-12-28,15764417,10,0
western-australia,1,2025-09-26,2025-12-28,15846157,10,0
western-australia,1,2025-09-26,2025-12-28,15990324,6,0
western-australia,1,2025-09-26,2025-12-28,16152973,17,0
western-australia,1,2025-09-26,2025-12-28,16260242,38,3
western-australia,1,2025-09-26,2025-12-28,16274322,48,10
western-australia,1,2025-09-26,2025-12-28,16366972,18,1
western-australia,1,2025-09-26,2025-12-28,16411137,23,0
western-australia,1,2025-09-26,2025-12-28,16986055,15,0
western-australia,1,2025-09-26,2025-12-28,17046514,30,0
western-australia,1,2025-09-26,2025-12-28,17098340,21,0
western-australia,1,2025-09-26,2025-12-28,17194084,62,0
western-australia,1,2025-09-26,2025-12-28,17532554,19,0
western-australia,1,2025-09-26,2025-12-28,17812809,4,0
western-australia,1,2025-09-26,2025-12-28,18550875,10,0
western-australia,1,2025-09-26,2025-12-28,18800851,20,8
western-australia,1,2025-09-26,2025-12-28,18979362,16,0
western-australia,1,2025-09-26,2025-12-28,19642901,32,0
western-australia,1,2025-09-26,2025-12-28,19976740,62,1
western-australia,1,2025-09-26,2025-12-28,20064111,10,0
western-australia,1,2025-09-26,2025-12-28,20128343,37,0
