market,interval,snapshot0,snapshot1,listing_id,init_u,reopened
melbourne,1,2025-09-12,2025-12-12,43429,26,0
melbourne,1,2025-09-12,2025-12-12,108032,11,2
melbourne,1,2025-09-12,2025-12-12,268849,9,0
melbourne,1,2025-09-12,2025-12-12,1637733,46,0
melbourne,1,2025-09-12,2025-12-12,1732959,5,0
melbourne,1,2025-09-12,2025-12-12,2292052,10,0
melbourne,1,2025-09-12,2025-12-12,2680678,21,0
melbourne,1,2025-09-12,2025-12-12,2694616,28,4
melbourne,1,2025-09-12,2025-12-12,2983163,29,0
melbourne,1,2025-09-12,2025-12-12,3293857,5,0
melbourne,1,2025-09-12,2025-12-12,3639945,22,0
melbourne,1,2025-09-12,2025-12-12,3698340,6,0
melbourne,1,2025-09-12,2025-12-12,4238368,3,0
melbourne,1,2025-09-12,2025-12-12,4270253,16,0
melbourne,1,2025-09-12,2025-12-12,4473770,15,1
melbourne,1,2025-09-12,2025-12-12,4710172,35,0
melbourne,1,2025-09-12,2025-12-12,4933209,5,0
melbourne,1,2025-09-12,2025-12-12,5878043,14,0
melbourne,1,2025-09-12,2025-12-12,6329042,29,0
melbourne,1,2025-09-12,2025-12-12,6378521,5,0
melbourne,1,2025-09-12,2025-12-12,6465770,14,0
melbourne,1,2025-09-12,2025-12-12,6769395,6,0
melbourne,1,2025-09-12,2025-12-12,7294814,31,1
melbourne,1,2025-09-12,2025-12-12,7388169,24,0
melbourne,1,2025-09-12,2025-12-12,7670947,20,1
melbourne,1,2025-09-12,2025-12-12,8408914,9,2
melbourne,1,2025-09-12,2025-12-12,8955095,17,0
melbourne,1,2025-09-12,2025-12-12,9264772,5,0
melbourne,1,2025-09-12,2025-12-12,10684947,11,0
melbourne,1,2025-09-12,2025-12-12,10791996,7,0
melbourne,1,2025-09-12,2025-12-12,11193069,19,0
melbourne,1,2025-09-12,2025-12-12,11756644,6,0
melbourne,1,2025-09-12,2025-12-12,11949227,74,0
melbourne,1,2025-09-12,2025-12-12,12011713,7,0
melbourne,1,2025-09-12,2025-12-12,12100235,12,0
melbourne,1,2025-09-12,2025-12-12,12995410,20,0
melbourne,1,2025-09-12,2025-12-12,13306763,25,0
melbourne,1,2025-09-12,2025-12-12,13550118,37,0
melbourne,1,2025-09-12,2025-12-12,13733423,6,0
melbourne,1,2025-09-12,2025-12-12,13788961,38,2
