market,interval,snapshot0,snapshot1,listing_id,init_u,reopened
singapore,1,2025-09-28,2025-12-29,25953564,2,0
singapore,1,2025-09-28,2025-12-29,41158163,1,0
singapore,1,2025-09-28,2025-12-29,45962749,2,2
singapore,1,2025-09-28,2025-12-29,47945703,3,0
singapore,1,2025-09-28,2025-12-29,49048346,8,4
singapore,1,2025-09-28,2025-12-29,51931632,6,3
singapore,1,2025-09-28,2025-12-29,52062009,25,0
singapore,1,2025-09-28,2025-12-29,53260515,6,0
singapore,1,2025-09-28,2025-12-29,54205551,26,0
singapore,1,2025-09-28,2025-12-29,606329696219047813,1,0
singapore,1,2025-09-28,2025-12-29,878488989399491669,7,1
singapore,1,2025-09-28,2025-12-29,1093201345960372692,1,0
singapore,1,2025-09-28,2025-12-29,1098225296145900661,6,0
singapore,1,2025-09-28,2025-12-29,1127125314999238003,24,4
singapore,1,2025-09-28,2025-12-29,1245008565055001529,7,5
singapore,1,2025-09-28,2025-12-29,1245039292085214029,14,14
singapore,1,2025-09-28,2025-12-29,1338131598150897404,3,0
singapore,1,2025-09-28,2025-12-29,1367128624122045875,11,11
singapore,1,2025-09-28,2025-12-29,1417918126204327052,3,0
singapore,1,2025-09-28,2025-12-29,1462838261247305625,7,4
singapore,1,2025-09-28,2025-12-29,1492058548716686634,9,0
singapore,2,2025-12-29,2026-03-30,25953564,3,0
singapore,2,2025-12-29,2026-03-30,41889066,7,0
singapore,2,2025-12-29,2026-03-30,47945703,5,5
singapore,2,2025-12-29,2026-03-30,48033280,3,0
singapore,2,2025-12-29,2026-03-30,49048346,5,5
singapore,2,2025-12-29,2026-03-30,51131949,5,5
singapore,2,2025-12-29,2026-03-30,51931632,5,0
singapore,2,2025-12-29,2026-03-30,52062009,16,10
singapore,2,2025-12-29,2026-03-30,54205551,7,0
singapore,2,2025-12-29,2026-03-30,629189587525996416,9,0
singapore,2,2025-12-29,2026-03-30,878488989399491669,7,0
singapore,2,2025-12-29,2026-03-30,1092355175257121879,7,0
singapore,2,2025-12-29,2026-03-30,1098225296145900661,2,2
singapore,2,2025-12-29,2026-03-30,1127125314999238003,23,6
singapore,2,2025-12-29,2026-03-30,1214989558350921428,12,12
singapore,2,2025-12-29,2026-03-30,1226856613274248660,7,0
singapore,2,2025-12-29,2026-03-30,1231908534008916973,7,0
singapore,2,2025-12-29,2026-03-30,1245008565055001529,8,7
singapore,2,2025-12-29,2026-03-30,1245008922960180463,12,10
singapore,2,2025-12-29,2026-03-30,1245038806356626105,5,5
singapore,2,2025-12-29,2026-03-30,1245039292085214029,9,7
singapore,2,2025-12-29,2026-03-30,1289634704575357709,1,0
singapore,2,2025-12-29,2026-03-30,1289634785191542896,20,0
singapore,2,2025-12-29,2026-03-30,1338131598150897404,3,0
singapore,2,2025-12-29,2026-03-30,1345216532468535369,7,0
singapore,2,2025-12-29,2026-03-30,1359768974639975588,7,0
singapore,2,2025-12-29,2026-03-30,1361595974009298578,7,0
singapore,2,2025-12-29,2026-03-30,1390345756341834102,2,0
singapore,2,2025-12-29,2026-03-30,1390353923592624142,2,0
singapore,2,2025-12-29,2026-03-30,1394950639340453150,3,0
singapore,2,2025-12-29,2026-03-30,1402623405222181237,7,0
singapore,2,2025-12-29,2026-03-30,1409909599605889825,7,0
singapore,2,2025-12-29,2026-03-30,1410689430283525316,7,0
singapore,2,2025-12-29,2026-03-30,1414498614019286612,7,0
singapore,2,2025-12-29,2026-03-30,1417918126204327052,38,3
singapore,2,2025-12-29,2026-03-30,1418846351958440916,7,0
singapore,2,2025-12-29,2026-03-30,1418867174753684561,7,0
singapore,2,2025-12-29,2026-03-30,1426024511725718345,7,7
singapore,2,2025-12-29,2026-03-30,1462838261247305625,4,0
singapore,3,2026-03-30,2026-06-29,41889066,8,0
singapore,3,2026-03-30,2026-06-29,45962749,30,0
singapore,3,2026-03-30,2026-06-29,45963002,30,0
singapore,3,2026-03-30,2026-06-29,46605955,3,0
singapore,3,2026-03-30,2026-06-29,48019417,1,0
singapore,3,2026-03-30,2026-06-29,49048346,1,0
singapore,3,2026-03-30,2026-06-29,49936029,1,0
singapore,3,2026-03-30,2026-06-29,51931632,18,0
singapore,3,2026-03-30,2026-06-29,52062009,25,2
singapore,3,2026-03-30,2026-06-29,54205551,13,0
singapore,3,2026-03-30,2026-06-29,657378468476117445,8,2
singapore,3,2026-03-30,2026-06-29,878488989399491669,10,0
singapore,3,2026-03-30,2026-06-29,1021016519344090646,23,23
singapore,3,2026-03-30,2026-06-29,1092355175257121879,7,7
singapore,3,2026-03-30,2026-06-29,1093201345960372692,11,1
singapore,3,2026-03-30,2026-06-29,1098225296145900661,17,0
singapore,3,2026-03-30,2026-06-29,1127125314999238003,17,1
singapore,3,2026-03-30,2026-06-29,1214989558350921428,2,0
singapore,3,2026-03-30,2026-06-29,1226856613274248660,7,0
singapore,3,2026-03-30,2026-06-29,1231908534008916973,7,7
singapore,3,2026-03-30,2026-06-29,1245008922960180463,2,2
singapore,3,2026-03-30,2026-06-29,1345216532468535369,7,0
singapore,3,2026-03-30,2026-06-29,1359768974639975588,1,0
singapore,3,2026-03-30,2026-06-29,1361595974009298578,7,0
singapore,3,2026-03-30,2026-06-29,1367128624122045875,3,1
singapore,3,2026-03-30,2026-06-29,1390345756341834102,17,4
singapore,3,2026-03-30,2026-06-29,1390353923592624142,13,3
singapore,3,2026-03-30,2026-06-29,1394950639340453150,39,12
singapore,3,2026-03-30,2026-06-29,1402623405222181237,7,0
singapore,3,2026-03-30,2026-06-29,1409909599605889825,7,0
singapore,3,2026-03-30,2026-06-29,1410689430283525316,7,0
singapore,3,2026-03-30,2026-06-29,1414498614019286612,7,0
singapore,3,2026-03-30,2026-06-29,1417918126204327052,66,21
singapore,3,2026-03-30,2026-06-29,1418846351958440916,1,1
singapore,3,2026-03-30,2026-06-29,1418867174753684561,7,0
singapore,3,2026-03-30,2026-06-29,1424451649677359299,4,0
singapore,3,2026-03-30,2026-06-29,1453652427627211407,14,14
singapore,3,2026-03-30,2026-06-29,1462838261247305625,16,6
singapore,3,2026-03-30,2026-06-29,1468018053216604022,7,0
singapore,3,2026-03-30,2026-06-29,1491161059850375744,9,5
singapore,4,2026-06-29,2026-08-31,18675202,6,0
singapore,4,2026-06-29,2026-08-31,41090879,10,0
singapore,4,2026-06-29,2026-08-31,41889066,21,0
singapore,4,2026-06-29,2026-08-31,45962749,26,26
singapore,4,2026-06-29,2026-08-31,45963002,26,26
singapore,4,2026-06-29,2026-08-31,46605955,19,7
singapore,4,2026-06-29,2026-08-31,47945703,3,0
singapore,4,2026-06-29,2026-08-31,48019417,2,0
singapore,4,2026-06-29,2026-08-31,48033280,2,0
singapore,4,2026-06-29,2026-08-31,48033436,1,0
singapore,4,2026-06-29,2026-08-31,49048346,5,0
singapore,4,2026-06-29,2026-08-31,49951302,3,0
singapore,4,2026-06-29,2026-08-31,51075717,2,0
singapore,4,2026-06-29,2026-08-31,51131949,3,0
singapore,4,2026-06-29,2026-08-31,51931632,11,0
singapore,4,2026-06-29,2026-08-31,52062009,22,0
singapore,4,2026-06-29,2026-08-31,53836902,1,0
singapore,4,2026-06-29,2026-08-31,54205551,7,0
singapore,4,2026-06-29,2026-08-31,606329696219047813,3,0
singapore,4,2026-06-29,2026-08-31,629189587525996416,12,0
singapore,4,2026-06-29,2026-08-31,657378468476117445,8,0
singapore,4,2026-06-29,2026-08-31,764824832337587941,16,0
singapore,4,2026-06-29,2026-08-31,806321235832587602,3,0
singapore,4,2026-06-29,2026-08-31,822059164708734993,2,1
singapore,4,2026-06-29,2026-08-31,872033189275592946,2,0
singapore,4,2026-06-29,2026-08-31,878488989399491669,24,1
singapore,4,2026-06-29,2026-08-31,1009651833336339483,14,0
singapore,4,2026-06-29,2026-08-31,1072103225928678611,8,0
singapore,4,2026-06-29,2026-08-31,1092355175257121879,8,0
singapore,4,2026-06-29,2026-08-31,1093201345960372692,23,1
singapore,4,2026-06-29,2026-08-31,1098225296145900661,38,0
singapore,4,2026-06-29,2026-08-31,1127125314999238003,13,2
singapore,4,2026-06-29,2026-08-31,1151921017042310050,1,0
singapore,4,2026-06-29,2026-08-31,1214989558350921428,14,3
singapore,4,2026-06-29,2026-08-31,1226856613274248660,13,0
singapore,4,2026-06-29,2026-08-31,1231908534008916973,9,0
singapore,4,2026-06-29,2026-08-31,1245008922960180463,25,24
singapore,4,2026-06-29,2026-08-31,1245038806356626105,14,14
singapore,4,2026-06-29,2026-08-31,1245039292085214029,13,13
singapore,4,2026-06-29,2026-08-31,1289634704575357709,19,0
singapore,4,2026-06-29,2026-08-31,1289634785191542896,34,0
singapore,4,2026-06-29,2026-08-31,1338131598150897404,6,0
singapore,4,2026-06-29,2026-08-31,1345216532468535369,13,0
singapore,4,2026-06-29,2026-08-31,1359768974639975588,12,0
singapore,4,2026-06-29,2026-08-31,1361595974009298578,14,0
singapore,4,2026-06-29,2026-08-31,1367128624122045875,4,1
singapore,4,2026-06-29,2026-08-31,1371473502703506427,2,2
singapore,4,2026-06-29,2026-08-31,1390345756341834102,32,16
singapore,4,2026-06-29,2026-08-31,1390353923592624142,16,3
singapore,4,2026-06-29,2026-08-31,1394730017816587571,6,5
singapore,4,2026-06-29,2026-08-31,1394950639340453150,29,6
singapore,4,2026-06-29,2026-08-31,1402623405222181237,10,0
singapore,4,2026-06-29,2026-08-31,1409909599605889825,14,0
singapore,4,2026-06-29,2026-08-31,1410689430283525316,12,0
singapore,4,2026-06-29,2026-08-31,1414498614019286612,7,7
singapore,4,2026-06-29,2026-08-31,1416707128264825703,6,0
singapore,4,2026-06-29,2026-08-31,1417918126204327052,38,11
singapore,4,2026-06-29,2026-08-31,1418846351958440916,5,0
singapore,4,2026-06-29,2026-08-31,1418867174753684561,13,0
singapore,4,2026-06-29,2026-08-31,1424428701819422499,3,0
singapore,4,2026-06-29,2026-08-31,1424451649677359299,5,0
singapore,4,2026-06-29,2026-08-31,1426024511725718345,4,0
singapore,4,2026-06-29,2026-08-31,1462838261247305625,10,0
singapore,4,2026-06-29,2026-08-31,1468018053216604022,7,3
singapore,4,2026-06-29,2026-08-31,1482344493013508711,6,1
singapore,4,2026-06-29,2026-08-31,1491161059850375744,12,12
