market,interval,snapshot0,snapshot1,listing_id,init_u,reopened
barcelona,1,2025-09-14,2025-12-14,283231,50,0
barcelona,1,2025-09-14,2025-12-14,424137,36,1
barcelona,1,2025-09-14,2025-12-14,432482,41,2
barcelona,1,2025-09-14,2025-12-14,512737,36,17
barcelona,1,2025-09-14,2025-12-14,534410,4,0
barcelona,1,2025-09-14,2025-12-14,582364,96,9
barcelona,1,2025-09-14,2025-12-14,585762,4,0
barcelona,1,2025-09-14,2025-12-14,639820,48,11
barcelona,1,2025-09-14,2025-12-14,764452,33,2
barcelona,1,2025-09-14,2025-12-14,767596,34,4
barcelona,1,2025-09-14,2025-12-14,770175,14,0
barcelona,1,2025-09-14,2025-12-14,918481,87,13
barcelona,1,2025-09-14,2025-12-14,945007,1,0
barcelona,1,2025-09-14,2025-12-14,982492,3,0
barcelona,1,2025-09-14,2025-12-14,1034771,43,5
barcelona,1,2025-09-14,2025-12-14,1061343,16,0
barcelona,1,2025-09-14,2025-12-14,1102856,14,0
barcelona,1,2025-09-14,2025-12-14,1129827,42,1
barcelona,1,2025-09-14,2025-12-14,1150062,10,1
barcelona,1,2025-09-14,2025-12-14,1211499,10,1
barcelona,1,2025-09-14,2025-12-14,1213201,38,3
barcelona,1,2025-09-14,2025-12-14,1229996,14,0
barcelona,1,2025-09-14,2025-12-14,1472974,12,0
barcelona,1,2025-09-14,2025-12-14,1477381,9,0
barcelona,1,2025-09-14,2025-12-14,1531051,4,0
barcelona,1,2025-09-14,2025-12-14,1554416,24,3
barcelona,1,2025-09-14,2025-12-14,1580586,72,0
barcelona,1,2025-09-14,2025-12-14,1659522,95,2
barcelona,1,2025-09-14,2025-12-14,1702721,23,5
barcelona,1,2025-09-14,2025-12-14,1830227,21,5
barcelona,1,2025-09-14,2025-12-14,1867951,29,0
barcelona,1,2025-09-14,2025-12-14,1889121,77,14
barcelona,1,2025-09-14,2025-12-14,1899976,68,3
barcelona,1,2025-09-14,2025-12-14,1966739,6,0
barcelona,1,2025-09-14,2025-12-14,2020743,11,0
barcelona,1,2025-09-14,2025-12-14,2282469,5,5
barcelona,1,2025-09-14,2025-12-14,2634227,49,6
barcelona,1,2025-09-14,2025-12-14,2732115,44,0
barcelona,1,2025-09-14,2025-12-14,2743922,23,8
barcelona,1,2025-09-14,2025-12-14,2744849,30,1
barcelona,1,2025-09-14,2025-12-14,2786688,57,0
barcelona,1,2025-09-14,2025-12-14,3163248,4,0
barcelona,1,2025-09-14,2025-12-14,3172803,42,1
barcelona,1,2025-09-14,2025-12-14,3491453,40,1
barcelona,1,2025-09-14,2025-12-14,3507362,11,0
barcelona,1,2025-09-14,2025-12-14,3559666,39,0
barcelona,1,2025-09-14,2025-12-14,3636416,4,0
barcelona,1,2025-09-14,2025-12-14,3671014,6,0
barcelona,1,2025-09-14,2025-12-14,3855119,8,0
barcelona,1,2025-09-14,2025-12-14,4019119,8,0
barcelona,1,2025-09-14,2025-12-14,4147676,18,0
barcelona,1,2025-09-14,2025-12-14,4349376,6,0
barcelona,1,2025-09-14,2025-12-14,4400736,7,0
barcelona,1,2025-09-14,2025-12-14,4416006,27,4
barcelona,1,2025-09-14,2025-12-14,5015728,15,1
barcelona,1,2025-09-14,2025-12-14,5124937,73,3
barcelona,1,2025-09-14,2025-12-14,5293741,11,0
barcelona,1,2025-09-14,2025-12-14,5332741,7,7
barcelona,1,2025-09-14,2025-12-14,5715021,16,0
barcelona,1,2025-09-14,2025-12-14,5791017,16,0
barcelona,1,2025-09-14,2025-12-14,5792576,3,0
barcelona,1,2025-09-14,2025-12-14,6562503,4,0
barcelona,1,2025-09-14,2025-12-14,6565751,24,3
barcelona,1,2025-09-14,2025-12-14,6659629,9,0
barcelona,1,2025-09-14,2025-12-14,8708285,6,0
barcelona,1,2025-09-14,2025-12-14,9251356,5,0
barcelona,1,2025-09-14,2025-12-14,9841823,16,0
barcelona,1,2025-09-14,2025-12-14,9956262,26,0
barcelona,1,2025-09-14,2025-12-14,10167887,13,6
barcelona,1,2025-09-14,2025-12-14,10276293,44,0
barcelona,1,2025-09-14,2025-12-14,11295154,17,0
barcelona,1,2025-09-14,2025-12-14,12863712,11,5
barcelona,1,2025-09-14,2025-12-14,13260441,7,0
barcelona,1,2025-09-14,2025-12-14,13268414,20,9
barcelona,1,2025-09-14,2025-12-14,13662290,5,0
barcelona,1,2025-09-14,2025-12-14,13824037,17,0
barcelona,1,2025-09-14,2025-12-14,14004632,20,0
barcelona,1,2025-09-14,2025-12-14,14006736,21,3
barcelona,1,2025-09-14,2025-12-14,14010974,3,0
barcelona,1,2025-09-14,2025-12-14,14171072,4,0
barcelona,1,2025-09-14,2025-12-14,14425781,24,1
barcelona,1,2025-09-14,2025-12-14,14623889,27,0
barcelona,1,2025-09-14,2025-12-14,14923468,6,0
barcelona,1,2025-09-14,2025-12-14,15441217,9,1
barcelona,1,2025-09-14,2025-12-14,15530332,24,1
barcelona,1,2025-09-14,2025-12-14,15800641,60,0
barcelona,1,2025-09-14,2025-12-14,16116128,6,2
barcelona,1,2025-09-14,2025-12-14,16116138,1,0
barcelona,1,2025-09-14,2025-12-14,16292600,11,3
barcelona,1,2025-09-14,2025-12-14,16686593,43,13
barcelona,1,2025-09-14,2025-12-14,16922226,81,0
barcelona,1,2025-09-14,2025-12-14,17151979,2,0
barcelona,1,2025-09-14,2025-12-14,17433751,28,5
barcelona,1,2025-09-14,2025-12-14,17726717,13,0
barcelona,1,2025-09-14,2025-12-14,18559064,9,0
barcelona,1,2025-09-14,2025-12-14,18564914,6,0
barcelona,1,2025-09-14,2025-12-14,19191171,20,0
barcelona,1,2025-09-14,2025-12-14,20486557,52,1
barcelona,1,2025-09-14,2025-12-14,21378611,65,0
barcelona,1,2025-09-14,2025-12-14,21390929,22,0
barcelona,1,2025-09-14,2025-12-14,21390954,36,7
barcelona,1,2025-09-14,2025-12-14,21411086,2,0
barcelona,1,2025-09-14,2025-12-14,21464686,15,0
barcelona,1,2025-09-14,2025-12-14,21600508,12,0
barcelona,1,2025-09-14,2025-12-14,21653699,5,0
barcelona,1,2025-09-14,2025-12-14,21753927,2,0
barcelona,1,2025-09-14,2025-12-14,22396050,2,0
barcelona,1,2025-09-14,2025-12-14,22604862,27,6
barcelona,1,2025-09-14,2025-12-14,22772084,14,0
barcelona,1,2025-09-14,2025-12-14,23051086,4,0
barcelona,1,2025-09-14,2025-12-14,23641987,2,0
barcelona,1,2025-09-14,2025-12-14,23690277,16,1
barcelona,1,2025-09-14,2025-12-14,23874036,12,5
barcelona,1,2025-09-14,2025-12-14,23931051,2,0
barcelona,1,2025-09-14,2025-12-14,23931083,4,0
barcelona,1,2025-09-14,2025-12-14,24033028,9,0
barcelona,1,2025-09-14,2025-12-14,24448877,8,0
barcelona,1,2025-09-14,2025-12-14,25233509,7,0
barcelona,1,2025-09-14,2025-12-14,25329519,18,0
barcelona,1,2025-09-14,2025-12-14,26024567,4,0
barcelona,1,2025-09-14,2025-12-14,26025102,5,0
barcelona,1,2025-09-14,2025-12-14,26025302,5,0
barcelona,1,2025-09-14,2025-12-14,26426826,4,0
barcelona,1,2025-09-14,2025-12-14,26976011,8,0
barcelona,1,2025-09-14,2025-12-14,27013203,13,0
barcelona,1,2025-09-14,2025-12-14,27644158,17,0
barcelona,1,2025-09-14,2025-12-14,29119342,4,0
barcelona,1,2025-09-14,2025-12-14,29536130,90,3
barcelona,1,2025-09-14,2025-12-14,31034341,7,0
barcelona,1,2025-09-14,2025-12-14,31280883,9,0
barcelona,1,2025-09-14,2025-12-14,31283935,15,11
barcelona,1,2025-09-14,2025-12-14,31301774,5,0
barcelona,1,2025-09-14,2025-12-14,31479637,6,3
barcelona,1,2025-09-14,2025-12-14,31480839,3,3
barcelona,1,2025-09-14,2025-12-14,31758760,3,0
barcelona,1,2025-09-14,2025-12-14,32330651,19,5
barcelona,1,2025-09-14,2025-12-14,32485771,10,3
barcelona,1,2025-09-14,2025-12-14,32514581,7,0
barcelona,1,2025-09-14,2025-12-14,32561520,1,0
barcelona,1,2025-09-14,2025-12-14,33184108,11,3
barcelona,1,2025-09-14,2025-12-14,33185850,16,0
barcelona,1,2025-09-14,2025-12-14,33292312,43,0
barcelona,1,2025-09-14,2025-12-14,33385698,15,10
barcelona,1,2025-09-14,2025-12-14,33820070,69,1
barcelona,1,2025-09-14,2025-12-14,34136135,43,0
barcelona,1,2025-09-14,2025-12-14,34273688,4,0
barcelona,1,2025-09-14,2025-12-14,34305408,8,0
barcelona,1,2025-09-14,2025-12-14,34564909,16,3
barcelona,1,2025-09-14,2025-12-14,35297062,16,0
barcelona,1,2025-09-14,2025-12-14,35487025,13,0
barcelona,1,2025-09-14,2025-12-14,35627790,4,0
barcelona,1,2025-09-14,2025-12-14,36936488,20,3
barcelona,1,2025-09-14,2025-12-14,37068370,3,0
barcelona,1,2025-09-14,2025-12-14,38277393,12,0
barcelona,1,2025-09-14,2025-12-14,39515636,19,4
barcelona,1,2025-09-14,2025-12-14,39516335,18,4
barcelona,1,2025-09-14,2025-12-14,40222616,1,0
barcelona,1,2025-09-14,2025-12-14,40387610,18,0
barcelona,1,2025-09-14,2025-12-14,40573479,3,0
barcelona,1,2025-09-14,2025-12-14,40688533,9,0
barcelona,1,2025-09-14,2025-12-14,40813031,9,0
barcelona,1,2025-09-14,2025-12-14,41015150,45,1
barcelona,1,2025-09-14,2025-12-14,41766388,44,10
barcelona,1,2025-09-14,2025-12-14,41895963,3,0
barcelona,1,2025-09-14,2025-12-14,44003746,17,0
barcelona,1,2025-09-14,2025-12-14,44424568,8,0
barcelona,1,2025-09-14,2025-12-14,44483010,45,7
barcelona,1,2025-09-14,2025-12-14,44483077,21,1
barcelona,1,2025-09-14,2025-12-14,44993769,8,0
barcelona,1,2025-09-14,2025-12-14,45489465,5,5
barcelona,1,2025-09-14,2025-12-14,45489617,32,30
barcelona,1,2025-09-14,2025-12-14,45665313,29,0
barcelona,1,2025-09-14,2025-12-14,45694199,5,5
barcelona,1,2025-09-14,2025-12-14,45948069,30,0
barcelona,1,2025-09-14,2025-12-14,45969373,8,4
barcelona,1,2025-09-14,2025-12-14,45969601,3,0
barcelona,1,2025-09-14,2025-12-14,45969941,10,2
barcelona,1,2025-09-14,2025-12-14,46409602,4,4
barcelona,1,2025-09-14,2025-12-14,46673542,4,3
barcelona,1,2025-09-14,2025-12-14,47780609,12,6
barcelona,1,2025-09-14,2025-12-14,48115773,48,7
barcelona,1,2025-09-14,2025-12-14,48275363,4,0
barcelona,1,2025-09-14,2025-12-14,48275514,2,0
barcelona,1,2025-09-14,2025-12-14,48818432,15,6
barcelona,1,2025-09-14,2025-12-14,48838055,6,2
barcelona,1,2025-09-14,2025-12-14,49334726,14,0
barcelona,1,2025-09-14,2025-12-14,49379242,4,3
barcelona,1,2025-09-14,2025-12-14,49601658,13,2
barcelona,1,2025-09-14,2025-12-14,49901927,13,0
barcelona,1,2025-09-14,2025-12-14,50081241,4,0
barcelona,1,2025-09-14,2025-12-14,50141573,8,0
barcelona,1,2025-09-14,2025-12-14,50154704,2,0
barcelona,1,2025-09-14,2025-12-14,50540644,4,0
barcelona,1,2025-09-14,2025-12-14,50983940,25,0
barcelona,1,2025-09-14,2025-12-14,51186646,27,0
barcelona,1,2025-09-14,2025-12-14,51296683,12,1
barcelona,1,2025-09-14,2025-12-14,51629450,10,0
barcelona,1,2025-09-14,2025-12-14,51775223,23,0
barcelona,1,2025-09-14,2025-12-14,52098427,61,0
barcelona,1,2025-09-14,2025-12-14,52102051,6,0
barcelona,1,2025-09-14,2025-12-14,52139591,71,0
barcelona,1,2025-09-14,2025-12-14,52139610,75,0
barcelona,1,2025-09-14,2025-12-14,52360100,4,0
barcelona,1,2025-09-14,2025-12-14,52360477,1,0
barcelona,1,2025-09-14,2025-12-14,52872928,6,1
barcelona,1,2025-09-14,2025-12-14,52976237,4,0
barcelona,1,2025-09-14,2025-12-14,53158023,4,0
barcelona,1,2025-09-14,2025-12-14,53176052,32,3
barcelona,1,2025-09-14,2025-12-14,53323226,37,0
barcelona,1,2025-09-14,2025-12-14,53397567,61,7
barcelona,1,2025-09-14,2025-12-14,53411158,4,0
barcelona,1,2025-09-14,2025-12-14,53424557,7,0
barcelona,1,2025-09-14,2025-12-14,53526241,20,0
barcelona,1,2025-09-14,2025-12-14,53778312,9,3
barcelona,1,2025-09-14,2025-12-14,53789237,15,3
barcelona,1,2025-09-14,2025-12-14,53947422,47,8
barcelona,1,2025-09-14,2025-12-14,564751506298651530,10,0
barcelona,1,2025-09-14,2025-12-14,565060307984102158,3,0
barcelona,1,2025-09-14,2025-12-14,578718546278130200,5,0
barcelona,1,2025-09-14,2025-12-14,589668991897778748,10,0
barcelona,1,2025-09-14,2025-12-14,602199641013368552,2,0
barcelona,1,2025-09-14,2025-12-14,638431762310242626,8,0
barcelona,1,2025-09-14,2025-12-14,645441630111032582,26,0
barcelona,1,2025-09-14,2025-12-14,648293667457187687,2,0
barcelona,1,2025-09-14,2025-12-14,659086386572544131,15,5
barcelona,1,2025-09-14,2025-12-14,699762878949119039,13,0
barcelona,1,2025-09-14,2025-12-14,703367535468938265,56,1
barcelona,1,2025-09-14,2025-12-14,725915522922045930,2,0
barcelona,1,2025-09-14,2025-12-14,740991954347455192,2,1
barcelona,1,2025-09-14,2025-12-14,741132250553803648,3,1
barcelona,1,2025-09-14,2025-12-14,787461156779344373,5,0
barcelona,1,2025-09-14,2025-12-14,827339967324809645,5,0
barcelona,1,2025-09-14,2025-12-14,827349098679650028,4,0
barcelona,1,2025-09-14,2025-12-14,829229988526268828,28,4
barcelona,1,2025-09-14,2025-12-14,831625091655529974,6,0
barcelona,1,2025-09-14,2025-12-14,835042375571535199,4,0
barcelona,1,2025-09-14,2025-12-14,836660142488581311,4,0
barcelona,1,2025-09-14,2025-12-14,849033323113738402,4,0
barcelona,1,2025-09-14,2025-12-14,854087024835801091,13,0
barcelona,1,2025-09-14,2025-12-14,861468080081786642,9,0
barcelona,1,2025-09-14,2025-12-14,863101533669269464,17,3
barcelona,1,2025-09-14,2025-12-14,868564073760096193,4,0
barcelona,1,2025-09-14,2025-12-14,877340781533750548,75,15
barcelona,1,2025-09-14,2025-12-14,882386616914940777,7,0
barcelona,1,2025-09-14,2025-12-14,889929441198615174,12,0
barcelona,1,2025-09-14,2025-12-14,898410022671225187,4,0
barcelona,1,2025-09-14,2025-12-14,915205387087324369,6,0
barcelona,1,2025-09-14,2025-12-14,916666677380821264,3,0
barcelona,1,2025-09-14,2025-12-14,923138593666276519,4,0
barcelona,1,2025-09-14,2025-12-14,930147098892082565,4,0
barcelona,1,2025-09-14,2025-12-14,940948838592461031,3,0
