market,interval,snapshot0,snapshot1,listing_id,init_u,reopened
austin,1,2025-09-16,2025-12-22,628034,45,10
austin,1,2025-09-16,2025-12-22,4198303,10,2
austin,1,2025-09-16,2025-12-22,5288423,12,12
austin,1,2025-09-16,2025-12-22,7937786,6,0
austin,1,2025-09-16,2025-12-22,8423582,18,0
austin,1,2025-09-16,2025-12-22,10331035,8,1
austin,1,2025-09-16,2025-12-22,11103461,1,0
austin,1,2025-09-16,2025-12-22,14072680,21,0
austin,1,2025-09-16,2025-12-22,14632346,3,0
austin,1,2025-09-16,2025-12-22,16255356,24,1
austin,1,2025-09-16,2025-12-22,16628889,3,0
austin,1,2025-09-16,2025-12-22,17480569,2,0
austin,1,2025-09-16,2025-12-22,18172832,16,0
austin,1,2025-09-16,2025-12-22,18489407,6,0
austin,1,2025-09-16,2025-12-22,21274494,12,0
austin,1,2025-09-16,2025-12-22,21696485,15,3
austin,1,2025-09-16,2025-12-22,26075986,10,4
austin,1,2025-09-16,2025-12-22,26150600,2,0
austin,1,2025-09-16,2025-12-22,28053221,3,0
austin,1,2025-09-16,2025-12-22,35717558,9,0
austin,1,2025-09-16,2025-12-22,37664069,5,0
austin,1,2025-09-16,2025-12-22,37804375,2,0
austin,1,2025-09-16,2025-12-22,38055707,8,0
austin,1,2025-09-16,2025-12-22,38511590,19,0
austin,1,2025-09-16,2025-12-22,39174984,4,0
austin,1,2025-09-16,2025-12-22,39253639,12,0
austin,1,2025-09-16,2025-12-22,39678647,7,0
austin,1,2025-09-16,2025-12-22,42390679,3,0
austin,1,2025-09-16,2025-12-22,42648985,4,0
austin,1,2025-09-16,2025-12-22,46239406,10,4
austin,1,2025-09-16,2025-12-22,46951737,10,0
austin,1,2025-09-16,2025-12-22,47515870,1,0
austin,1,2025-09-16,2025-12-22,48548399,25,9
austin,1,2025-09-16,2025-12-22,49294082,4,0
austin,1,2025-09-16,2025-12-22,50772497,9,7
austin,1,2025-09-16,2025-12-22,51169191,5,5
austin,1,2025-09-16,2025-12-22,51197909,4,0
austin,1,2025-09-16,2025-12-22,52028102,2,2
austin,1,2025-09-16,2025-12-22,52420907,17,15
austin,1,2025-09-16,2025-12-22,52733380,18,0
austin,1,2025-09-16,2025-12-22,53381560,13,0
austin,1,2025-09-16,2025-12-22,53413902,9,0
austin,1,2025-09-16,2025-12-22,574580867580939668,7,0
austin,1,2025-09-16,2025-12-22,579639412225995589,9,0
austin,1,2025-09-16,2025-12-22,582678080873363663,4,4
austin,1,2025-09-16,2025-12-22,583823273939691037,14,9
austin,1,2025-09-16,2025-12-22,592210654833617740,3,0
austin,1,2025-09-16,2025-12-22,627609838453993132,11,7
austin,1,2025-09-16,2025-12-22,660395971453922427,4,1
austin,1,2025-09-16,2025-12-22,681608501612457376,1,0
austin,1,2025-09-16,2025-12-22,681609199257177419,1,0
austin,1,2025-09-16,2025-12-22,681609953836809341,18,16
austin,1,2025-09-16,2025-12-22,694348422804597519,19,0
austin,1,2025-09-16,2025-12-22,707290099217846098,9,9
austin,1,2025-09-16,2025-12-22,707957294435886188,2,0
austin,1,2025-09-16,2025-12-22,729140901088870113,2,0
austin,1,2025-09-16,2025-12-22,730572349830130345,6,0
austin,1,2025-09-16,2025-12-22,741895733138744560,15,0
austin,1,2025-09-16,2025-12-22,750004242914461076,17,15
austin,1,2025-09-16,2025-12-22,765918276060938277,13,13
austin,1,2025-09-16,2025-12-22,807875612523830584,85,0
austin,1,2025-09-16,2025-12-22,829649054709714196,3,0
austin,1,2025-09-16,2025-12-22,829931674175101222,15,0
austin,1,2025-09-16,2025-12-22,840108453613788196,1,1
austin,1,2025-09-16,2025-12-22,840108714130464185,7,0
austin,1,2025-09-16,2025-12-22,844959214729660266,18,16
austin,1,2025-09-16,2025-12-22,844959652169052749,18,16
austin,1,2025-09-16,2025-12-22,854345884562823154,7,4
austin,1,2025-09-16,2025-12-22,854346664543569972,7,4
austin,1,2025-09-16,2025-12-22,881378472170088915,11,0
austin,1,2025-09-16,2025-12-22,897858734207998629,1,0
austin,1,2025-09-16,2025-12-22,903821937404103339,9,0
