market,interval,snapshot0,snapshot1,listing_id,init_u,reopened
mornington-peninsula,1,2025-09-18,2025-12-22,811425,9,0
mornington-peninsula,1,2025-09-18,2025-12-22,2502583,14,0
mornington-peninsula,1,2025-09-18,2025-12-22,3499537,20,0
mornington-peninsula,1,2025-09-18,2025-12-22,3698349,32,1
mornington-peninsula,1,2025-09-18,2025-12-22,4591205,15,0
mornington-peninsula,1,2025-09-18,2025-12-22,4882429,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,6025175,5,0
mornington-peninsula,1,2025-09-18,2025-12-22,7517441,12,3
mornington-peninsula,1,2025-09-18,2025-12-22,9330277,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,11259635,12,0
mornington-peninsula,1,2025-09-18,2025-12-22,16399343,17,0
mornington-peninsula,1,2025-09-18,2025-12-22,16679759,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,17476715,23,0
mornington-peninsula,1,2025-09-18,2025-12-22,17482018,4,0
mornington-peninsula,1,2025-09-18,2025-12-22,17515937,13,0
mornington-peninsula,1,2025-09-18,2025-12-22,17639276,12,0
mornington-peninsula,1,2025-09-18,2025-12-22,18800534,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,19332423,3,0
mornington-peninsula,1,2025-09-18,2025-12-22,20921837,29,0
mornington-peninsula,1,2025-09-18,2025-12-22,21954165,4,1
mornington-peninsula,1,2025-09-18,2025-12-22,22691585,15,0
mornington-peninsula,1,2025-09-18,2025-12-22,22990292,20,0
mornington-peninsula,1,2025-09-18,2025-12-22,23108253,4,0
mornington-peninsula,1,2025-09-18,2025-12-22,25427631,3,0
mornington-peninsula,1,2025-09-18,2025-12-22,25897313,2,0
mornington-peninsula,1,2025-09-18,2025-12-22,28082912,15,0
mornington-peninsula,1,2025-09-18,2025-12-22,28764408,15,0
mornington-peninsula,1,2025-09-18,2025-12-22,29780754,16,0
mornington-peninsula,1,2025-09-18,2025-12-22,30110494,4,0
mornington-peninsula,1,2025-09-18,2025-12-22,30301741,10,0
mornington-peninsula,1,2025-09-18,2025-12-22,30377982,10,0
mornington-peninsula,1,2025-09-18,2025-12-22,30378120,5,0
mornington-peninsula,1,2025-09-18,2025-12-22,31763773,6,0
mornington-peninsula,1,2025-09-18,2025-12-22,32944430,21,6
mornington-peninsula,1,2025-09-18,2025-12-22,32968201,1,0
mornington-peninsula,1,2025-09-18,2025-12-22,33170794,17,0
mornington-peninsula,1,2025-09-18,2025-12-22,33194280,11,0
mornington-peninsula,1,2025-09-18,2025-12-22,35321584,33,2
mornington-peninsula,1,2025-09-18,2025-12-22,35358830,11,0
mornington-peninsula,1,2025-09-18,2025-12-22,37717846,2,0
mornington-peninsula,1,2025-09-18,2025-12-22,39514356,10,0
mornington-peninsula,1,2025-09-18,2025-12-22,39730926,14,0
mornington-peninsula,1,2025-09-18,2025-12-22,40075991,18,0
mornington-peninsula,1,2025-09-18,2025-12-22,40121554,16,0
mornington-peninsula,1,2025-09-18,2025-12-22,40288224,10,2
mornington-peninsula,1,2025-09-18,2025-12-22,40730959,11,0
mornington-peninsula,1,2025-09-18,2025-12-22,41304221,19,0
mornington-peninsula,1,2025-09-18,2025-12-22,42286023,8,0
mornington-peninsula,1,2025-09-18,2025-12-22,42542066,1,0
mornington-peninsula,1,2025-09-18,2025-12-22,42627475,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,44093124,17,0
mornington-peninsula,1,2025-09-18,2025-12-22,45179179,21,0
mornington-peninsula,1,2025-09-18,2025-12-22,45927357,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,46000337,8,0
mornington-peninsula,1,2025-09-18,2025-12-22,46177689,11,0
mornington-peninsula,1,2025-09-18,2025-12-22,46304630,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,46610610,25,0
mornington-peninsula,1,2025-09-18,2025-12-22,46666634,4,0
mornington-peninsula,1,2025-09-18,2025-12-22,46882129,5,0
mornington-peninsula,1,2025-09-18,2025-12-22,49113670,19,1
mornington-peninsula,1,2025-09-18,2025-12-22,49276928,11,5
mornington-peninsula,1,2025-09-18,2025-12-22,49389900,3,0
mornington-peninsula,1,2025-09-18,2025-12-22,49758741,21,0
mornington-peninsula,1,2025-09-18,2025-12-22,51948398,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,52638961,12,0
mornington-peninsula,1,2025-09-18,2025-12-22,53450642,11,1
mornington-peninsula,1,2025-09-18,2025-12-22,53496543,6,0
mornington-peninsula,1,2025-09-18,2025-12-22,53576226,21,0
mornington-peninsula,1,2025-09-18,2025-12-22,53759127,8,0
mornington-peninsula,1,2025-09-18,2025-12-22,53761955,6,0
mornington-peninsula,1,2025-09-18,2025-12-22,53855221,17,1
mornington-peninsula,1,2025-09-18,2025-12-22,53909505,5,0
mornington-peninsula,1,2025-09-18,2025-12-22,53992362,32,0
mornington-peninsula,1,2025-09-18,2025-12-22,54371001,9,0
mornington-peninsula,1,2025-09-18,2025-12-22,558089158670817293,15,0
mornington-peninsula,1,2025-09-18,2025-12-22,600498520183009099,3,0
mornington-peninsula,1,2025-09-18,2025-12-22,602984459659920421,13,0
mornington-peninsula,1,2025-09-18,2025-12-22,608996846376714448,4,4
mornington-peninsula,1,2025-09-18,2025-12-22,632123677348674879,3,0
mornington-peninsula,1,2025-09-18,2025-12-22,636452351138861401,26,0
mornington-peninsula,1,2025-09-18,2025-12-22,665542975310768661,6,0
mornington-peninsula,1,2025-09-18,2025-12-22,695925610496787924,22,0
mornington-peninsula,1,2025-09-18,2025-12-22,700245547015155866,10,0
mornington-peninsula,1,2025-09-18,2025-12-22,706350287559422022,2,0
mornington-peninsula,1,2025-09-18,2025-12-22,716134328000646278,3,0
mornington-peninsula,1,2025-09-18,2025-12-22,726167795987361397,20,0
mornington-peninsula,1,2025-09-18,2025-12-22,735593340595495210,13,0
mornington-peninsula,1,2025-09-18,2025-12-22,740895502952399943,16,0
mornington-peninsula,1,2025-09-18,2025-12-22,744997242683894685,25,0
mornington-peninsula,1,2025-09-18,2025-12-22,747458726731895436,3,0
mornington-peninsula,1,2025-09-18,2025-12-22,756117365517634091,5,1
mornington-peninsula,1,2025-09-18,2025-12-22,760413350332409698,2,0
mornington-peninsula,1,2025-09-18,2025-12-22,762844801748979783,12,1
mornington-peninsula,1,2025-09-18,2025-12-22,764208694155590531,27,0
mornington-peninsula,1,2025-09-18,2025-12-22,766426063653654064,1,0
mornington-peninsula,1,2025-09-18,2025-12-22,770454291247823924,9,0
mornington-peninsula,1,2025-09-18,2025-12-22,793790337349808511,16,1
mornington-peninsula,1,2025-09-18,2025-12-22,825616697437094863,11,0
mornington-peninsula,1,2025-09-18,2025-12-22,826960390470296075,7,1
mornington-peninsula,1,2025-09-18,2025-12-22,859552483322655792,25,0
mornington-peninsula,1,2025-09-18,2025-12-22,860507723567607208,6,0
mornington-peninsula,1,2025-09-18,2025-12-22,864800822702601520,14,0
mornington-peninsula,1,2025-09-18,2025-12-22,868277521128084224,11,0
mornington-peninsula,1,2025-09-18,2025-12-22,887353019613180013,4,0
mornington-peninsula,1,2025-09-18,2025-12-22,892418142997566608,6,4
mornington-peninsula,1,2025-09-18,2025-12-22,893931145818490057,4,0
mornington-peninsula,1,2025-09-18,2025-12-22,905955215544140000,10,0
mornington-peninsula,1,2025-09-18,2025-12-22,908285360624921257,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,937536895321400410,16,7
mornington-peninsula,1,2025-09-18,2025-12-22,960347408943178447,5,1
mornington-peninsula,1,2025-09-18,2025-12-22,966436939920114929,5,0
mornington-peninsula,1,2025-09-18,2025-12-22,974839347660541293,2,0
mornington-peninsula,1,2025-09-18,2025-12-22,984333739635497301,9,0
mornington-peninsula,1,2025-09-18,2025-12-22,985657377425915707,16,0
mornington-peninsula,1,2025-09-18,2025-12-22,990915932559480999,18,0
mornington-peninsula,1,2025-09-18,2025-12-22,993248680176730549,19,0
mornington-peninsula,1,2025-09-18,2025-12-22,1018438093628742873,20,0
mornington-peninsula,1,2025-09-18,2025-12-22,1028430356810010480,11,0
mornington-peninsula,1,2025-09-18,2025-12-22,1049052948046968951,2,0
mornington-peninsula,1,2025-09-18,2025-12-22,1049064884796799619,5,1
mornington-peninsula,1,2025-09-18,2025-12-22,1050842298833721903,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,1052040987658074706,15,0
mornington-peninsula,1,2025-09-18,2025-12-22,1055963218719666316,8,0
mornington-peninsula,1,2025-09-18,2025-12-22,1061816383583666956,1,0
mornington-peninsula,1,2025-09-18,2025-12-22,1063463854733185386,11,0
mornington-peninsula,1,2025-09-18,2025-12-22,1074989653923607149,16,0
mornington-peninsula,1,2025-09-18,2025-12-22,1087249512177677170,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,1101566244350723815,25,2
mornington-peninsula,1,2025-09-18,2025-12-22,1104169093339590384,29,0
mornington-peninsula,1,2025-09-18,2025-12-22,1104831713112207406,29,0
mornington-peninsula,1,2025-09-18,2025-12-22,1112526247608728715,20,0
mornington-peninsula,1,2025-09-18,2025-12-22,1120386128965514983,24,8
mornington-peninsula,1,2025-09-18,2025-12-22,1126619566564726194,7,0
mornington-peninsula,1,2025-09-18,2025-12-22,1130825862460331189,30,0
mornington-peninsula,1,2025-09-18,2025-12-22,1147481081693790905,4,0
mornington-peninsula,1,2025-09-18,2025-12-22,1167742546067834321,3,0
mornington-peninsula,1,2025-09-18,2025-12-22,1172718788000755686,10,1
