market,interval,snapshot0,snapshot1,listing_id,init_u,reopened
mexico-city,1,2025-09-27,2025-12-29,728372,36,0
mexico-city,1,2025-09-27,2025-12-29,6657150,16,0
mexico-city,1,2025-09-27,2025-12-29,9093531,16,2
mexico-city,1,2025-09-27,2025-12-29,9615553,7,7
mexico-city,1,2025-09-27,2025-12-29,10257549,16,0
mexico-city,1,2025-09-27,2025-12-29,10884709,3,0
mexico-city,1,2025-09-27,2025-12-29,11546411,39,0
mexico-city,1,2025-09-27,2025-12-29,11572034,15,3
mexico-city,1,2025-09-27,2025-12-29,11790186,14,5
mexico-city,1,2025-09-27,2025-12-29,11826745,27,4
mexico-city,1,2025-09-27,2025-12-29,12223480,12,0
mexico-city,1,2025-09-27,2025-12-29,13317884,6,0
mexico-city,1,2025-09-27,2025-12-29,13728290,3,0
mexico-city,1,2025-09-27,2025-12-29,15172326,14,0
mexico-city,1,2025-09-27,2025-12-29,15361532,7,0
mexico-city,1,2025-09-27,2025-12-29,16622843,12,12
mexico-city,1,2025-09-27,2025-12-29,17324127,2,0
mexico-city,1,2025-09-27,2025-12-29,17443995,24,5
mexico-city,1,2025-09-27,2025-12-29,17481070,6,0
mexico-city,1,2025-09-27,2025-12-29,17572873,24,5
mexico-city,1,2025-09-27,2025-12-29,17633843,11,0
mexico-city,1,2025-09-27,2025-12-29,17878320,28,11
mexico-city,1,2025-09-27,2025-12-29,18237993,6,1
mexico-city,1,2025-09-27,2025-12-29,18314796,11,0
mexico-city,1,2025-09-27,2025-12-29,18360341,32,0
mexico-city,1,2025-09-27,2025-12-29,19038180,7,0
mexico-city,1,2025-09-27,2025-12-29,19475345,5,0
mexico-city,1,2025-09-27,2025-12-29,19873111,11,0
mexico-city,1,2025-09-27,2025-12-29,19947512,1,0
mexico-city,1,2025-09-27,2025-12-29,20390849,23,0
mexico-city,1,2025-09-27,2025-12-29,20527710,4,4
mexico-city,1,2025-09-27,2025-12-29,21082292,2,0
mexico-city,1,2025-09-27,2025-12-29,21513004,9,0
mexico-city,1,2025-09-27,2025-12-29,21514335,11,4
mexico-city,1,2025-09-27,2025-12-29,21527653,2,0
mexico-city,1,2025-09-27,2025-12-29,21728742,21,9
mexico-city,1,2025-09-27,2025-12-29,22015445,4,0
mexico-city,1,2025-09-27,2025-12-29,22159588,7,0
mexico-city,1,2025-09-27,2025-12-29,22192283,6,0
mexico-city,1,2025-09-27,2025-12-29,23085822,33,3
mexico-city,1,2025-09-27,2025-12-29,23453920,6,0
mexico-city,1,2025-09-27,2025-12-29,23463390,17,3
mexico-city,1,2025-09-27,2025-12-29,23559493,7,0
mexico-city,1,2025-09-27,2025-12-29,23649272,18,0
mexico-city,1,2025-09-27,2025-12-29,23842322,17,0
mexico-city,1,2025-09-27,2025-12-29,25457640,2,0
mexico-city,1,2025-09-27,2025-12-29,26103209,7,0
mexico-city,1,2025-09-27,2025-12-29,26449125,9,0
mexico-city,1,2025-09-27,2025-12-29,28765693,18,7
mexico-city,1,2025-09-27,2025-12-29,29037729,12,0
mexico-city,1,2025-09-27,2025-12-29,29899716,30,6
mexico-city,1,2025-09-27,2025-12-29,30269685,8,0
mexico-city,1,2025-09-27,2025-12-29,30537467,1,0
mexico-city,1,2025-09-27,2025-12-29,30744835,4,0
mexico-city,1,2025-09-27,2025-12-29,31627198,4,0
mexico-city,1,2025-09-27,2025-12-29,31898385,15,0
mexico-city,1,2025-09-27,2025-12-29,32406227,2,0
mexico-city,1,2025-09-27,2025-12-29,32442544,8,0
mexico-city,1,2025-09-27,2025-12-29,32894594,23,0
mexico-city,1,2025-09-27,2025-12-29,32919197,13,0
mexico-city,1,2025-09-27,2025-12-29,33037873,14,0
mexico-city,1,2025-09-27,2025-12-29,33073306,13,0
mexico-city,1,2025-09-27,2025-12-29,33192154,7,0
mexico-city,1,2025-09-27,2025-12-29,33551782,2,0
mexico-city,1,2025-09-27,2025-12-29,33716213,11,1
mexico-city,1,2025-09-27,2025-12-29,33716386,8,0
mexico-city,1,2025-09-27,2025-12-29,33881469,8,0
mexico-city,1,2025-09-27,2025-12-29,34123530,10,0
mexico-city,1,2025-09-27,2025-12-29,34198075,3,0
mexico-city,1,2025-09-27,2025-12-29,37095453,3,0
mexico-city,1,2025-09-27,2025-12-29,37556163,4,0
mexico-city,1,2025-09-27,2025-12-29,37720632,3,0
mexico-city,1,2025-09-27,2025-12-29,38238693,14,2
mexico-city,1,2025-09-27,2025-12-29,39399217,4,0
mexico-city,1,2025-09-27,2025-12-29,39952255,7,0
mexico-city,1,2025-09-27,2025-12-29,40229764,12,0
mexico-city,1,2025-09-27,2025-12-29,40724349,12,0
mexico-city,1,2025-09-27,2025-12-29,41478322,4,0
mexico-city,1,2025-09-27,2025-12-29,41738776,7,0
mexico-city,1,2025-09-27,2025-12-29,42203693,1,0
mexico-city,1,2025-09-27,2025-12-29,42618382,17,0
mexico-city,1,2025-09-27,2025-12-29,42745369,3,0
mexico-city,1,2025-09-27,2025-12-29,43947179,17,0
mexico-city,1,2025-09-27,2025-12-29,44207522,6,0
mexico-city,1,2025-09-27,2025-12-29,45112029,10,0
mexico-city,1,2025-09-27,2025-12-29,45225995,6,1
mexico-city,1,2025-09-27,2025-12-29,45298891,19,0
mexico-city,1,2025-09-27,2025-12-29,45485116,17,14
mexico-city,1,2025-09-27,2025-12-29,45940324,9,2
mexico-city,1,2025-09-27,2025-12-29,46056354,9,0
mexico-city,1,2025-09-27,2025-12-29,46068574,14,0
mexico-city,1,2025-09-27,2025-12-29,46727704,16,0
mexico-city,1,2025-09-27,2025-12-29,46818713,10,0
mexico-city,1,2025-09-27,2025-12-29,47701438,5,0
mexico-city,1,2025-09-27,2025-12-29,47786030,17,8
mexico-city,1,2025-09-27,2025-12-29,47967558,1,0
mexico-city,1,2025-09-27,2025-12-29,48069893,3,0
mexico-city,1,2025-09-27,2025-12-29,48532809,2,0
mexico-city,1,2025-09-27,2025-12-29,48563023,4,0
mexico-city,1,2025-09-27,2025-12-29,48792074,9,0
mexico-city,1,2025-09-27,2025-12-29,49288695,9,1
mexico-city,1,2025-09-27,2025-12-29,49345226,37,0
mexico-city,1,2025-09-27,2025-12-29,49731067,8,0
mexico-city,1,2025-09-27,2025-12-29,50067975,13,0
mexico-city,1,2025-09-27,2025-12-29,50142166,3,0
mexico-city,1,2025-09-27,2025-12-29,50151095,16,0
mexico-city,1,2025-09-27,2025-12-29,50342131,21,0
mexico-city,1,2025-09-27,2025-12-29,50400718,20,0
mexico-city,1,2025-09-27,2025-12-29,50416016,1,0
mexico-city,1,2025-09-27,2025-12-29,50546235,5,0
mexico-city,1,2025-09-27,2025-12-29,50637732,4,0
mexico-city,1,2025-09-27,2025-12-29,50679923,3,0
mexico-city,1,2025-09-27,2025-12-29,50913477,5,0
mexico-city,1,2025-09-27,2025-12-29,51375107,4,0
mexico-city,1,2025-09-27,2025-12-29,51450971,11,1
mexico-city,1,2025-09-27,2025-12-29,51640848,4,4
mexico-city,1,2025-09-27,2025-12-29,51641576,14,0
mexico-city,1,2025-09-27,2025-12-29,51769249,2,0
mexico-city,1,2025-09-27,2025-12-29,51784377,12,4
mexico-city,1,2025-09-27,2025-12-29,52185451,18,0
mexico-city,1,2025-09-27,2025-12-29,52669857,11,2
mexico-city,1,2025-09-27,2025-12-29,52862815,12,12
mexico-city,1,2025-09-27,2025-12-29,52964236,7,5
mexico-city,1,2025-09-27,2025-12-29,53132132,1,0
mexico-city,1,2025-09-27,2025-12-29,53293578,8,0
mexico-city,1,2025-09-27,2025-12-29,53311209,8,0
mexico-city,1,2025-09-27,2025-12-29,53404245,11,0
mexico-city,1,2025-09-27,2025-12-29,53476495,11,7
mexico-city,1,2025-09-27,2025-12-29,53495688,14,0
mexico-city,1,2025-09-27,2025-12-29,53632693,69,8
mexico-city,1,2025-09-27,2025-12-29,53642576,21,0
mexico-city,1,2025-09-27,2025-12-29,53665585,28,0
mexico-city,1,2025-09-27,2025-12-29,53795925,3,0
mexico-city,1,2025-09-27,2025-12-29,53952357,5,2
mexico-city,1,2025-09-27,2025-12-29,54295759,3,0
mexico-city,1,2025-09-27,2025-12-29,558149537987884746,7,0
mexico-city,1,2025-09-27,2025-12-29,565207661736258430,4,0
mexico-city,1,2025-09-27,2025-12-29,577048103373140729,16,0
mexico-city,1,2025-09-27,2025-12-29,579970081878632673,3,0
mexico-city,1,2025-09-27,2025-12-29,583321513569316109,24,8
