snapshot1_quarter,group_type,group,regime,region,median_yoy_pct,trimmed_mean_yoy_pct,mean_ratio_yoy_pct,n_markets,regions_present
1Q25,lead,0-30,all,emea,0.0,0.6948375523321448,2.493786779612245,2,emea
1Q25,lead,0-30,open_both,emea,0.0,0.3321363617894979,6.2229615367852045,2,emea
1Q25,lead,0-90,all,emea,0.0,0.7047450623626605,2.489250165524143,2,emea
1Q25,lead,0-90,open_both,emea,0.0,0.25880284397163944,4.734016148301773,2,emea
1Q25,lead,181-365,all,emea,0.0,0.7056526814375907,2.4450325423430677,2,emea
1Q25,lead,181-365,open_both,emea,0.0,0.7151767798307618,4.051617723803913,2,emea
1Q25,lead,31-90,all,emea,0.0,0.7110231189602911,2.489357533693437,2,emea
1Q25,lead,31-90,open_both,emea,0.0,0.25604129542548537,4.527079729815252,2,emea
1Q25,lead,91-180,all,emea,0.0,0.7052470686252588,2.386042301359498,2,emea
1Q25,lead,91-180,open_both,emea,0.0,0.2737146406279478,2.734088753889907,2,emea
1Q25,stay_quarter,1Q25,all,emea,0.0,0.6954802776219127,2.489794428602432,2,emea
1Q25,stay_quarter,1Q25,open_both,emea,0.0,0.36339983521205266,6.466657246056346,2,emea
1Q25,stay_quarter,1Q25,unmatched_all,emea,5.0847457627118615,8.135661332442245,11.686884375979279,2,emea
1Q25,stay_quarter,1Q25,unmatched_open,emea,10.416666666666663,9.6359497835533,12.285999815239956,2,emea
1Q25,stay_quarter,1Q26,all,emea,0.0,0.7053150187642021,2.4139648403786684,2,emea
1Q25,stay_quarter,1Q26,open_both,emea,0.0,0.9129917396621723,4.139637382900552,2,emea
1Q25,stay_quarter,1Q26,unmatched_all,emea,4.981560969711618,8.702805538284618,12.92616290499683,2,emea
1Q25,stay_quarter,1Q26,unmatched_open,emea,6.936872309899577,6.646377911138179,18.513498518429838,2,emea
1Q25,stay_quarter,2Q25,all,emea,0.0,0.7109853346954298,2.4771619438734183,2,emea
1Q25,stay_quarter,2Q25,open_both,emea,0.0,0.2656401197573377,4.091561299505291,2,emea
1Q25,stay_quarter,2Q25,unmatched_all,emea,4.621848739495793,8.710067188581082,13.085387317517661,2,emea
1Q25,stay_quarter,2Q25,unmatched_open,emea,9.82142857142857,9.093624224050124,16.59494899158538,2,emea
1Q25,stay_quarter,3Q25,all,emea,0.0,0.70513592902825,2.386930481105848,2,emea
1Q25,stay_quarter,3Q25,open_both,emea,0.0,0.42572866142205346,3.073858477674901,2,emea
1Q25,stay_quarter,3Q25,unmatched_all,emea,4.621848739495793,8.710876771570675,13.056091607277764,2,emea
1Q25,stay_quarter,3Q25,unmatched_open,emea,5.200000000000005,4.429667165417195,8.901492665383104,2,emea
1Q25,stay_quarter,4Q25,all,emea,0.0,0.7058768091911805,2.4674177048642774,2,emea
1Q25,stay_quarter,4Q25,open_both,emea,0.0,0.6616360181571412,3.933775990114119,2,emea
1Q25,stay_quarter,4Q25,unmatched_all,emea,4.621848739495793,8.710998897527823,13.03272608527447,2,emea
1Q25,stay_quarter,4Q25,unmatched_open,emea,6.033333333333335,5.260616382404481,19.613213851421342,2,emea
2Q25,lead,0-30,all,emea,0.0,0.362758490258569,2.678114083128075,2,emea
2Q25,lead,0-30,all,na,0.0,-0.1708991990104436,-1.189302714576157,2,na
2Q25,lead,0-30,open_both,emea,0.0,-0.003107809484259594,7.246643867846558,2,emea
2Q25,lead,0-30,open_both,na,0.0,-0.4883284220509987,-0.5865202468417596,2,na
2Q25,lead,0-90,all,emea,0.0,0.36358528918666866,2.6177321932294384,2,emea
2Q25,lead,0-90,all,na,0.0,-0.1706140599575301,-1.1867136577286885,2,na
2Q25,lead,0-90,open_both,emea,0.0,-0.11833310969526223,3.421804334513773,2,emea
2Q25,lead,0-90,open_both,na,0.0,-0.4864090742456251,-0.9728655476425929,2,na
2Q25,lead,181-365,all,emea,0.0,0.3620405164383944,2.5128417042181104,2,emea
2Q25,lead,181-365,all,na,0.0,-0.17691404968368518,-1.2362081605134856,2,na
2Q25,lead,181-365,open_both,emea,0.0,0.27724778552673524,4.159540351805758,2,emea
2Q25,lead,181-365,open_both,na,0.0,-0.6134630503012217,-2.3980532038397784,2,na
2Q25,lead,31-90,all,emea,0.0,0.3623964279354297,2.59464497355012,2,emea
2Q25,lead,31-90,all,na,0.0,-0.17094947001337069,-1.1856949096574976,2,na
2Q25,lead,31-90,open_both,emea,0.0,-0.17020805871436062,2.82125683943304,2,emea
2Q25,lead,31-90,open_both,na,0.0,-0.48186289432377016,-1.0639875751987604,2,na
2Q25,lead,91-180,all,emea,0.0,0.3623042916943209,2.584136181141478,2,emea
2Q25,lead,91-180,all,na,0.0,-0.1711532959263129,-1.1855420970987018,2,na
2Q25,lead,91-180,open_both,emea,0.0,-0.10938933890937697,3.6379425972279607,2,emea
2Q25,lead,91-180,open_both,na,0.0,-0.5087262451375363,-1.7131713290872597,2,na
2Q25,stay_quarter,1Q26,all,emea,0.0,0.36153117949674907,2.5003574309152174,2,emea
2Q25,stay_quarter,1Q26,all,na,0.0,-0.17125694269908287,-1.224868616482333,2,na
2Q25,stay_quarter,1Q26,open_both,emea,0.0,0.2955773541152451,3.9130982786610535,2,emea
2Q25,stay_quarter,1Q26,open_both,na,0.0,-0.6317822159618014,-2.491413779855911,2,na
2Q25,stay_quarter,1Q26,unmatched_all,emea,1.1465324384787419,5.528873485542879,12.708007370686737,2,emea
2Q25,stay_quarter,1Q26,unmatched_all,na,0.2512562814070307,2.854993298638453,-2.915669684451083,2,na
2Q25,stay_quarter,1Q26,unmatched_open,emea,3.4615384615384603,3.32105248376563,18.613937532413203,2,emea
2Q25,stay_quarter,1Q26,unmatched_open,na,-1.980032907902346,1.0612367801123623,0.02747721027186989,2,na
2Q25,stay_quarter,2Q25,all,emea,0.0,0.3640566698291825,2.6596921174716845,2,emea
2Q25,stay_quarter,2Q25,all,na,0.0,-0.1706991432794569,-1.1852575182776715,2,na
2Q25,stay_quarter,2Q25,open_both,emea,0.0,-0.0571288242023571,5.55477495560876,2,emea
2Q25,stay_quarter,2Q25,open_both,na,0.0,-0.5016843389450298,-0.4136562685431333,2,na
2Q25,stay_quarter,2Q25,unmatched_all,emea,1.1465324384787419,5.332848242494769,12.537421940049208,2,emea
2Q25,stay_quarter,2Q25,unmatched_all,na,0.5471142695727127,2.8465414621298923,-2.9024606491242166,2,na
2Q25,stay_quarter,2Q25,unmatched_open,emea,12.470862470862475,8.136172313789336,19.57952639704008,2,emea
2Q25,stay_quarter,2Q25,unmatched_open,na,-2.0930232558139528,-2.521420105084138,-8.496641574377328,2,na
