period,nights,gbv,adr,revenue,take_rate,rev_per_night,nights_yoy,gbv_yoy,adr_yoy,rev_yoy,take_rate_chg_pts,rpn_yoy,rev_yoy_exfx,fx_rev_pp,adr_yoy_exfx,fx_adr_pp,c_nights,c_adr,c_fx,c_adr_exfx,c_take,nights_yoy_na,nights_yoy_emea,nights_yoy_latam,nights_yoy_apac,adr_yoy_na,adr_yoy_emea,cross_border_share,urban_share,lt_share,app_share,active_listings,cor_gaap,ops_gaap,pd_gaap,sm_gaap,ga_gaap,op_income,interest_income,tax,net_income,shares,eps_gaap,sbc,cor_cash,ops_cash,pd_cash,sm_cash,ga_cash,bpm_cash,fop_cash,cash_cost,da,adj_ebitda,fcf,ebitda_margin,op_margin,net_margin,fcf_margin,sbc_pct,cor_pct,ops_pct,pd_pct,sm_pct,ga_pct,bpm_pct,cor_per_100gbv,d_margin_pts,d_cor_pts,d_ops_pts,d_pd_pts,d_sm_pts,d_ga_pts,d_da_pts,cost_per_night,cor_per_night,ops_per_night,pd_per_night,sm_per_night,ga_per_night,unit_cost_effect_pts,rpn_effect_pts,cfo,capex,buybacks,rsu_withholding,unearned_fees,funds_held,yq,year,qtr,date,t
1Q21,64.4,10300,159.93788819875775,887,0.08611650485436893,13.773291925465838,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.41,0.24,NA,NA,254.5,185.4,363.1,229.1,189.8,-446.9,3.1,6.3,-1172.2,601,-1.950415973377704,229.5,254.5,174,219.40000000000003,203.2,141.3,NA,NA,992.4000000000001,38,-59,486.7,-0.0665163472378805,-0.5038331454340473,-1.321533258173619,0.5487034949267192,0.25873731679819617,0.28692220969560317,0.19616685456595265,0.24735062006764377,0.229086809470124,0.15930101465614432,NA,2.470873786407767,NA,NA,NA,NA,NA,NA,NA,15.409937888198758,3.9518633540372665,2.701863354037267,3.406832298136646,3.15527950310559,2.1940993788819876,NA,NA,606.4,7.7,NA,130.4,946.2,4014.9,2021 Q1,2021,1,2021-03-31,1
2Q21,83.1,13400,161.25150421179302,1335,0.09962686567164179,16.064981949458485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.4,NA,NA,NA,294.4,208.1,349.7,315.3,218.3,-51.3,2.9,11.2,-68.2,611.7,-0.11149256171325812,232.9,294.4,193.9,205.89999999999998,291.2,167.60000000000002,NA,NA,1153,36,217,783.6,0.16254681647940075,-0.03842696629213483,-0.05108614232209738,0.5869662921348314,0.1744569288389513,0.22052434456928838,0.1452434456928839,0.1542322097378277,0.21812734082397003,0.1255430711610487,NA,2.1970149253731344,NA,NA,NA,NA,NA,NA,NA,13.8748495788207,3.542719614921781,2.3333333333333335,2.477737665463297,3.5042117930204575,2.0168471720818295,NA,NA,789.7,7.7,NA,8.5,1483.9,6301.7,2021 Q2,2021,2,2021-06-30,2
3Q21,79.7,11900,149.3099121706399,2237,0.18798319327731092,28.06775407779172,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.46,0.2,NA,NA,311.6,228.3,344.4,290.9,210.7,852,3,16.6,833.9,681.9,1.2229065845431881,210.8,311.6,217.10000000000002,213.09999999999997,267.2,166,NA,NA,1175,33.7,1101,517.7,0.4921770227983907,0.380867232901207,0.37277603933839965,0.23142601698703624,0.0942333482342423,0.13929369691551186,0.09704962002682165,0.09526151095216806,0.1194456861868574,0.07420652659812249,NA,2.618487394957983,NA,NA,NA,NA,NA,NA,NA,14.742785445420326,3.9096612296110416,2.72396486825596,2.6737766624843156,3.3525721455457966,2.082810539523212,NA,NA,534.7,5.5,NA,15.7,892.4,3940.5,2021 Q3,2021,3,2021-09-30,3
4Q21,73.4,11300,153.9509536784741,1532,0.13557522123893806,20.87193460490463,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.49,0.22,NA,6,295.5,225.1,367.8,350.7,217.2,75.2,3.8,17.9,54.5,569.4,0.09571478749560942,225.9,295.5,213.4,241.5,324.4,155.79999999999998,NA,NA,1230.6,30,333,376.4,0.21736292428198434,0.04908616187989556,0.03557441253263707,0.24569190600522192,0.1474543080939948,0.1928851174934726,0.13929503916449087,0.15763707571801566,0.21174934725848563,0.1016971279373368,NA,2.6150442477876106,NA,NA,NA,NA,NA,NA,NA,16.76566757493188,4.025885558583106,2.9073569482288826,3.290190735694823,4.4196185286103535,2.1226158038147136,NA,NA,382.2,4.1,0,22.4,904,3715,2021 Q4,2021,4,2021-12-31,4
1Q22,102.1,17200,168.462291870715,1509,0.08773255813953489,14.779627815866798,0.5854037267080743,0.6699029126213591,0.05329821324990758,0.701240135287486,0.16160532851659526,0.0730642968904418,0.74,-4,NA,NA,60.81760050053887,6.852801538776207,-4,10.852801538776207,2.4536114894335186,NA,NA,NA,NA,NA,NA,0.39,0.46,0.21,NA,6,363,232.7,363,345,210,-5,4.7,10.7,-19,635,-0.029921259842519685,195,363,221,245.1,323.8,165.9,231,114,1318.8000000000002,29,229,1196,0.1517561298873426,-0.0033134526176275677,-0.012591119946984758,0.7925778661365143,0.12922465208747516,0.24055666003976142,0.1464546056991385,0.16242544731610337,0.2145791915175613,0.10994035785288271,0.15308151093439365,2.1104651162790695,21.82724771252231,4.636554965584175,4.971224886681414,8.492517275154041,1.4507617952562697,4.936065680326161,-15.341098841001344,12.916748285994126,3.555337904015671,2.1645445641527914,2.4005876591576887,3.171400587659158,1.624877571008815,18.101624620290686,6.385499982711373,1202,6,0,205,1747.7,6104.7,2022 Q1,2022,1,2022-03-31,5
2Q22,103.7,17000,163.9344262295082,2104,0.12376470588235294,20.289296046287365,0.24789410348977148,0.26865671641791056,0.01663812087105465,0.5760299625468164,2.4137840210711152,0.26295168647676403,0.64,-6,0.07,-5.336187912894536,28.04211494690198,2.0894726684402154,-6,8.089472668440216,27.471408639339483,NA,NA,NA,NA,NA,NA,0.43,0.47,0.19,NA,NA,390,258,375,379,244,369,20.3,4,379,684,0.554093567251462,247,390,241.1,230.1,349.9,187.8,282,97,1398.8999999999999,26,711,794.7,0.3379277566539924,0.17538022813688212,0.18013307984790874,0.3777091254752852,0.11739543726235742,0.18536121673003803,0.11459125475285172,0.10936311787072243,0.16630228136882128,0.08925855513307986,0.13403041825095058,2.2941176470588234,17.538094017459162,3.516312783925035,3.065219094003217,4.486909186710526,5.182505945514876,3.6284516027968854,1.8661084291024053,13.489874638379941,3.760848601735776,2.3249758919961425,2.218900675024108,3.374156219864995,1.81099324975892,2.396360865215501,17.483037747735036,801,5,0,140,1980.9,7465.5,2022 Q2,2022,2,2022-06-30,6
3Q22,99.7,15600,156.46940822467403,2884,0.18487179487179486,28.92678034102307,0.25094102885821834,0.31092436974789917,0.04795057441231254,0.2892266428252124,-0.31113984055160526,0.030605450683745428,0.36,-7,0.12,-7.204942558768746,25.490500755390073,5.33231227377364,-7,12.33231227377364,-1.9001487466424807,0.2,0.2,0.33,0.65,NA,NA,0.43,0.48,0.2,0.48,NA,401,290,366,384,240,1203,58.4,56,1214,680,1.785294117647059,234,401,272.1,230.1,356.6,186.9,259,124,1446.7000000000003,13,1457,960,0.5052011095700416,0.417128987517337,0.4209431345353675,0.332871012482663,0.0811373092926491,0.13904299583911234,0.09434812760055479,0.07978502080443828,0.12364771151178919,0.06480582524271845,0.08980582524271845,2.5705128205128207,1.30240867716509,0.025070107639951766,0.2701492426266855,1.5476490147729782,-0.4202025324931788,0.9400701355404038,-1.0969218359490522,14.510531594784355,4.0220661985957875,2.729187562688064,2.3079237713139418,3.5767301905717153,1.8746238716148445,0.8274757217562375,1.5352602463305947,964,6,1000,146,1220.3,4805.4,2022 Q3,2022,3,2022-09-30,7
4Q22,88.2,13500,153.0612244897959,1902,0.1408888888888889,21.564625850340136,0.20163487738419605,0.19469026548672574,-0.005779302871591119,0.24151436031331586,0.5313667649950837,0.033187687607680205,0.31,-7,0.05,-5.577930287159112,20.506495036812538,-0.6470768394722596,-7,6.35292316052774,4.292017833991307,NA,0.25,NA,0.4,NA,NA,0.44,0.51,0.21,0.5,6.6,345,260,398,408,256,235,103,25,319.1,721,0.4425797503467407,254,345,243,249,372,204,258,151,1413,13,506,455,0.26603575184016826,0.12355415352260778,0.1677707676130389,0.2392218717139853,0.13354363827549948,0.18138801261829654,0.1277602523659306,0.1309148264984227,0.19558359621451105,0.10725552050473186,0.13564668769716087,2.555555555555556,4.867282755818392,1.1497104875176052,1.1534786798560264,2.672224921959296,1.6165751043974579,-0.5558392567395056,-1.1293457759181624,16.020408163265305,3.91156462585034,2.7551020408163263,2.82312925170068,4.217687074829932,2.312925170068027,3.570629296104859,2.46552064088602,463,8,500,116,1182,4783,2022 Q4,2022,4,2022-12-31,8
1Q23,121.1,20400,168.4558216350124,1818,0.08911764705882352,15.012386457473163,0.18609206660137123,0.18604651162790709,-3.8407620071900794e-5,0.20477137176938376,0.1385088919288638,0.01574861319284948,0.24,-4,0.03,-3.00384076200719,18.759525812749438,-0.004221879787263041,-4,3.995778120212737,1.7218332439761734,NA,NA,NA,0.48,NA,NA,0.45,0.48,0.18,0.49,NA,428,282,420,450,243,-5,146,13,117,670,0.1746268656716418,240,428,267,271,422,195,307,143,1583,11,262,1581,0.14411441144114412,-0.0027502750275027505,0.06435643564356436,0.8696369636963697,0.132013201320132,0.23542354235423543,0.14686468646864687,0.14906490649064907,0.23212321232123212,0.10726072607260725,0.16886688668866887,2.0980392156862746,-0.7641718446198487,0.513311768552599,-0.041008076950835304,1.3360540825454292,-1.7544020803670817,0.2679631780275457,-1.099344526898018,13.071841453344344,3.5342691990090835,2.2047894302229563,2.2378199834847234,3.4847233691164328,1.6102394715111479,-1.0493712648414477,1.371290136649108,1587,6,493,151,2172,7760,2023 Q1,2023,1,2023-03-31,9
2Q23,115.1,19100,165.94265855777584,2484,0.1300523560209424,21.58123370981755,0.10993249758919954,0.12352941176470589,0.012250217202432578,0.18060836501901134,0.6287650138589451,0.06367582495631186,0.19,-1,0.02,-0.7749782797567422,11.34573445426433,1.3244903621232147,-1,2.324490362123215,5.3906116855135675,NA,NA,0.22,0.24,-0.01,0.08,0.45,0.48,0.18,0.5,7,432,317,451,486,275,523,191,26,650,665,0.9774436090225563,304,432,298,260,450,217,361,125,1657,9,819,900,0.32971014492753625,0.2105475040257649,0.2616747181964573,0.36231884057971014,0.12238325281803543,0.17391304347826086,0.11996779388083736,0.10466988727858294,0.18115942028985507,0.08735909822866345,0.14533011272141708,2.261780104712042,-0.8217611726456131,1.144817325177716,-0.5376539127985649,0.4693230592139497,-1.4857138921033797,0.18994569044164106,-4.884798834211961,14.396177237185057,3.753258036490009,2.589052997393571,2.2589052997393573,3.909643788010426,1.8853171155516943,-4.466900166164,4.24761843609536,909,9,507,721,2347,9144,2023 Q2,2023,2,2023-06-30,10
