event_date,event_year,print_quarter,guided_quarter,first_guide_mid_musd,guide_low_musd,guide_high_musd,signal_known_before_release,intraday_call_leg_available,candle_order_available,expectations_type,entry_date,preclose_date,abnb_preclose,abnb_open,abnb_close,abnb_high,abnb_low,abnb_gap_pct,abnb_session_pct,abnb_cc_pct,abnb_open_5d_pct,abnb_open_20d_pct,qqq_preclose,qqq_open,qqq_close,qqq_high,qqq_low,qqq_gap_pct,qqq_session_pct,qqq_cc_pct,qqq_open_5d_pct,qqq_open_20d_pct,gap_excess_pct,session_excess_pct,cc_excess_pct,open_5d_excess_pct,open_20d_excess_pct,cross_term_excess_pp,compounding_identity_error_pp,preevent_cushion,cushion_n,cushion_quarters,cushion_latest_actual_publication,primary_eligibility,consensus_revenue_musd,consensus_vendor,consensus_as_of,consensus_as_of_raw,consensus_register_id,published_guide_vs_revenue_consensus_pct,published_guide_vs_implied_guide_pct,preevent_implied_guide_musd,dolthub_consensus_musd,dolthub_as_of,dolthub_register_id,dolthub_guide_vs_revenue_pct,dolthub_guide_vs_implied_pct,dolthub_implied_guide_musd,current_revenue_actual_musd,current_consensus_status,current_revenue_consensus_musd,current_consensus_vendor,current_consensus_as_of,current_consensus_as_of_raw,current_revenue_surprise_pct,guide_id,guide_source
2021-02-25,2021,2020Q4,,,,,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2021-02-26,2021-02-25,182.059997558594,194.179992675781,206.350006103516,214.100006103516,185.75,6.65714340311734,6.26738793221318,13.3417603376076,-7.18405472984761,-9.28004413089021,312.829986572266,315.850006103516,314.140014648438,319.109985351562,310.880004882812,0.965386842975291,-0.541393516553457,0.418766784644298,-3.7201202383859,-1.43106520307257,5.69175656014205,6.80878144876663,12.9229935529633,-3.46393449146171,-7.84897892781764,0.42245554405463,2.48689957516035e-14,,0,,,no_numeric_forward_guide,,,,,,,,,,,,,,,859.1,quarantined_or_unattributed,,,,,,,
2021-05-13,2021,2021Q1,,,,,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2021-05-14,2021-05-13,135.75,137.679992675781,141.199996948242,142.25,131.669998168945,1.42172572801564,2.55665634784721,4.01473071693716,-1.0749533746884,7.81523121588439,319.339996337891,322.600006103516,326.390014648438,327.329986572266,322.079986572266,1.02085858427068,1.1748321367687,2.20768409575833,1.9311780380906,5.77804828834325,0.400867143744965,1.38182421107851,1.80704662117883,-3.006131412779,2.03718292754114,0.024355266355315,4.30766533554561e-14,,0,,,no_numeric_forward_guide,,,,,,,,,,,,,,,887,eligible_original:date_only_morning_convention,714.4,Refinitiv,2021-05-13,2021-05-13,24.1601343784994,,
2021-08-12,2021,2021Q2,,,,,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2021-08-13,2021-08-12,151.149993896484,146.660003662109,152.759994506836,152.759994506836,144.509994506836,-2.97055270637324,4.15927362089827,1.06516749941399,-2.73422178200928,12.6414788103014,367.529998779297,367.890014648438,368.820007324219,369.160003662109,367.380004882812,0.0979555057645243,0.252790953478321,0.350994081899847,-1.06826035958464,2.36483224416053,-3.06850821213777,3.90648266741995,0.714173417514141,-1.66596142242464,10.2766465661409,-0.123801037768069,2.33146835171283e-14,,0,,,no_numeric_forward_guide,,,,,,,,,,,,,,,1335,eligible_original:date_only_morning_convention,1260,Refinitiv,2021-08-12,2021-08-12,5.95238095238095,,
2021-11-04,2021,2021Q3,2021Q4,1435,1390,1480,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2021-11-05,2021-11-04,178.449996948242,186.149993896484,201.619995117188,203.294998168945,185.944000244141,4.31493251886998,8.31050321135427,12.9840283357727,2.93312215572965,-10.421699990639,398.220001220703,400.040008544922,398.600006103516,400.989990234375,397.160003662109,0.457035638250147,-0.359964606201268,0.0954258655134321,-2.36226677461688,-4.22707811741547,3.85789688061984,8.67046781755554,12.8886024702593,5.29538893034653,-6.19462187322353,0.360237772083886,2.8421709430404e-14,,0,,,quarantined_or_unattributed,,,,,,,,,1430,2021-10-31,PIT-2021Q4-revenue-DHPNP-20211031,0.349650349650354,,,2237,eligible_original:date_only_morning_convention,2050,Refinitiv,2021-11-04,2021-11-04,9.1219512195122,ABNB-3Q21-revenue_usd_m-4Q21-021,data/raw/letters/3Q21_d245727dex991.htm
2022-02-15,2022,2021Q4,2022Q1,1445,1410,1480,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2022-02-16,2022-02-15,180.070007324219,178.294998168945,186.639999389648,191.729995727539,178,-0.985732816724727,4.68044606209073,3.64857655256288,-15.8473345707877,-12.6447732132017,356.130004882812,353.820007324219,356.040008544922,357.089996337891,350.709991455078,-0.648638847309113,0.627438012194959,-0.0252706418040316,-6.89616002243925,-3.81549932749548,-0.337093969415614,4.05300804989577,3.67384719436691,-8.95117454834842,-8.82927388570626,-0.0420668861132479,2.22044604925031e-15,,0,,,quarantined_or_unattributed,,,,,,,,,1270,2022-02-13,PIT-2022Q1-revenue-DHPNP-20220213,13.7795275590551,,,1532,eligible_original:date_only_morning_convention,1460,Refinitiv,2022-02-15,2022-02-15,4.93150684931507,ABNB-4Q21-revenue_usd_m-1Q22-027,data/raw/letters/4Q21_d251410dex991.htm
2022-05-03,2022,2022Q1,2022Q2,2080,2030,2130,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2022-05-04,2022-05-03,145,152.550003051758,156.179992675781,158.740005493164,145.871994018555,5.20689865638471,2.37954083999057,7.71033977640085,-23.8741429496944,-23.48738191693,318.820007324219,319.309997558594,329.600006103516,330.290008544922,313.890014648438,0.153688671701424,3.22257637518339,3.38121778171039,-5.80939774350935,-4.16836230007214,5.05320998468328,-0.843035535192826,4.32912199469047,-18.0647452061851,-19.3190196168578,0.118947545200011,-8.88178419700125e-16,,1,2021Q4,2022-02-15,quarantined_or_unattributed,,,,,,,,,1980,2022-05-01,PIT-2022Q2-revenue-DHPNP-20220501,5.05050505050506,,,1509,eligible_original:date_only_morning_convention,1450,Refinitiv,2022-05-03,2022-05-03,4.06896551724139,ABNB-1Q22-revenue_usd_m-2Q22-035,data/raw/letters/1Q22_d711122dex991.htm
2022-08-02,2022,2022Q2,2022Q3,2830,2780,2880,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2022-08-03,2022-08-02,116.339996337891,108.224998474121,115.019996643066,115.569999694824,107.650001525879,-6.97524335500307,6.27858467521267,-1.13460524013641,5.74266948940756,4.00554321607061,314.329986572266,316.049987792969,322.890014648438,323.730010986328,315.989990234375,0.54719603416129,2.16422310383044,2.72326168098629,0.32589742733089,-4.75557644670513,-7.52243938916436,4.11436157138223,-3.8578669211227,5.41677206207667,8.76111966277574,-0.449789103340576,6.21724893790088e-15,,2,2021Q4;2022Q1,2022-05-03,eligible_original:date_only_morning_convention,2770,StreetAccount,2022-08-02,2022-08-02,PG-2022Q3-revenue,2.16606498194947,,,2760,2022-07-31,PIT-2022Q3-revenue-DHPNP-20220731,2.53623188405796,,,2104,eligible_original:date_only_morning_convention,2110,Refinitiv,2022-08-02,2022-08-02,-0.284360189573463,ABNB-2Q22-revenue_usd_m-3Q22-042,data/raw/letters/2Q22_d353427dex991.htm
2022-11-01,2022,2022Q3,2022Q4,1840,1800,1880,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2022-11-02,2022-11-01,109.050003051758,102.644996643066,94.4100036621094,104.980003356934,94.25,-5.87345825717347,-8.02279044305789,-13.4250334524979,-3.64849261012711,-0.491984285579961,275.109985351562,275.079986572266,265.679992675781,278.209991455078,265.609985351562,-0.0109042858835284,-3.41718567519812,-3.42771734138646,-2.01395168597202,6.64533941821122,-5.86255397128994,-4.60560476785977,-9.9973161111114,-1.63454092415509,-7.13732370379118,0.470842628038313,1.77635683940025e-15,0.0442906574394464,3,2021Q4;2022Q1;2022Q2,2022-08-02,eligible_original:date_only_morning_convention,1850,Refinitiv,2022-11-01,2022-11-01,PG-2022Q4-revenue,-0.540540540540535,3.86458430749088,1771.53744201458,1900,2022-10-30,PIT-2022Q4-revenue-DHPNP-20221030,-3.1578947368421,1.13130577308322,1819.4168323393,2884,eligible_original:date_only_morning_convention,2800,Refinitiv,2022-11-01,2022-11-01,3,ABNB-3Q22-revenue_usd_m-4Q22-049,data/raw/letters/3Q22_d408297dex991.htm
2023-02-14,2023,2022Q4,2023Q1,1785,1750,1820,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2023-02-15,2023-02-14,120.870002746582,130,137.009994506836,138.75,129.850006103516,7.55356750720031,5.39230346679687,13.3531822565548,-2.14615455040565,-12.6307678222656,306.75,304.899993896484,309.100006103516,309.269989013672,304.200012207031,-0.603098974251226,1.37750485113397,0.766098159255302,-3.49294657582057,-1.95801946218798,8.15666648145154,4.0147986156629,12.5870840972995,1.34679202541491,-10.6727483600777,0.415619000185054,8.88178419700125e-15,0.031685964762126,4,2021Q4;2022Q1;2022Q2;2022Q3,2022-11-01,eligible_original:date_only_morning_convention,1690,Refinitiv,2023-02-14,2023-02-14,PG-2023Q1-revenue,5.62130177514792,8.96801462132515,1638.09536789585,1680,2023-02-12,PIT-2023Q1-revenue-DHPNP-20230212,6.25,9.6166337559759,1628.40249589647,1902,eligible_original:date_only_morning_convention,1860,Refinitiv,2023-02-14,2023-02-14,2.25806451612902,ABNB-4Q22-revenue_usd_m-1Q23-056,data/raw/letters/4Q22_d451233dex991.htm
2023-05-09,2023,2023Q1,2023Q2,2400,2350,2450,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2023-05-10,2023-05-09,127.069999694824,109.849998474121,113.190002441406,115.51000213623,109.370002746582,-13.5515867333433,3.04051343985408,-10.92311110943,-4.04187061782956,6.09923046946161,321.640014648438,324.119995117188,325.140014648438,326.010009765625,321.600006103516,0.771042269557376,0.314704290576451,1.0881730632383,0.937926876070305,7.62063821397405,-14.3226290029006,2.72580914927762,-12.0112841726683,-4.97979749389986,-1.52140774451244,-0.414464319045239,-1.06581410364015e-14,0.0336956521739131,5,2021Q4;2022Q1;2022Q2;2022Q3;2022Q4,2023-02-14,eligible_original:date_only_morning_convention,2420,Refinitiv,2023-05-09,2023-05-09,PG-2023Q2-revenue,-0.826446280991733,2.51527128997486,2341.11461619348,2430,2023-05-07,PIT-2023Q2-revenue-DHPNP-20230507,-1.23456790123457,2.09339774557167,2350.78864353312,1818,eligible_original:date_only_morning_convention,1790,Refinitiv,2023-05-09,2023-05-09,1.56424581005588,ABNB-1Q23-revenue_usd_m-2Q23-067,data/raw/letters/1Q23_d453262dex991.htm
