quarter,qnum,revenue_musd,next_rev_musd,norm_ratio,unearned_fees_musd,unearned_fees_norm_musd,uf_shortfall_musd,uf_shortfall_pct_of_norm,fcf_drag_in_quarter_musd,fcf_reported_musd,fcf_exrnpl_musd,fcf_reported_yoy_pct,revenue_yoy_pct,fcf_growth_less_revenue_growth_pts,ttm_fcf_reported_yoy_pct,ttm_revenue_yoy_pct,ttm_fcf_growth_less_revenue_growth_pts
1Q21,1Q,887.0,1335.0,0.8798843930494047,946.2,1174.6456647209552,228.44566472095516,19.448049022955697,,598.7,,,,,,,
2Q21,2Q,1335.0,2237.0,0.6969627435665181,1483.9,1559.105657358301,75.20565735830087,4.823640848416068,153.2400073626543,782.0,628.7599926373457,,,,,,
3Q21,3Q,2237.0,1532.0,0.6647759169842055,892.4,1018.4367048198028,126.03670481980282,12.375506914011227,-50.83104746150195,529.2,580.031047461502,,66.65425016762273,,,,
4Q21,4Q,1532.0,1509.0,0.6887337094462198,904.0,1039.2991675543458,135.2991675543458,13.018308084738353,-9.262462734542964,378.1,387.362462734543,,78.3261552787801,,,,
1Q22,1Q,1509.0,2104.0,0.8798843930494047,1747.7,1851.2767629759476,103.57676297594753,5.594882680288535,31.722404578398255,1196.0,1164.2775954216017,99.76616001336227,70.12401352874859,29.642146484613676,,,
2Q22,2Q,2104.0,2884.0,0.6969627435665181,1980.9,2010.0405524458383,29.14055244583824,1.4497494794510344,74.43621053010929,796.0,721.5637894698907,1.7902813299232712,57.602996254681635,-55.81271492475837,,66.88520142876521,
3Q22,3Q,2884.0,1902.0,0.6647759169842055,1220.3,1264.4037941039587,44.10379410395876,3.4881099146980707,-14.963241658120523,958.0,972.9632416581205,81.02796674225243,28.92266428252124,52.10530245973119,,50.974972264530564,
4Q22,4Q,1902.0,1818.0,0.6887337094462198,1182.0,1252.1178837732275,70.1178837732275,5.599942679672375,-26.014089669268742,455.0,481.01408966926874,20.338534779158945,24.151436031331585,-3.81290125217264,48.81993006993006,40.19362376898681,8.626306300943249
1Q23,1Q,1818.0,2484.0,0.8798843930494047,2172.0,2185.632832334721,13.632832334721115,0.6237475999186171,56.48505143850639,1581.0,1524.5149485614936,32.190635451505024,20.477137176938378,11.713498274566646,31.355491629986474,31.680024194767874,-0.3245325647813999
2Q23,2Q,2484.0,3397.0,0.6969627435665181,2347.0,2367.582439895462,20.582439895461903,0.8693441693363252,-6.9496075607407874,900.0,906.9496075607408,13.065326633165819,18.060836501901136,-4.995509868735317,34.30828130928154,23.11026821999458,11.19801308928696
3Q23,3Q,3397.0,2218.0,0.6647759169842055,1467.0,1474.4729838709677,7.47298387096771,0.5068240620691953,13.109456024494193,1310.0,1296.8905439755058,36.74321503131524,17.787794729542306,18.955420301772932,27.5803010726841,19.579026030638925,8.001275042045176
4Q23,4Q,2218.0,2142.0,0.6887337094462198,1427.0,1475.2676056338028,48.26760563380276,3.2717864507752195,-40.79462176283505,46.0,86.79462176283505,-89.8901098901099,16.61409043112514,-106.50420032123503,12.687224669603525,18.073580188117646,-5.3863555185141205
1Q24,1Q,2142.0,2748.0,0.8798843930494047,2434.0,2417.922312099764,-16.077687900236015,-0.6649381504021062,64.34529353403877,1909.0,1844.6547064659612,20.746363061353577,17.821782178217816,2.9245808831357607,9.894459102902363,17.604501607717047,-7.710042504814684
2Q24,2Q,2748.0,3732.0,0.6969627435665181,2621.0,2601.0649589902455,-19.935041009754514,-0.7664184218410853,3.857353109518499,1043.0,1039.1426468904815,15.888888888888886,10.6280193236715,5.260869565217385,10.631741140215723,15.591989436619723,-4.960248296404
3Q24,3Q,3732.0,2480.0,0.6647759169842055,1657.0,1648.6442741208296,-8.35572587917045,-0.506824062069199,-11.579315130584064,1074.0,1085.579315130584,-18.015267175572514,9.861642625846345,-27.87690980141886,-4.097974564295804,12.904905738985528,-17.00288030328133
4Q24,4Q,2480.0,2272.0,0.6887337094462198,1616.0,1564.8029878618115,-51.197012138188484,-3.271786450775215,42.841286259018034,458.0,415.15871374098197,895.6521739130435,11.812443642921554,883.8397302701219,16.862131873859788,11.949178178884745,4.912953694975043
1Q25,1Q,2272.0,3096.0,0.8798843930494047,2723.0,2724.122080880957,1.122080880957128,0.0411905504834885,-52.31909301914561,1781.0,1833.3190930191456,-6.705081194342588,6.069094304388423,-12.774175498731012,4.585834333733496,9.676789376037487,-5.090955042303991
2Q25,2Q,3096.0,4095.0,0.6969627435665181,2857.0,2854.0624349048917,-2.9375650951083117,-0.10292574749529622,4.05964597606544,962.0,957.9403540239346,-7.766059443911788,12.66375545851528,-20.42981490242707,-0.7660167130919215,10.233222275107101,-10.999238988199023
3Q25,3Q,4095.0,2778.0,0.6647759169842055,1820.0,1846.7474973821227,26.747497382122674,1.448357039608224,-29.685062477230986,1349.0,1378.685062477231,25.605214152700185,9.726688102893899,15.878526049806286,11.738703339882118,10.175276752767527,1.5634265871145914
4Q25,4Q,2778.0,2678.0,0.6887337094462198,1743.0,1844.4288738969767,101.42887389697671,5.499202237203871,-74.68137651485404,521.0,595.681376514854,13.755458515283836,12.01612903225806,1.7393294830257755,2.8768956289027647,10.259412718429118,-7.382517089526353
1Q26,1Q,2678.0,3608.0,0.8798843930494047,2733.0,3174.622890122252,441.6228901222521,13.911034645921223,-340.1940162252754,1704.0,2044.1940162252754,-4.323413812464905,17.869718309859152,-22.19313212232406,4.132231404958686,12.597934472934469,-8.465703067975783
2Q26,2Q,3608.0,4730.0,0.6969627435665181,2831.0,3296.6337770696305,465.63377706963047,14.12452242370492,-24.010886947378367,1253.0,1277.0108869473784,30.249480249480243,16.53746770025839,13.712012549221853,12.912280701754387,13.635578583765117,-0.7232978820107299
