kernel_w,lambda_convention,quarter,printed_musd,kernel_musd,err_pct,status,source
0.33,fixed@2/3,2026Q1,2678.0,2802.1476218491343,4.635833526853417,derived,printed 1H26 revenue vs the kernel at this w
0.33,fixed@2/3,2026Q2,3608.0,3195.814829381623,-11.424200959489383,derived,printed 1H26 revenue vs the kernel at this w
0.33,refit,2026Q1,2678.0,2673.37192741662,-0.17281824433831305,derived,printed 1H26 revenue vs the kernel at this w
0.33,refit,2026Q2,3608.0,3619.027779500973,0.3056479906034637,derived,printed 1H26 revenue vs the kernel at this w
0.5,fixed@2/3,2026Q1,2678.0,2748.1991398882788,2.621327105611604,derived,printed 1H26 revenue vs the kernel at this w
0.5,fixed@2/3,2026Q2,3608.0,3400.9701239557266,-5.738078604331298,derived,printed 1H26 revenue vs the kernel at this w
0.5,refit,2026Q1,2678.0,2684.1652129693707,0.2302170638301293,derived,printed 1H26 revenue vs the kernel at this w
0.5,refit,2026Q2,3608.0,3609.862755659722,0.0516284828082636,derived,printed 1H26 revenue vs the kernel at this w
0.6666666666666666,fixed@2/3,2026Q1,2678.0,2695.3084712992054,0.646320810276535,derived,printed 1H26 revenue vs the kernel at this w
0.6666666666666666,fixed@2/3,2026Q2,3608.0,3602.102765695043,-0.1634488443724158,derived,printed 1H26 revenue vs the kernel at this w
0.6666666666666666,refit,2026Q1,2678.0,2695.3084712992054,0.646320810276535,derived,printed 1H26 revenue vs the kernel at this w
0.6666666666666666,refit,2026Q2,3608.0,3602.102765695043,-0.1634488443724158,derived,printed 1H26 revenue vs the kernel at this w
