quarter,vintage_date,actual,street,street_err,m5_point,m5_err,d_abs,disp,disp_raw_ratio,b_pt
2023Q1,2023-02-14,14.411441144114413,13.412775343905574,-0.9986658002088387,18.160093858035687,3.748652713921274,2.7499869137124353,0.1890901442061883,0.9878098506403445,4.805903191846771
2023Q2,2023-05-09,32.971014492753625,34.65743460660639,1.686420113852762,36.58750988171909,3.616495388965468,1.930075275112706,0.0540299122874343,0.337023005438704,3.860150550225414
2023Q3,2023-08-03,53.98881365911098,51.25115198797289,-2.737661671138092,52.62252391242952,-1.36628974668146,-1.3713719244566318,0.0491184817076349,0.3592471852083734,2.742743848913248
2023Q4,2023-11-01,33.27321911632101,29.518654021988883,-3.7545650943321256,30.821621979240213,-2.451597137080796,-1.3029679572513295,0.0511732195515564,0.4282594736669528,2.6059359145026564
2024Q1,2024-02-13,19.79458450046685,15.7313419717546,-4.06324252871225,19.821586598343224,0.0270020978763732,-4.036240430835877,0.2116425208704788,1.5414474060866148,2.6535090399047885
2024Q2,2024-05-08,32.532751091703055,33.45685652561631,0.9241054339132546,34.85266267143532,2.319911579732264,1.3958061458190092,0.0629912306443469,0.5104066184386278,2.734694448298669
2024Q3,2024-08-06,52.46516613076098,52.44999321806146,-0.015172912699519259,53.501692650167136,1.0365265194061593,1.02135360670664,0.0281180161949838,0.2650494389138495,2.1033988642113504
2024Q4,2024-11-07,30.846774193548388,29.934987030644805,-0.9117871629035825,30.799121780178687,-0.0476524133697005,-0.864134749533882,0.0375260778665433,0.39965337366788284,1.7282694990677612
2025Q1,2025-02-13,18.35387323943662,16.40922403505727,-1.944649204379349,19.39420701779057,1.0403337783539506,-0.9043154260253985,0.2256976294449453,1.930692984923092,1.5460681765786837
2025Q2,2025-05-01,33.68863049095607,31.194649586882434,-2.493980904073638,31.96155945762833,-1.7270710333277428,-0.766909870745895,0.0403113735108598,0.3885961856737737,1.533819741491781
2025Q3,2025-08-06,50.085470085470085,49.50517529584093,-0.580294789629157,50.30262259494344,0.2171525094733581,-0.36314228015579897,0.0248723134567004,0.2752826259930516,1.5948945982050111
2025Q4,2025-11-06,28.29373650107992,27.98961055592747,-0.3041259451524496,28.69395555672813,0.4002190556482183,0.09609311049576869,0.0413067455494608,0.5030304338640704,1.4002035530736865
2026Q1,2026-02-12,19.38013442867812,18.53076986670196,-0.8493645619761594,19.230725385032784,-0.1494090436453348,-0.6999555183308246,0.0440202025173487,0.5809376631147789,1.2048719901855114
2026Q2,2026-05-07,34.950110864745014,33.925055026742484,-1.0250558380025296,34.48104747888085,-0.4690633858641604,-0.5559924521383692,0.019770803996673,0.29721543408401907,1.1119849042767451
