spec_id,target,window,floor,n,mae,mae_street,k_better,max_abs_diff_vs_registered
rw_hl4,adj_ebitda_margin_pct,W1,0.0,14,1.3257824515913865,1.5920779972124077,9,
rw_hl4,adj_ebitda_margin_pct,W1,0.3,14,1.3279965208016105,1.5920779972124077,9,
rw_hl4,adj_ebitda_margin_pct,W1,0.5,14,1.3298126002390191,1.5920779972124077,9,7.105427357601002e-15
rw_hl4,adj_ebitda_margin_pct,W1,0.7,14,1.3879528554752731,1.5920779972124077,9,
rw_hl4,adj_ebitda_margin_pct,W1,1.0,14,1.5465456095001073,1.5920779972124077,8,
rw_hl4,adj_ebitda_margin_pct,W2,0.0,10,0.7434034939776701,1.3111779281441889,7,
rw_hl4,adj_ebitda_margin_pct,W2,0.3,10,0.7465031908719837,1.3111779281441889,7,
rw_hl4,adj_ebitda_margin_pct,W2,0.5,10,0.7434341416697261,1.3111779281441889,7,7.105427357601002e-15
rw_hl4,adj_ebitda_margin_pct,W2,0.7,10,0.854601083264291,1.3111779281441889,7,
rw_hl4,adj_ebitda_margin_pct,W2,1.0,10,1.1144119119680767,1.3111779281441889,6,
rw_hl4,adj_ebitda_musd,W1,0.0,14,50.67328542835157,65.27667000000001,11,
rw_hl4,adj_ebitda_musd,W1,0.3,14,50.91224563082043,65.27667000000001,11,
rw_hl4,adj_ebitda_musd,W1,0.5,14,52.895225404282556,65.27667000000001,11,4.547473508864641e-13
rw_hl4,adj_ebitda_musd,W1,0.7,14,54.31195174923433,65.27667000000001,10,
rw_hl4,adj_ebitda_musd,W1,1.0,14,59.9910805238102,65.27667000000001,10,
rw_hl4,adj_ebitda_musd,W2,0.0,10,46.19462593354503,58.117728,8,
rw_hl4,adj_ebitda_musd,W2,0.3,10,46.529170217001436,58.117728,8,
rw_hl4,adj_ebitda_musd,W2,0.5,10,50.28396478887024,58.117728,8,4.547473508864641e-13
rw_hl4,adj_ebitda_musd,W2,0.7,10,54.68766644074676,58.117728,7,
rw_hl4,adj_ebitda_musd,W2,1.0,10,66.3114433030278,58.117728,7,
rw_hl4_med,adj_ebitda_margin_pct,W1,0.0,14,1.2098100422717528,1.5920779972124077,9,
rw_hl4_med,adj_ebitda_margin_pct,W1,0.3,14,1.2138987127114702,1.5920779972124077,9,
rw_hl4_med,adj_ebitda_margin_pct,W1,0.5,14,1.2232269750553413,1.5920779972124077,9,3.552713678800501e-15
rw_hl4_med,adj_ebitda_margin_pct,W1,0.7,14,1.303699991853792,1.5920779972124077,9,
rw_hl4_med,adj_ebitda_margin_pct,W1,1.0,14,1.467256726127939,1.5920779972124077,7,
rw_hl4_med,adj_ebitda_margin_pct,W2,0.0,10,0.7595751445978436,1.3111779281441889,7,
rw_hl4_med,adj_ebitda_margin_pct,W2,0.3,10,0.765299283213448,1.3111779281441889,7,
rw_hl4_med,adj_ebitda_margin_pct,W2,0.5,10,0.7869452728492956,1.3111779281441889,7,3.552713678800501e-15
rw_hl4_med,adj_ebitda_margin_pct,W2,0.7,10,0.9395215754584243,1.3111779281441889,7,
rw_hl4_med,adj_ebitda_margin_pct,W2,1.0,10,1.1649569737698655,1.3111779281441889,5,
rw_hl4_med,adj_ebitda_musd,W1,0.0,14,49.46464745811444,65.27667000000001,11,
rw_hl4_med,adj_ebitda_musd,W1,0.3,14,49.71144781319065,65.27667000000001,11,
rw_hl4_med,adj_ebitda_musd,W1,0.5,14,50.95353647570858,65.27667000000001,11,1.7053025658242404e-13
rw_hl4_med,adj_ebitda_musd,W1,0.7,14,51.38210059810576,65.27667000000001,10,
rw_hl4_med,adj_ebitda_musd,W1,1.0,14,56.59058316654983,65.27667000000001,10,
rw_hl4_med,adj_ebitda_musd,W2,0.0,10,45.150671811068676,58.117728,8,
rw_hl4_med,adj_ebitda_musd,W2,0.3,10,45.49619230817537,58.117728,8,
rw_hl4_med,adj_ebitda_musd,W2,0.5,10,48.76256124357985,58.117728,8,1.7053025658242404e-13
rw_hl4_med,adj_ebitda_musd,W2,0.7,10,52.4534859335799,58.117728,7,
rw_hl4_med,adj_ebitda_musd,W2,1.0,10,64.41841399328882,58.117728,7,
