vintage_date,quarter,horizon_q,adj_ebitda_margin_pct,adj_ebitda_musd,revenue_musd,as_of,n_est,role,print_date,act_adj_ebitda_musd,act_adj_ebitda_margin_pct,act_revenue_musd,s_usd,s_pt,s_pct,rev_surp_usd
2021-02-25,2021Q1,0,-68.0982955158405,-402.92392,591.67989,2021-02-24,24.0,guided_q_pre_guide,2021-05-13,-58.6,-6.607015613302425,886.936,344.32392,61.49127990253808,,295.25611000000004
2021-02-25,2021Q2,1,-18.8233712629278,-173.59175,922.21392,2021-02-24,24.0,next_q_pre_guide,2021-08-12,218.0,16.327190914292736,1335.196,391.59175,35.150562177220536,,412.9820799999999
2021-05-13,2021Q2,0,-16.499412668605842,-163.52311,991.08443,2021-05-12,27.0,guided_q_pre_guide,2021-08-12,218.0,16.327190914292736,1335.196,381.52311,32.82660358289858,,344.1115699999999
2021-05-13,2021Q3,1,27.87191374972252,483.25277,1733.83419,2021-05-12,26.0,next_q_pre_guide,2021-11-04,1101.0,49.20819940002647,2237.432,617.74723,21.336285650303953,1.278310789610166,503.59780999999975
2021-08-12,2021Q3,0,31.820501361959607,620.09179,1948.71785,2021-08-11,28.0,guided_q_pre_guide,2021-11-04,1101.0,49.20819940002647,2237.432,480.90821000000005,17.387698038066866,0.7755435852488872,288.7141499999998
2021-08-12,2021Q4,1,14.773774744326502,212.61157,1439.11474,2021-08-11,28.0,next_q_pre_guide,2022-02-15,333.0,21.730108141547184,1532.436,120.38843,6.956333397220682,0.5662364940910789,93.32125999999994
2021-11-04,2021Q4,0,15.87901530067202,228.2091,1437.17413,2021-11-03,29.0,guided_q_pre_guide,2022-02-15,333.0,21.730108141547184,1532.436,104.7909,5.851092840875165,0.45918808671520983,95.26186999999982
2021-11-04,2022Q1,1,-1.544409684932732,-19.16963,1241.227,2021-11-03,16.0,next_q_pre_guide,2022-05-03,229.0,15.176246589486508,1508.937,248.16963,16.72065627441924,,267.7099999999998
2022-02-15,2022Q1,0,-0.6719361186634455,-8.31322,1237.20392,2022-02-14,20.0,guided_q_pre_guide,2022-05-03,229.0,15.176246589486508,1508.937,237.31322,15.848182708149954,,271.73308
2022-02-15,2022Q2,1,21.336352332222795,392.0161,1837.31546,2022-02-14,20.0,next_q_pre_guide,2022-08-02,711.0,33.79105720383992,2104.107,318.9839,12.454704871617125,0.8137010189122336,266.79153999999994
2022-05-03,2022Q2,0,24.62730472854943,483.9639,1965.15171,2022-05-02,30.0,guided_q_pre_guide,2022-08-02,711.0,33.79105720383992,2104.107,227.03609999999998,9.16375247529049,0.46911784122741373,138.95528999999988
2022-05-03,2022Q3,1,44.7682748304206,1193.9283,2666.9071,2022-05-02,30.0,next_q_pre_guide,2022-11-01,1457.0,50.512929853938935,2884.41,263.07169999999996,5.744655023518334,0.22034128850116041,217.50289999999995
2022-08-02,2022Q3,0,45.42118444406183,1258.31535,2770.32703,2022-08-01,30.0,guided_q_pre_guide,2022-11-01,1457.0,50.512929853938935,2884.41,198.68464999999992,5.091745409877106,0.15789734266533428,114.08296999999993
2022-08-02,2022Q4,1,20.660570653663545,388.19828,1878.933,2022-08-01,30.0,next_q_pre_guide,2023-02-14,506.0,26.603575184016822,1902.0,117.80171999999999,5.943004530353278,0.3034576041913426,23.067000000000007
2022-11-01,2022Q4,0,22.073472767976654,409.04014,1853.08467,2022-10-31,30.0,guided_q_pre_guide,2023-02-14,506.0,26.603575184016822,1902.0,96.95985999999999,4.530102416040169,0.2370424086007794,48.91533000000004
2022-11-01,2023Q1,1,12.31819658298581,208.6988,1694.23177,2022-10-31,16.0,next_q_pre_guide,2023-05-09,262.0,14.411441144114413,1818.0,53.301199999999994,2.0932445611286035,0.2553977310842228,123.7682299999999
2023-02-14,2023Q1,0,13.412775343905574,226.39181,1687.88192,2023-02-13,23.0,guided_q_pre_guide,2023-05-09,262.0,14.411441144114413,1818.0,35.60819000000001,0.9986658002088387,0.15728568096169204,130.11807999999996
2023-02-14,2023Q2,1,33.615475329807765,786.379,2339.33625,2023-02-13,23.0,next_q_pre_guide,2023-08-03,819.0,32.971014492753625,2484.0,32.62099999999998,-0.6444608370541403,0.04148254213299185,144.66375000000016
2023-05-09,2023Q2,0,34.65743460660639,838.41465,2419.14804,2023-05-08,27.0,guided_q_pre_guide,2023-08-03,819.0,32.971014492753625,2484.0,-19.41465000000005,-1.686420113852762,-0.023156382107588525,64.85195999999996
2023-05-09,2023Q3,1,51.16045797814665,1673.56569,3271.20936,2023-05-08,27.0,next_q_pre_guide,2023-11-01,1834.0,53.98881365911098,3397.0,160.4343100000001,2.8283556809643287,0.09586376618416459,125.79064000000017
2023-08-03,2023Q3,0,51.25115198797289,1650.87045,3221.13823,2023-08-02,30.0,guided_q_pre_guide,2023-11-01,1834.0,53.98881365911098,3397.0,183.1295500000001,2.737661671138092,0.11092908592554918,175.86176999999998
2023-08-03,2023Q4,1,28.92945974033961,608.52669,2103.48446,2023-08-02,30.0,next_q_pre_guide,2024-02-13,738.0,33.27321911632101,2218.0,129.47330999999997,4.343759375981399,0.21276521166228535,114.51553999999987
2023-11-01,2023Q4,0,29.518654021988883,643.45629,2179.82937,2023-10-31,29.0,guided_q_pre_guide,2024-02-13,738.0,33.27321911632101,2218.0,94.54371000000003,3.7545650943321256,0.14693105261275785,38.170630000000074
2023-11-01,2024Q1,1,15.212387230834388,315.71333,2075.37006,2023-10-31,15.0,next_q_pre_guide,2024-05-08,424.0,19.79458450046685,2142.0,108.28667000000002,4.582197269632463,0.3429904907721193,66.6299399999998
2024-02-13,2024Q1,0,15.7313419717546,319.30748,2029.7536,2024-02-12,25.0,guided_q_pre_guide,2024-05-08,424.0,19.79458450046685,2142.0,104.69252,4.06324252871225,0.3278736846377668,112.2464
2024-02-13,2024Q2,1,34.8633663605159,966.6502,2772.68176,2024-02-12,25.0,next_q_pre_guide,2024-08-06,894.0,32.532751091703055,2748.0,-72.65020000000004,-2.330615268812842,-0.07515665956516637,-24.68175999999994
2024-05-08,2024Q2,0,33.45685652561631,917.78807,2743.19875,2024-05-07,32.0,guided_q_pre_guide,2024-08-06,894.0,32.532751091703055,2748.0,-23.788069999999948,-0.9241054339132546,-0.025918913938377863,4.801249999999982
2024-05-08,2024Q3,1,52.888839202705256,2016.36668,3812.46159,2024-05-07,32.0,next_q_pre_guide,2024-11-07,1958.0,52.46516613076098,3732.0,-58.36668000000009,-0.42367307194427895,-0.028946461265666246,-80.46158999999989
2024-08-06,2024Q3,0,52.44999321806146,2012.40584,3836.80858,2024-08-05,32.0,guided_q_pre_guide,2024-11-07,1958.0,52.46516613076098,3732.0,-54.4058399999999,0.015172912699519259,-0.027035222676555115,-104.80857999999989
2024-08-06,2024Q4,1,31.40268632719389,782.82061,2492.846,2024-08-05,32.0,next_q_pre_guide,2025-02-13,765.0,30.846774193548388,2480.0,-17.820609999999988,-0.5559121336455028,-0.02276461525457285,-12.846000000000004
2024-11-07,2024Q4,0,29.934987030644805,725.52906,2423.68256,2024-11-06,34.0,guided_q_pre_guide,2025-02-13,765.0,30.846774193548388,2480.0,39.47094000000004,0.9117871629035825,0.05440297594695931,56.317439999999806
2024-11-07,2025Q1,1,18.68422233874973,437.35165,2340.75383,2024-11-06,17.0,next_q_pre_guide,2025-05-01,417.0,18.35387323943662,2272.0,-20.351650000000006,-0.33034909931311063,-0.0465338361019102,-68.75383000000011
2025-02-13,2025Q1,0,16.40922403505727,375.90479,2290.81393,2025-02-12,29.0,guided_q_pre_guide,2025-05-01,417.0,18.35387323943662,2272.0,41.09521000000001,1.944649204379349,0.10932345395226273,-18.8139299999998
2025-02-13,2025Q2,1,32.17864298515607,986.36758,3065.28644,2025-02-12,26.0,next_q_pre_guide,2025-08-06,1043.0,33.68863049095607,3096.0,56.632420000000025,1.5099875058000052,0.05741512712735353,30.713560000000143
2025-05-01,2025Q2,0,31.194649586882434,947.84813,3038.49584,2025-04-30,32.0,guided_q_pre_guide,2025-08-06,1043.0,33.68863049095607,3096.0,95.15187000000003,2.493980904073638,0.10038725296635875,57.504159999999956
2025-05-01,2025Q3,1,50.32366320226521,2059.58119,4092.66945,2025-04-30,32.0,next_q_pre_guide,2025-11-06,2051.0,50.085470085470085,4095.0,-8.581189999999879,-0.23819311679512367,-0.004166473281881133,2.3305500000001302
2025-08-06,2025Q3,0,49.50517529584093,2002.87159,4045.78224,2025-08-05,32.0,guided_q_pre_guide,2025-11-06,2051.0,50.085470085470085,4095.0,48.12841000000003,0.580294789629157,0.02402970327219034,49.21776
2025-08-06,2025Q4,1,30.130261574787,816.80588,2710.91533,2025-08-05,32.0,next_q_pre_guide,2026-02-12,786.0,28.293736501079916,2778.0,-30.805880000000002,-1.836525073707083,-0.037715056605616026,67.08467000000019
2025-11-06,2025Q4,0,27.98961055592747,747.64762,2671.16121,2025-11-05,34.0,guided_q_pre_guide,2026-02-12,786.0,28.293736501079916,2778.0,38.35238000000004,0.30412594515244606,0.05129740130785154,106.83878999999979
2025-11-06,2026Q1,1,18.48845556222224,464.12047,2510.3258,2025-11-05,17.0,next_q_pre_guide,2026-05-07,519.0,19.38013442867812,2678.0,54.87952999999999,0.8916788664558801,0.11824414898140567,167.67419999999993
2026-02-12,2026Q1,0,18.53076986670196,469.75136,2534.98027,2026-02-11,27.0,guided_q_pre_guide,2026-05-07,519.0,19.38013442867812,2678.0,49.24864000000002,0.8493645619761594,0.10483980291190642,143.01972999999998
2026-02-12,2026Q2,1,34.13041199273571,1160.4548,3400.06092,2026-02-11,27.0,next_q_pre_guide,2026-08-06,1261.0,34.950110864745014,3608.0,100.54520000000002,0.8196988720093046,0.08664292654914263,207.9390800000001
2026-05-07,2026Q2,0,33.925055026742484,1174.1566,3461.03079,2026-05-06,35.0,guided_q_pre_guide,2026-08-06,1261.0,34.950110864745014,3608.0,86.84339999999997,1.0250558380025296,0.07396236583774263,146.9692100000002
