period,target,object,spec_id,scenario,point,street,surprise,sd,p_beat_street
3Q26,adj_ebitda_margin_pct,dispersion_conditioned,rw_hl4,base,50.30421720561177,49.775747309501824,0.5284698961099465,1.3051343719396196,0.6572304015693142
3Q26,adj_ebitda_margin_pct,dispersion_conditioned,rw_hl4_med,base,50.11777344483114,49.775747309501824,0.3420261353293128,1.3483339056889891,0.6001231029809355
3Q26,adj_ebitda_margin_pct,street_plus_bias,rw_hl4,base,50.83268710172173,49.775747309501824,1.0569397922199073,1.4431363281595164,0.7680349684731285
3Q26,adj_ebitda_margin_pct,street_plus_bias,rw_hl4_med,base,50.45979958016046,49.775747309501824,0.6840522706586327,1.6779691763704705,0.6582408307684373
3Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4,base,50.0649582567483,49.775747309501824,0.2892109472464739,1.406593064248147,0.581452591356373
3Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4,bear,50.10308474248649,49.775747309501824,0.3273374329846632,1.406593064248147,0.5920092271088817
3Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4,bull,50.00889888587285,49.775747309501824,0.23315157637102857,1.406593064248147,0.5658256071466863
3Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4_med,base,50.02537279230161,49.775747309501824,0.2496254827997859,1.3445613127487386,0.5736426179715151
3Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4_med,bear,50.06309105657989,49.775747309501824,0.28734374707806865,1.3445613127487386,0.5846126828528191
3Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4_med,bull,49.969913650840894,49.775747309501824,0.19416634133906996,1.3445613127487386,0.5574111234850392
3Q26,adj_ebitda_musd,dispersion_conditioned,rw_hl4,base,2435.8260685007235,2361.52179,74.30427850072374,164.1143851010353,0.6746388849912224
3Q26,adj_ebitda_musd,dispersion_conditioned,rw_hl4_med,base,2426.8968767422493,2361.52179,65.37508674224955,158.227217899508,0.6602597705052017
3Q26,adj_ebitda_musd,street_plus_bias,rw_hl4,base,2510.1303470014477,2361.52179,148.60855700144793,217.78324962034213,0.7524972008668129
3Q26,adj_ebitda_musd,street_plus_bias,rw_hl4_med,base,2492.2719634845,2361.52179,130.7501734845,218.70555129043805,0.7250255018286684
3Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4,base,2405.138367714369,2361.52179,43.616577714369214,125.87592959270572,0.6355182035157243
3Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4,bear,2382.401679505233,2361.52179,20.879889505233223,125.87592959270572,0.565873025723455
3Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4,bull,2439.4340876528777,2361.52179,77.9122976528779,125.87592959270572,0.7320289910096656
3Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4_med,base,2403.236667949511,2361.52179,41.71487794951099,113.26139420066993,0.6436775489559821
3Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4_med,bear,2380.499979740374,2361.52179,18.97818974037409,113.26139420066993,0.5665356631009852
3Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4_med,bull,2437.532387888019,2361.52179,76.01059788801922,113.26139420066993,0.748924050584062
4Q26,adj_ebitda_margin_pct,dispersion_conditioned,rw_hl4,base,29.279337157319897,28.897437484563262,0.38189967275663506,1.8900404143423024,0.5800646993305765
4Q26,adj_ebitda_margin_pct,dispersion_conditioned,rw_hl4_med,base,29.294124937518895,28.897437484563262,0.3966874529556321,2.0941292036021,0.5751214491753806
4Q26,adj_ebitda_margin_pct,street_plus_bias,rw_hl4,base,29.489477382275016,28.897437484563262,0.5920398977117536,2.076699420912696,0.6122112349565654
4Q26,adj_ebitda_margin_pct,street_plus_bias,rw_hl4_med,base,29.51240213581881,28.897437484563262,0.6149646512555478,2.4830789551187427,0.5978020868968628
4Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4,base,28.966232839296595,28.897437484563262,0.0687953547333322,1.9874055360781424,0.513806893028492
4Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4,bear,28.558066946459927,28.897437484563262,-0.33937053810333495,1.9874055360781424,0.4322060099911562
4Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4,bull,29.328701204800836,28.897437484563262,0.431263720237574,1.9874055360781424,0.5858951842256424
4Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4_med,base,28.78673338520171,28.897437484563262,-0.11070409936155201,2.0001322868881357,0.477930456287015
4Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4_med,bear,28.375447272723783,28.897437484563262,-0.5219902118394799,2.0001322868881357,0.3970547966482014
4Q26,adj_ebitda_margin_pct,street_plus_flowthrough,rw_hl4_med,bull,29.151972636106304,28.897437484563262,0.25453515154304185,2.0001322868881357,0.5506323578547228
4Q26,adj_ebitda_musd,dispersion_conditioned,rw_hl4,base,941.888513107916,913.68388,28.204633107915924,97.59755701224913,0.6137051521441388
4Q26,adj_ebitda_musd,dispersion_conditioned,rw_hl4_med,base,939.0153344871162,913.68388,25.33145448711616,100.33980943626491,0.5996559503110759
4Q26,adj_ebitda_musd,street_plus_bias,rw_hl4,base,957.4081073073352,913.68388,43.72422730733513,105.5561363041566,0.6606461539343089
4Q26,adj_ebitda_musd,street_plus_bias,rw_hl4_med,base,952.9539626769212,913.68388,39.270082676921106,112.33463852248046,0.6366735055109088
4Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4,base,920.5781052318464,913.68388,6.894225231846349,82.58616066586733,0.533264735475145
4Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4,bear,892.0988943382014,913.68388,-21.58498566179867,82.58616066586733,0.39690620518982755
4Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4,bull,946.7118804944072,913.68388,33.02800049440714,82.58616066586733,0.655392917756067
4Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4_med,base,914.8734190802996,913.68388,1.1895390802995962,80.35257604800206,0.5059057235420188
4Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4_med,bear,886.3942081866545,913.68388,-27.289671813345535,80.35257604800206,0.3670698110268509
4Q26,adj_ebitda_musd,street_plus_flowthrough,rw_hl4_med,bull,941.0071943428602,913.68388,27.323314342860158,80.35257604800206,0.633087848880285
