quarter,adr_usd,nights_m,gbv_busd,adr_yoy_reported_pp,fx_effect_pp,adr_exfx_yoy_pp,identity_check_pp,geo_mix_pp,unit_size_pp,los_mix_pp,new_business_pp,interaction_pp,components_sum_pp,residual_pricing_pp,within_region_exfx_pp,blended_exfx_reconstructed_pp,geo_recon_gap_pp,booked_capacity_yoy_pct,los_tier,fx_basis,term_fill_2026
1Q23,168.43,121.1,20.4,0.2141964657583317,-2.8,3.0,0.014196465758331528,-1.351797894609108,0.4620912842772667,0.4626252943505493,,-0.0494786368971566,-0.4765599528784487,3.4765599528784485,4.0576063441838395,2.7058084495747314,-0.29419155042526857,0.7807862562168699,A_disclosed,disclosed (letter),
2Q23,166.01,115.1,19.1,1.3863442042262086,-0.6,2.0,-0.01365579577379128,-0.9030804532740522,0.3621440282039081,0.1183751453729842,,-0.0494786368971566,-0.47203991659431643,2.4720399165943165,1.9874746643921304,1.0843942111180782,-0.9156057888819218,0.6119074079375286,A_disclosed,disclosed (letter),
3Q23,161.38,113.2,18.3,3.1577601636410213,2.7,0.5,-0.04223983635897888,-1.167207984169072,0.4098973686879872,0.3015954388247532,,-0.0494786368971566,-0.5051938135534881,1.0051938135534881,1.368175180386122,0.20096719621705006,-0.29903280378294994,0.6925952573020311,B_solved,disclosed (letter),
4Q23,156.73,98.8,15.5,2.565277141548328,2.1,0.5,-0.03472285845167189,-0.939076865441546,0.2906539573280417,0.3639387380400816,,-0.0494786368971566,-0.33396280697057923,0.8339628069705792,1.769817707843968,0.8307408424024221,0.3307408424024221,0.491112087413037,B_solved,disclosed (letter),
1Q24,172.88,132.6,22.9,2.642047141245607,0.6,2.0,0.042047141245606934,-1.325072509344749,0.9633505413705318,0.2125302124850181,,-0.1065834527970392,-0.2557752082862384,2.2557752082862383,3.1430418186428444,1.8179693092980953,-0.1820306907019047,1.627753840450863,B_solved,disclosed (letter),
2Q24,169.53,125.1,21.2,2.120354195530405,-0.9,3.0,0.02035419553040496,-1.1316446175229533,0.7721595803184097,0.2316928734386047,,-0.1065834527970392,-0.23437561656297812,3.234375616562978,3.8072070615121634,2.67556244398921,-0.32443755601078994,1.3047023573745875,B_solved,disclosed (letter),
3Q24,163.64,122.8,20.1,1.40042136572065,-0.6,2.0,0.000421365720649991,-1.1196157663853512,0.8903157468661863,0.2526948668717388,,-0.1065834527970392,-0.08318860544446528,2.0831886054444655,3.4243671172353496,2.3047513508499984,0.3047513508499984,1.5043484317905254,C_alos_only,disclosed (letter),
4Q24,158.13,111.0,17.6,0.8932559178204569,-1.1,2.0,-0.006744082179543032,-1.791887454358232,0.7066747659259102,0.4315510396297295,,-0.1065834527970392,-0.7602451015996313,2.760245101599631,4.282162082808738,2.490274628450506,0.4902746284505062,1.1940539967405073,C_alos_only,disclosed (letter),
1Q25,171.34,143.1,24.5,-0.8907913003239232,-1.9,1.0,0.009208699676076737,-1.8943503003307605,0.6690991824547088,0.2787347156817832,-0.1765366347734276,-0.1083206075608631,-1.2313736445285592,2.231373644528559,3.2920833543422123,1.3977330540114519,0.39773305401145187,1.1305632966518209,C_alos_only,disclosed (letter),
2Q25,174.48,134.4,23.5,2.9198371969562764,1.9,1.0,0.019837196956276504,-1.7015904262112747,0.7324103132323075,0.3484146139979049,-0.1765366347734276,-0.1083206075608631,-0.905622741315353,1.905622741315353,2.914830771949828,1.2132403457385532,0.21324034573855322,1.237538828237561,C_alos_only,disclosed (letter),
3Q25,171.29,133.6,22.9,4.674896113419713,2.7,2.0,-0.02510388658028706,-1.5932340599689843,0.7481509563315145,0.3076491557727268,-0.1765366347734276,-0.1083206075608631,-0.8222911901990337,2.8222911901990337,4.313521306162893,2.7202872461939087,0.7202872461939087,1.2641354731301346,C_alos_only,disclosed (letter),
4Q25,167.51,121.9,20.4,5.931828242585202,2.9,3.0,0.03182824258520167,-1.4573971577665379,0.8224227396698655,0.2210184783094426,-0.1765366347734276,-0.1083206075608631,-0.6988131821215205,3.6988131821215204,4.107410292504943,2.650013134738405,-0.34998686526159517,1.3896309966953568,C_alos_only,disclosed (letter),
1Q26,186.82,156.2,29.2,9.0346679117544,5.0,4.0,0.03466791175440065,-1.0430677435334657,0.9450489445563696,0.3,-0.4825701517057523,-0.1,-0.38058895068284837,4.380588950682848,4.7100234026505206,3.666955659117055,-0.3330443408829451,1.5968300040888117,,disclosed (letter),los=+0.30 assumed; interaction=-0.10 assumed
2Q26,183.73,148.3,27.2,5.30146721687299,1.3,4.0,0.0014672168729905621,-1.2672243932303706,0.7004681684496338,0.3,-0.4825701517057523,-0.1,-0.8493263764864891,4.84932637648649,4.9861842214174334,3.718959828187063,-0.28104017181293717,1.1835668350643758,,disclosed (letter),los=+0.30 assumed; interaction=-0.10 assumed
