vintage_date,spec_id,prior_basis,fy,guide_level_pct,guide_type,guide_date,bucket,cushion_pp,cushion_n,cushion_label,fy_margin_pct,fy_actual_margin_pct,err_pp
2022-02-15,rw_hl4,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,rw_hl4,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,3.0614505170827844,4.0,rw_hl4,29.65357334752337,34.56177032459491,-4.90819697707154
2022-02-15,equal,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,equal,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,3.0614505170827844,4.0,equal,29.65357334752337,34.56177032459491,-4.90819697707154
2022-02-15,last,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,last,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,0.6033412302916403,4.0,last FY2025,27.195464060732228,34.56177032459491,-7.366306263862683
2022-02-15,nocushion,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,zero,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,nocushion,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,zero,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,rw_hl4_prorata,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,rw_hl4_prorata,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,3.0614505170827844,4.0,rw_hl4,29.65357334752337,34.56177032459491,-4.90819697707154
2022-02-15,rw_hl4_pin,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,rw_hl4_pin,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,3.0614505170827844,4.0,rw_hl4,29.65357334752337,34.56177032459491,-4.90819697707154
2022-02-15,oracle_rw_hl4_revknown,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,oracle_rw_hl4_revknown,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,3.0614505170827844,4.0,rw_hl4,29.65357334752337,34.56177032459491,-4.90819697707154
2022-02-15,nocushion_pin,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,zero,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,nocushion_pin,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,zero,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,last_pin,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,last_pin,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,0.6033412302916403,4.0,last FY2025,27.195464060732228,34.56177032459491,-7.366306263862683
2022-02-15,nov_sentence_pin,PIT,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,nov_sentence rule (no numeric floor -> literal guide),26.592122830440587,34.56177032459491,-7.969647494154323
2022-02-15,nov_sentence_pin,full_sample,2022,26.592122830440587,point,2022-02-15,FEB,0.0,0.0,nov_sentence rule (no numeric floor -> literal guide),26.592122830440587,34.56177032459491,-7.969647494154323
2022-05-03,rw_hl4,PIT,2022,26.592122830440587,floor,2022-05-03,MAY,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-05-03,rw_hl4,full_sample,2022,26.592122830440587,floor,2022-05-03,MAY,3.0614505170827844,4.0,rw_hl4,29.65357334752337,34.56177032459491,-4.90819697707154
2022-05-03,equal,PIT,2022,26.592122830440587,floor,2022-05-03,MAY,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-05-03,equal,full_sample,2022,26.592122830440587,floor,2022-05-03,MAY,3.0614505170827844,4.0,equal,29.65357334752337,34.56177032459491,-4.90819697707154
2022-05-03,last,PIT,2022,26.592122830440587,floor,2022-05-03,MAY,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
2022-05-03,last,full_sample,2022,26.592122830440587,floor,2022-05-03,MAY,0.6033412302916403,4.0,last FY2025,27.195464060732228,34.56177032459491,-7.366306263862683
2022-05-03,nocushion,PIT,2022,26.592122830440587,floor,2022-05-03,MAY,0.0,0.0,zero,26.592122830440587,34.56177032459491,-7.969647494154323
2022-05-03,nocushion,full_sample,2022,26.592122830440587,floor,2022-05-03,MAY,0.0,0.0,zero,26.592122830440587,34.56177032459491,-7.969647494154323
2022-05-03,rw_hl4_prorata,PIT,2022,26.592122830440587,floor,2022-05-03,MAY,0.0,0.0,empty->0,26.592122830440587,34.56177032459491,-7.969647494154323
