spec_id,quarter,point,hist_min,hist_max,n_hist,above_every_historical,q10,q90,band_width_pp
equal,2026Q3,55.30554435344058,50.085470085470085,53.98881365911098,4,True,50.3405927626326,60.27049594424856,9.929903181615956
last,2026Q3,50.91165486375969,50.085470085470085,53.98881365911098,4,False,45.79944192256776,56.02386780495163,10.22442588238387
last_pin,2026Q3,50.085470085470085,50.085470085470085,53.98881365911098,4,False,45.018506331422245,55.152433839517926,10.133927508095681
nocushion,2026Q3,49.83317771682605,50.085470085470085,53.98881365911098,4,False,47.40928234756605,52.25707308608605,4.847790738520004
nocushion_pin,2026Q3,49.83317771682605,50.085470085470085,53.98881365911098,4,False,47.876068609492826,51.79028682415928,3.9142182146664553
nov_sentence_pin,2026Q3,50.085470085470085,50.085470085470085,53.98881365911098,4,False,47.754232498406566,52.416707672533605,4.662475174127039
oracle_rw_hl4_revknown,2026Q3,52.55945795351143,50.085470085470085,53.98881365911098,4,False,47.59858661671549,57.52032929030738,9.921742673591893
rw_hl4,2026Q3,52.55945795351143,50.085470085470085,53.98881365911098,4,False,47.65489286536019,57.46402304166268,9.809130176302489
rw_hl4_pin,2026Q3,50.085470085470085,50.085470085470085,53.98881365911098,4,False,45.27899385322112,54.89194631771905,9.61295246449793
rw_hl4_prorata,2026Q3,52.3701874363396,50.085470085470085,53.98881365911098,4,False,43.93654346096984,60.80383141170935,16.867287950739517
equal,2026Q4,33.513810769050416,26.603575184016822,33.27321911632101,4,True,30.528141151176143,36.49948038692469,5.971339235748545
last,2026Q4,29.119921279369525,26.603575184016822,33.27321911632101,4,False,25.558199419523785,32.68164313921527,7.123443719691483
last_pin,2026Q4,30.36878420480676,26.603575184016822,33.27321911632101,4,False,25.81011145807241,34.92745695154111,9.1173454934687
nocushion,2026Q4,28.04144413243588,26.603575184016822,33.27321911632101,4,False,25.49587493860682,30.58701332626494,5.09113838765812
nocushion_pin,2026Q4,28.04144413243588,26.603575184016822,33.27321911632101,4,False,25.51821891861794,30.564669346253822,5.046450427635882
nov_sentence_pin,2026Q4,29.904832830155623,26.603575184016822,33.27321911632101,4,False,27.097736481367143,32.711929178944104,5.614192697576961
oracle_rw_hl4_revknown,2026Q4,30.767724369121268,26.603575184016822,33.27321911632101,4,False,27.538353278182363,33.99709546006017,6.45874218187781
rw_hl4,2026Q4,30.767724369121268,26.603575184016822,33.27321911632101,4,False,27.556413024998303,33.97903571324423,6.4226226882459265
rw_hl4_pin,2026Q4,34.507410463041666,26.603575184016822,33.27321911632101,4,True,29.873238511692744,39.14158241439058,9.268343902697833
rw_hl4_prorata,2026Q4,31.05382614439674,26.603575184016822,33.27321911632101,4,False,24.812013966759167,37.29563832203432,12.483624355275154
equal,2027Q1,20.71239143574369,14.411441144114413,19.79458450046685,5,True,17.858722480220294,23.566060391267094,5.7073379110468
last,2027Q1,18.224127542788164,14.411441144114413,19.79458450046685,5,False,14.399220693307004,22.049034392269323,7.649813698962319
last_pin,2027Q1,18.226313238458808,14.411441144114413,19.79458450046685,5,False,13.86629730057389,22.586329176343725,8.720031875769834
nocushion,2027Q1,17.613384885196314,14.411441144114413,19.79458450046685,5,False,14.20810169955598,21.01866807083665,6.81056637128067
nocushion_pin,2027Q1,17.613384885196314,14.411441144114413,19.79458450046685,5,False,14.257875780274793,20.96889399011784,6.711018209843049
nov_sentence_pin,2027Q1,17.62121558941614,14.411441144114413,19.79458450046685,5,False,14.052717940253064,21.189713238579213,7.136995298326148
oracle_rw_hl4_revknown,2027Q1,19.162980208628166,14.411441144114413,19.79458450046685,5,False,15.8995377932691,22.426422623987232,6.5268848307181315
rw_hl4,2027Q1,19.162980208628166,14.411441144114413,19.79458450046685,5,False,15.992283570749944,22.33367684650639,6.341393275756445
rw_hl4_pin,2027Q1,19.169525214920327,14.411441144114413,19.79458450046685,5,False,15.720985531009482,22.61806489883117,6.897079367821689
rw_hl4_prorata,2027Q1,19.163480929242773,14.411441144114413,19.79458450046685,5,False,11.750723463675062,26.576238394810485,14.825514931135423
equal,2027Q2,36.28236787181059,32.532751091703055,34.950110864745014,5,True,33.4286989162872,39.13603682733399,5.7073379110467855
last,2027Q2,33.79410397885506,32.532751091703055,34.950110864745014,5,False,29.969197129373903,37.61901082833622,7.649813698962319
last_pin,2027Q2,33.7962896745257,32.532751091703055,34.950110864745014,5,False,29.436273736640786,38.15630561241062,8.720031875769834
nocushion,2027Q2,33.183361321263206,32.532751091703055,34.950110864745014,5,False,29.77807813562287,36.58864450690354,6.810566371280672
nocushion_pin,2027Q2,33.183361321263206,32.532751091703055,34.950110864745014,5,False,29.82785221634168,36.53887042618473,6.711018209843051
nov_sentence_pin,2027Q2,33.19119202548303,32.532751091703055,34.950110864745014,5,False,29.62269437631996,36.7596896746461,7.136995298326138
oracle_rw_hl4_revknown,2027Q2,34.732956644695065,32.532751091703055,34.950110864745014,5,False,31.469514229336,37.99639906005413,6.5268848307181315
rw_hl4,2027Q2,34.732956644695065,32.532751091703055,34.950110864745014,5,False,31.56226000681684,37.90365328257329,6.341393275756449
rw_hl4_pin,2027Q2,34.73950165098722,32.532751091703055,34.950110864745014,5,False,31.290961967076377,38.18804133489807,6.897079367821689
rw_hl4_prorata,2027Q2,34.73345736530967,32.532751091703055,34.950110864745014,5,False,27.32069989974196,42.14621483087738,14.825514931135423
equal,2027Q3,56.63780136050616,50.085470085470085,53.98881365911098,4,True,53.78413240498276,59.49147031602956,5.7073379110468
last,2027Q3,49.75564797786974,50.085470085470085,53.98881365911098,4,False,45.93074112838858,53.5805548273509,7.649813698962319
last_pin,2027Q3,48.93164889525077,50.085470085470085,53.98881365911098,4,False,44.57163295736586,53.29166483313569,8.720031875769834
nocushion,2027Q3,48.06642817334424,50.085470085470085,53.98881365911098,4,False,44.66114498770391,51.47171135898458,6.8105663712806646
nocushion_pin,2027Q3,48.06642817334424,50.085470085470085,53.98881365911098,4,False,44.71091906842272,51.421937278265766,6.711018209843047
nov_sentence_pin,2027Q3,48.326551246208105,50.085470085470085,53.98881365911098,4,False,44.75805359704504,51.895048895371175,7.136995298326134
