listing_id,name,address,address_normalized,city,location_text,page_type,price_match_text_present,credit_15_text_present,booking_dates_supplied,actual_booking_observations,offered_room_allocation,airbnb_activation_date,physical_property_key,source_url,observed_on,raw_path,query_groups
1342396891155481118,Arlo NoMad,"11 East 31st Street, New York, NY, 10016, United States",11 E 31ST ST NEW YORK NY 10016 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,ARLO NOMAD|11 E 31ST ST NEW YORK NY 10016 UNITED STATES,https://www.airbnb.com/rooms/1342396891155481118,2026-09-07,data\raw\hotel_rollout_economics\pages\1342396891155481118.html.gz,nyc
1238949399264193597,Hudson Yards Hotel,"510 West 42nd Street, New York, NY, 10036, United States",510 W 42ND ST NEW YORK NY 10036 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,HUDSON YARDS HOTEL|510 W 42ND ST NEW YORK NY 10036 UNITED STATES,https://www.airbnb.com/rooms/1238949399264193597,2026-09-07,data\raw\hotel_rollout_economics\pages\1238949399264193597.html.gz,nyc
1613166988516756304,Cassa Hotel,"70 West 45th Street, New York, NY, 10036, United States",70 W 45TH ST NEW YORK NY 10036 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,CASSA HOTEL|70 W 45TH ST NEW YORK NY 10036 UNITED STATES,https://www.airbnb.com/rooms/1613166988516756304,2026-09-07,data\raw\hotel_rollout_economics\pages\1613166988516756304.html.gz,nyc
1450861897608662430,"Staypineapple, an Artful Hotel, Midtown","337 West 36th Street, New York, NY, 10018, United States",337 W 36TH ST NEW YORK NY 10018 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,STAYPINEAPPLE AN ARTFUL HOTEL MIDTOWN|337 W 36TH ST NEW YORK NY 10018 UNITED STATES,https://www.airbnb.com/rooms/1450861897608662430,2026-09-07,data\raw\hotel_rollout_economics\pages\1450861897608662430.html.gz,nyc
1544385234815642440,Millennium Premier Hotel New York Times Square,"133 West 44th Street, New York, NY, 10036, United States",133 W 44TH ST NEW YORK NY 10036 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,MILLENNIUM PREMIER HOTEL NEW YORK TIMES SQUARE|133 W 44TH ST NEW YORK NY 10036 UNITED STATES,https://www.airbnb.com/rooms/1544385234815642440,2026-09-07,data\raw\hotel_rollout_economics\pages\1544385234815642440.html.gz,nyc
1132597476572513202,Hotel Boutique at Grand Central,"128 East 45th Street, New York, NY, 10017, United States",128 E 45TH ST NEW YORK NY 10017 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,HOTEL BOUTIQUE AT GRAND CENTRAL|128 E 45TH ST NEW YORK NY 10017 UNITED STATES,https://www.airbnb.com/rooms/1132597476572513202,2026-09-07,data\raw\hotel_rollout_economics\pages\1132597476572513202.html.gz,nyc
1556609719359538789,The Gregorian Hotel,"42 West 35th Street, New York, NY, 10001, United States",42 W 35TH ST NEW YORK NY 10001 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,THE GREGORIAN HOTEL|42 W 35TH ST NEW YORK NY 10001 UNITED STATES,https://www.airbnb.com/rooms/1556609719359538789,2026-09-07,data\raw\hotel_rollout_economics\pages\1556609719359538789.html.gz,nyc
1138217312170457224,Paramount Times Square – A Generator Hotel,"235 West 46th Street, New York, NY, 10036, United States",235 W 46TH ST NEW YORK NY 10036 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,PARAMOUNT TIMES SQUARE A GENERATOR HOTEL|235 W 46TH ST NEW YORK NY 10036 UNITED STATES,https://www.airbnb.com/rooms/1138217312170457224,2026-09-07,data\raw\hotel_rollout_economics\pages\1138217312170457224.html.gz,nyc|nyc5
1607818499136262390,Merchant LES,"139 Orchard Street, New York, NY, 10002, United States",139 ORCHARD ST NEW YORK NY 10002 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,MERCHANT LES|139 ORCHARD ST NEW YORK NY 10002 UNITED STATES,https://www.airbnb.com/rooms/1607818499136262390,2026-09-07,data\raw\hotel_rollout_economics\pages\1607818499136262390.html.gz,nyc
1517566301851660503,Smyth Tribeca,"85 West Broadway, New York, NY, 10007, United States",85 W BROADWAY NEW YORK NY 10007 UNITED STATES,New York City,"Hotel in New York, United States",hotel_property_page,True,False,False,0,,,SMYTH TRIBECA|85 W BROADWAY NEW YORK NY 10007 UNITED STATES,https://www.airbnb.com/rooms/1517566301851660503,2026-09-07,data\raw\hotel_rollout_economics\pages\1517566301851660503.html.gz,nyc|nyc2
