quarter,adr_exfx_yoy_pp,residual_pricing_pp,identity_check_pp,geo_mix_pp,unit_size_pp,los_mix_pp,new_business_pp,interaction_pp,recomputed_residual_pp,residual_gap_pp,unfilled_new_business
1Q23,3,3.47655995288,0.0141964657583,-1.35179789461,0.462091284277,0.462625294351,,-0.0494786368972,3.47655995288,0,True
2Q23,2,2.47203991659,-0.0136557957738,-0.903080453274,0.362144028204,0.118375145373,,-0.0494786368972,2.47203991659,0,True
3Q23,0.5,1.00519381355,-0.042239836359,-1.16720798417,0.409897368688,0.301595438825,,-0.0494786368972,1.00519381355,2.22044604925e-16,True
4Q23,0.5,0.833962806971,-0.0347228584517,-0.939076865442,0.290653957328,0.36393873804,,-0.0494786368972,0.833962806971,0,True
1Q24,2,2.25577520829,0.0420471412456,-1.32507250934,0.963350541371,0.212530212485,,-0.106583452797,2.25577520829,0,True
2Q24,3,3.23437561656,0.0203541955304,-1.13164461752,0.772159580318,0.231692873439,,-0.106583452797,3.23437561656,0,True
3Q24,2,2.08318860544,0.00042136572065,-1.11961576639,0.890315746866,0.252694866872,,-0.106583452797,2.08318860544,4.4408920985e-16,True
4Q24,2,2.7602451016,-0.00674408217954,-1.79188745436,0.706674765926,0.43155103963,,-0.106583452797,2.7602451016,0,True
1Q25,1,2.23137364453,0.00920869967608,-1.89435030033,0.669099182455,0.278734715682,-0.176536634773,-0.108320607561,2.23137364453,0,False
2Q25,1,1.90562274132,0.0198371969563,-1.70159042621,0.732410313232,0.348414613998,-0.176536634773,-0.108320607561,1.90562274132,2.22044604925e-16,False
3Q25,2,2.8222911902,-0.0251038865803,-1.59323405997,0.748150956332,0.307649155773,-0.176536634773,-0.108320607561,2.8222911902,4.4408920985e-16,False
4Q25,3,3.69881318212,0.0318282425852,-1.45739715777,0.82242273967,0.221018478309,-0.176536634773,-0.108320607561,3.69881318212,8.881784197e-16,False
1Q26,4,4.38058895068,0.0346679117544,-1.04306774353,0.945048944556,0.3,-0.482570151706,-0.1,4.38058895068,0,False
2Q26,4,4.84932637649,0.00146721687299,-1.26722439323,0.70046816845,0.3,-0.482570151706,-0.1,4.84932637649,0,False
