path,sha256,after_sha256,audit_information_date
analysis/src/adrv3/S1_scoring.py,3cd9aa9b1f6bea56415b636009586e34f7ef49ebcdff9a42f5a2251a93bdd605,3cd9aa9b1f6bea56415b636009586e34f7ef49ebcdff9a42f5a2251a93bdd605,2026-09-13
analysis/src/adrv3/P1_card_v3.py,19b180aedb9dbb890ba387bc9bf185c6c9f961042676b60ae18e927f6082ea6a,19b180aedb9dbb890ba387bc9bf185c6c9f961042676b60ae18e927f6082ea6a,2026-09-13
analysis/src/overnight2/B4_application_3q26_4q26.py,8131b09fc5b06c43cdc92848ca4561574621894bcab6660d5cfe610b3e3ce9e8,8131b09fc5b06c43cdc92848ca4561574621894bcab6660d5cfe610b3e3ce9e8,2026-09-13
data/processed/q3nowcast/H/adr_history_components.csv,9ea6c25d2344a9e5a549f9a8f6560598b1287f7c5c63b0c81e8d783f7397af15,9ea6c25d2344a9e5a549f9a8f6560598b1287f7c5c63b0c81e8d783f7397af15,2026-09-13
data/processed/q3nowcast/H/adr_exfx_backtest.csv,464b3bddda805df1f26f42a345bc3efa3260a038565f0303fc1b86bcd0131478,464b3bddda805df1f26f42a345bc3efa3260a038565f0303fc1b86bcd0131478,2026-09-13
data/processed/adr/15_seats_dilution_annual.csv,029f7a9a922174831c1b352398c1b88897b194c004187df8c7851ca472452aec,029f7a9a922174831c1b352398c1b88897b194c004187df8c7851ca472452aec,2026-09-13
data/processed/adr/07_full_decomposition.csv,e3bdf2bacde8820a37ba985987f6855de8468b86326865fd67e6f02b70a01f15,e3bdf2bacde8820a37ba985987f6855de8468b86326865fd67e6f02b70a01f15,2026-09-13
data/processed/adrq3/J/card_v2_backtest.csv,27d92d578bc105980e8ff98e10b32d7aa2dc0d20462db358f943052ef4134e6d,27d92d578bc105980e8ff98e10b32d7aa2dc0d20462db358f943052ef4134e6d,2026-09-13
data/processed/adrq3/I/I_mix_terms_3q26.csv,199cb3386e0e0a7cd9854d4ade4b32a6c44f60c4358f8be8a627fad53169ca42,199cb3386e0e0a7cd9854d4ade4b32a6c44f60c4358f8be8a627fad53169ca42,2026-09-13
data/processed/overnight2/B/B_adr_fx_estimator_backtest.csv,0f144bcc0ba28bf9ed81367e7c76f8c2da948a8150f829f8d6a072c184d85b5a,0f144bcc0ba28bf9ed81367e7c76f8c2da948a8150f829f8d6a072c184d85b5a,2026-09-13
data/processed/adrv3/P/P1_card_v3_backtest.csv,4d6be1a246fa23b77ceddeaed94eff724a7a8441ca93e7767920bf5a38c89e37,4d6be1a246fa23b77ceddeaed94eff724a7a8441ca93e7767920bf5a38c89e37,2026-09-13
data/processed/adrv3/P/P1_card_v3_backtest_paths.csv,20d346435d7e39b405d5c9ebb17a0c799bfd4b32c64a2f4adaf859bda6c86ec9,20d346435d7e39b405d5c9ebb17a0c799bfd4b32c64a2f4adaf859bda6c86ec9,2026-09-13
data/processed/adrv3/P/adr_card_v3.csv,feebf30018a38cb2c409487fd3cd7b8f8d1891cbdd0d526716a51f432011ffd1,feebf30018a38cb2c409487fd3cd7b8f8d1891cbdd0d526716a51f432011ffd1,2026-09-13
data/processed/adrv3/P/P1_card_v3_terms.csv,8f72a1c77030c6bc0fc4b134fa12fd876dad9ca985370386a1c752a30e83b03d,8f72a1c77030c6bc0fc4b134fa12fd876dad9ca985370386a1c752a30e83b03d,2026-09-13
data/processed/adrv3/K/K3_rule_residual_paths.csv,98128cb7741eae7690a57fa2c4a6258394d3758e4b0670d82c42d193021104d4,98128cb7741eae7690a57fa2c4a6258394d3758e4b0670d82c42d193021104d4,2026-09-13
data/processed/adrv3/K/K3_residual_fit.csv,973368c41b95ac860457323b97a38198977c2e12ad5bf60d4951e71519021278,973368c41b95ac860457323b97a38198977c2e12ad5bf60d4951e71519021278,2026-09-13
