split_w,phi_1,phi_2,insample_rel_rmse_pct,loo_rel_rmse_pct,loo_n
0.0,0.0,0.5838020315067562,0.9230621186990405,1.2338841523202986,16
0.05,0.029190101575337815,0.5546119299314184,0.9030316762475449,1.2088405731117784,16
0.1,0.05838020315067563,0.5254218283560806,0.8885732261450997,1.1907991591028617,16
0.15,0.08757030472601343,0.4962317267807428,0.8797361514947649,1.179824761373584,16
0.2,0.11676040630135126,0.46704162520540504,0.8764818055252159,1.1758784877964923,16
0.25,0.14595050787668906,0.4378515236300672,0.8786802686395824,1.1788137151383415,16
0.3,0.17514060945202686,0.40866142205472933,0.8861155505415139,1.1883814824971655,16
0.35,0.20433071102736466,0.3794713204793916,0.8984983533948377,1.204244397177694,16
0.4,0.23352081260270252,0.3502812189040537,0.9154840929286805,1.2259966668445934,16
0.45,0.2627109141780403,0.321091117328716,0.9366931821669918,1.2531870706237527,16
0.5,0.2919010157533781,0.2919010157533781,0.9617307238860661,1.285341733396851,16
0.55,0.321091117328716,0.26271091417804027,0.990203507407591,1.3219842791148302,16
0.6,0.3502812189040537,0.23352081260270252,1.0217331867780102,1.3626519475959364,16
0.65,0.3794713204793916,0.20433071102736466,1.055965403344163,1.4069072238185083,16
0.7,0.40866142205472933,0.1751406094520269,1.092575231059784,1.4543452442369202,16
0.75,0.4378515236300672,0.14595050787668906,1.131269640767989,1.5045976553327223,16
0.8,0.46704162520540504,0.11676040630135122,1.1717877622588186,1.5573337499832194,16
0.85,0.4962317267807428,0.08757030472601345,1.213899659329901,1.6122596820173174,16
0.9,0.5254218283560806,0.05838020315067561,1.2574042015246238,1.6691164410392054,16
0.95,0.5546119299314184,0.02919010157533784,1.3021264697429793,1.7276771192561065,16
1.0,0.5838020315067562,0.0,1.3479150004769727,1.787743856415616,16
