season,metric,metric_label,n,mean,sd,lo,hi,window
Q1,cov_uf,unearned fees / next-Q revenue,4,0.8675772681710838,0.02504706729450081,0.8306558935361217,0.8857350800582242,2022Q1-2025Q2
Q1,cov_fp,funds payable / next-Q revenue,4,3.042092859281304,0.13103730531774224,2.9014733840304183,3.1794032023289667,2022Q1-2025Q2
Q1,cov_total,paid backlog / next-Q revenue,4,3.9096701274523884,0.15055903335241014,3.7321292775665396,4.065138282387191,2022Q1-2025Q2
Q1,ledger_share_next,ledger share of next-Q revenue (paid),4,0.3650562370045849,0.01385280868301088,0.3457974755405209,0.3775804721829802,2022Q1-2025Q2
Q1,booked_share_next,booked share of next-Q revenue,4,0.5790107959337943,0.011760379695469158,0.5651025693912974,0.5911413829869197,2022Q1-2025Q2
Q1,wedge_booked_minus_paid,wedge (booked - paid),4,0.21395455892920948,0.006102531151387828,0.20835029939038674,0.2193050938507765,2022Q1-2025Q2
Q1,implied_unpaid_share_u,implied unpaid share u,4,0.3696522246073189,0.01376426694617335,0.355588594247944,0.388080157000528,2022Q1-2025Q2
Q1,prepay_share_stock,prepaid share of the model fee stock,4,0.630347775392681,0.013764266946173402,0.6119198429994719,0.644411405752056,2022Q1-2025Q2
Q1,unpaid_share_stock_u,unpaid share of the model fee stock,4,0.369652224607319,0.013764266946173402,0.355588594247944,0.3880801570005281,2022Q1-2025Q2
Q2,cov_uf,unearned fees / next-Q revenue,4,0.6944366901298125,0.006887929628144643,0.6868585298196949,0.7023043944265809,2022Q1-2025Q2
Q2,cov_fp,funds payable / next-Q revenue,4,2.6885278701814608,0.07533083673140253,2.5885922330097086,2.7711682743837085,2022Q1-2025Q2
Q2,cov_total,paid backlog / next-Q revenue,4,3.3829645603112737,0.08175083151132036,3.2754507628294034,3.4734726688102895,2022Q1-2025Q2
Q2,ledger_share_next,ledger share of next-Q revenue (paid),4,0.4148946963222946,0.007330047213521098,0.4053987070135432,0.4232338862125298,2022Q1-2025Q2
Q2,booked_share_next,booked share of next-Q revenue,4,0.6498651450389171,0.007309980908350908,0.6440964034364898,0.6603528363756009,2022Q1-2025Q2
Q2,wedge_booked_minus_paid,wedge (booked - paid),4,0.2349704487166226,0.0035646906151012227,0.2309485055166406,0.23869769642294658,2022Q1-2025Q2
Q2,implied_unpaid_share_u,implied unpaid share u,4,0.3615912776042457,0.006040113234968791,0.35762298126421277,0.3705931210753656,2022Q1-2025Q2
Q2,prepay_share_stock,prepaid share of the model fee stock,4,0.6384087223957543,0.006040113234968799,0.6294068789246344,0.6423770187357873,2022Q1-2025Q2
Q2,unpaid_share_stock_u,unpaid share of the model fee stock,4,0.36159127760424564,0.0060401132349688,0.35762298126421266,0.3705931210753656,2022Q1-2025Q2
Q3,cov_uf,unearned fees / next-Q revenue,3,0.657046545427255,0.013805120832158003,0.6415878023133543,0.6681451612903225,2022Q1-2025Q2
Q3,cov_fp,funds payable / next-Q revenue,3,2.6252431404292147,0.08887701415307081,2.5264984227129337,2.6988277727682597,2022Q1-2025Q2
Q3,cov_total,paid backlog / next-Q revenue,3,3.2822896858564703,0.10107549017627472,3.168086225026288,3.360234445446348,2022Q1-2025Q2
Q3,ledger_share_next,ledger share of next-Q revenue (paid),3,0.3498521585517329,0.005458215927145148,0.3442013281486791,0.3550948465811142,2022Q1-2025Q2
Q3,booked_share_next,booked share of next-Q revenue,3,0.6739984795494242,0.011754212708663565,0.664923032188259,0.6872762666048655,2022Q1-2025Q2
Q3,wedge_booked_minus_paid,wedge (booked - paid),3,0.3241463209976912,0.017096170694792207,0.3098281856071448,0.3430749384561864,2022Q1-2025Q2
Q3,implied_unpaid_share_u,implied unpaid share u,3,0.4807352786905244,0.01691129266738599,0.4659609768479541,0.49918054081944585,2022Q1-2025Q2
Q3,prepay_share_stock,prepaid share of the model fee stock,3,0.5192647213094755,0.016911292667385978,0.5008194591805541,0.5340390231520459,2022Q1-2025Q2
Q3,unpaid_share_stock_u,unpaid share of the model fee stock,3,0.4807352786905244,0.016911292667385978,0.4659609768479541,0.49918054081944585,2022Q1-2025Q2
Q4,cov_uf,unearned fees / next-Q revenue,3,0.6758774784646966,0.03168003318406726,0.6501650165016502,0.7112676056338029,2022Q1-2025Q2
Q4,cov_fp,funds payable / next-Q revenue,3,2.6604503650497215,0.06961377805718864,2.610475352112676,2.7399626517273576,2022Q1-2025Q2
Q4,cov_total,paid backlog / next-Q revenue,3,3.336327843514418,0.06380488439086736,3.281078107810781,3.4061624649859943,2022Q1-2025Q2
Q4,ledger_share_next,ledger share of next-Q revenue (paid),3,0.3030749474211168,0.01365304557886517,0.29065728096920307,0.31769548817261994,2022Q1-2025Q2
Q4,booked_share_next,booked share of next-Q revenue,3,0.5768857884389519,0.013154372485066058,0.5673603712392902,0.5918948298391146,2022Q1-2025Q2
Q4,wedge_booked_minus_paid,wedge (booked - paid),3,0.27381084101783515,0.007136228318299106,0.2664882981177628,0.28074488326924807,2022Q1-2025Q2
Q4,implied_unpaid_share_u,implied unpaid share u,3,0.474760527703403,0.01470343402312808,0.46325686227234986,0.49132625117620443,2022Q1-2025Q2
Q4,prepay_share_stock,prepaid share of the model fee stock,3,0.5252394722965971,0.014703434023128098,0.5086737488237956,0.5367431377276501,2022Q1-2025Q2
Q4,unpaid_share_stock_u,unpaid share of the model fee stock,3,0.4747605277034029,0.0147034340231281,0.46325686227234986,0.49132625117620443,2022Q1-2025Q2
