label,q,season,metric,actual,norm,dev_abs,dev_pct_of_norm,rnpl_era,single_fee_era
4Q20,2020Q4,Q4,cov_uf,0.45986471251409244,0.6758774784646966,-0.21601276595060415,-31.96034382463703,False,False
4Q20,2020Q4,Q4,cov_fp,2.459188275084555,2.6604503650497215,-0.2012620899651667,-7.564963158461524,False,False
4Q20,2020Q4,Q4,cov_total,2.9190529875986475,3.336327843514418,-0.4172748559157706,-12.507009966868898,False,False
1Q21,2021Q1,Q1,cov_uf,0.7087640449438203,0.8675772681710838,-0.15881322322726354,-18.305369337540778,False,False
1Q21,2021Q1,Q1,cov_fp,3.0074157303370788,3.042092859281304,-0.034677128944225366,-1.1399102706029063,False,False
1Q21,2021Q1,Q1,cov_total,3.716179775280899,3.9096701274523884,-0.19349035217148947,-4.9490198882219065,False,False
2Q21,2021Q2,Q2,cov_uf,0.6633437639696022,0.6944366901298125,-0.03109292616021031,-4.4774313630228875,False,False
2Q21,2021Q2,Q2,cov_fp,2.817031738936075,2.6885278701814608,0.12850386875461428,4.779711238252515,False,False
2Q21,2021Q2,Q2,cov_total,3.4803755029056775,3.3829645603112737,0.09741094259440386,2.8794550122464457,False,False
2Q21,2021Q2,Q2,ledger_share_next,0.36334455524798476,0.4148946963222946,-0.05155014107430983,-12.424873475428843,False,False
2Q21,2021Q2,Q2,booked_share_next,0.5306323998183246,0.6498651450389171,-0.11923274522059257,-18.347305765021805,False,False
2Q21,2021Q2,Q2,implied_unpaid_share_u,0.3152612705662433,0.3615912776042457,-0.046330007038002385,-12.812811012745073,False,False
2Q21,2021Q2,Q2,prepay_share_stock,0.6847387294337568,0.6384087223957543,0.046330007038002496,7.257107463090429,False,False
2Q21,2021Q2,Q2,unpaid_share_stock_u,0.3152612705662432,0.36159127760424564,-0.04633000703800244,-12.812811012745085,False,False
3Q21,2021Q3,Q3,cov_uf,0.5825065274151436,0.657046545427255,-0.07454001801211141,-11.344708914593038,False,False
3Q21,2021Q3,Q3,cov_fp,2.5721279373368144,2.6252431404292147,-0.053115203092400254,-2.0232489050029945,False,False
3Q21,2021Q3,Q3,cov_total,3.154634464751958,3.2822896858564703,-0.12765522110451233,-3.8892125108452302,False,False
3Q21,2021Q3,Q3,ledger_share_next,0.3155732008522064,0.3498521585517329,-0.03427895769952649,-9.79812668340523,False,False
3Q21,2021Q3,Q3,booked_share_next,0.6559645305821632,0.6739984795494242,-0.01803394896726096,-2.6756661200952325,False,False
3Q21,2021Q3,Q3,implied_unpaid_share_u,0.5189172796094055,0.4807352786905244,0.038182000918881076,7.942417087192988,False,False
