train_window,feature,W1_n,W1_rmse_pct,W1_mae_pct,W1_bias_pct,W2_n,W2_rmse_pct,W2_mae_pct,W2_bias_pct,W1_ratio_vs_season_mean,W2_ratio_vs_season_mean
all,season_mean_only,12,2.013814059646886,1.4794240996990504,0.9452883699947291,10,2.1617325255343047,1.590264632661278,0.9493017570160923,1.0,1.0
all,x_gbv_yoy_l1,12,1.918075049385792,1.400498415492028,0.2548162735177069,10,2.0798362806865,1.5579275764307188,0.3584198826976992,0.9524588629210974,0.962115458836628
all,x_gbv_accel_l1,12,2.129423506325875,1.6058208550379807,1.0691658267249446,10,2.263575417913674,1.7035315914364813,1.0595455574608381,1.057408203168102,1.047111699147052
all,x_paid_backlog_yoy_l1,12,1.8758461647435831,1.387199041547115,0.10097856668196865,10,2.04078906074882,1.5579813680200236,0.13428548064431944,0.9314892582846029,0.9440525303862041
all,x_fp_yoy_l1,12,1.881303891395388,1.3734582636198447,0.06586995176589283,10,2.047430742859542,1.5432473288887016,0.07321664334433153,0.9341994025631476,0.9471249188673279
all,x_uf_yoy_l1,12,1.8895732496999178,1.4036407085795013,0.25097495088288735,10,2.054814777664336,1.5772511068795168,0.3326331064994481,0.9383057192634987,0.9505407137066865
all,x_nights_yoy_l1,12,1.9148354286719147,1.4119306919722152,0.28575441118637857,10,2.0802197234687925,1.5778961412985981,0.37398802352446087,0.9508501638963,0.9622928363695851
ex_covid,season_mean_only,12,1.898111768523612,1.4331242148233392,0.6053926316642458,10,2.032226605161087,1.5347047708104242,0.5414268710195125,1.0,1.0
ex_covid,x_gbv_yoy_l1,12,1.8132861293544984,1.344932794022778,0.1734689177404806,10,1.9638005460482961,1.4912488306676184,0.2608030557650276,0.9553105140720493,0.9663295131856778
ex_covid,x_gbv_accel_l1,12,1.8806253444757401,1.461035022846698,0.4950437539005148,10,1.9815504871117058,1.5297885928069423,0.3705990700715222,0.9907874634477014,0.9750637463751911
ex_covid,x_paid_backlog_yoy_l1,12,1.8381024222709268,1.3554315003908066,-0.01985228762366083,10,1.9991513218468722,1.5198603186324546,-0.010711544522435945,0.9683847140891173,0.9837246086483583
ex_covid,x_fp_yoy_l1,12,1.8643278500364555,1.3664729621063796,-0.0628314820035003,10,2.0287112775298817,1.5348649670725432,-0.08122507717894023,0.9822013018161547,0.9982702088328743
ex_covid,x_uf_yoy_l1,12,1.8072948101841448,1.3498177890461438,0.14983461086037486,10,1.963990002121237,1.512663603439488,0.21126469847243312,0.9521540512811285,0.9664227390456581
ex_covid,x_nights_yoy_l1,12,1.8149738754568192,1.3475013508823999,0.20709768770237336,10,1.9698620859189324,1.5005809319908203,0.27959995534365456,0.9561996851579193,0.9693122218340354
last3_ex_covid,season_mean_only,12,1.8991397538861416,1.4491572773382062,0.589359569149379,10,2.03337876390603,1.5539444458282645,0.5221871960016722,1.0,1.0
last3_ex_covid,x_gbv_yoy_l1,12,1.8274635696192256,1.4108757974034518,0.14198819789145076,10,1.9795081202942344,1.5703804347244277,0.22302619194619178,0.9622586046549509,0.9735068327809658
last3_ex_covid,x_gbv_accel_l1,12,1.9188312025411252,1.5558294345850934,0.3665900762026164,10,2.0250274393315633,1.6435418868930163,0.2164546568340442,1.0103686148503235,0.9958928829578095
last3_ex_covid,x_paid_backlog_yoy_l1,12,1.8527107314164253,1.4126740692351232,-0.06550230427180188,10,2.0152681844109237,1.5885514012456334,-0.06549156450020521,0.9755526035539458,0.9910933566256409
last3_ex_covid,x_fp_yoy_l1,12,1.8767383153316812,1.4057808673392966,-0.07424937349981194,10,2.042396507476415,1.5820344533520436,-0.09492654697451419,0.9882044286058352,1.0044348567667063
last3_ex_covid,x_uf_yoy_l1,12,1.8699633555055721,1.4387057391229836,-0.021531589359261027,10,2.0331735864038554,1.6193291435316959,0.005625258208870054,0.9846370451037808,0.9998990952862219
last3_ex_covid,x_nights_yoy_l1,12,1.8201272371278947,1.366091737238581,0.23945445594266979,10,1.975559724846045,1.5228893956182374,0.3184280772320103,0.9583956280223367,0.971565042339226
