share_anchor,rnpl_backlog_share,delta_c,delta_c_label,leakage_L,leakage_L_pct,lambda_Q3_hist,lambda_Q3_adj,lambda_Q3_drop_pp,lambda_Q4_hist,lambda_Q4_adj,lambda_Q4_drop_pp,revenue_3q26_musd,revenue_3q26_drop_musd
nights_share_16.7pct,0.167,0.01,+1pt,0.00167,0.167,17.239361851242432,17.210572116950857,0.028789734291574862,12.029792635176292,12.00970288147555,0.02008975370074441,4796.012763256972,8.022739289252195
nights_share_16.7pct,0.167,0.02,+2pt,0.00334,0.334,17.239361851242432,17.181782382659282,0.057579468583149725,12.029792635176292,11.989613127774804,0.04017950740148882,4787.99002396772,16.04547857850439
nights_share_16.7pct,0.167,0.04,+4pt (D central),0.00668,0.668,17.239361851242432,17.124202914076132,0.11515893716629945,12.029792635176292,11.949433620373314,0.08035901480297764,4771.944545389215,32.09095715700878
nights_share_16.7pct,0.167,0.06,+6pt (management-implied),0.01002,1.002,17.239361851242432,17.066623445492983,0.17273840574944915,12.029792635176292,11.909254112971826,0.12053852220446644,4755.899066810711,48.13643573551316
gbv_share_21pct,0.21,0.01,+1pt,0.0021,0.21,17.239361851242432,17.20315919135482,0.0362026598876091,12.029792635176292,12.004530070642423,0.025262564533870213,4793.947027990877,10.08847455534707
gbv_share_21pct,0.21,0.02,+2pt,0.0042,0.42,17.239361851242432,17.166956531467214,0.0724053197752182,12.029792635176292,11.979267506108553,0.050525129067740426,4783.85855343553,20.17694911069414
gbv_share_21pct,0.21,0.04,+4pt (D central),0.0084,0.84,17.239361851242432,17.094551211691996,0.1448106395504364,12.029792635176292,11.928742377040813,0.10105025813548085,4763.681604324836,40.35389822138828
gbv_share_21pct,0.21,0.06,+6pt (management-implied),0.012599999999999998,1.2599999999999998,17.239361851242432,17.02214589191678,0.2172159593256546,12.029792635176292,11.878217247973073,0.15157538720322128,4743.504655214142,60.53084733208241
backlog_share_23.1pct,0.231,0.01,+1pt,0.00231,0.231,17.239361851242432,17.19953892536606,0.03982292587637002,12.029792635176292,12.002003814189035,0.027788820987257237,4792.938180535342,11.097322010881777
backlog_share_23.1pct,0.231,0.02,+2pt,0.00462,0.462,17.239361851242432,17.15971599948969,0.07964585175274004,12.029792635176292,11.974214993201779,0.05557764197451447,4781.840858524461,22.194644021763555
backlog_share_23.1pct,0.231,0.04,+4pt (D central),0.00924,0.924,17.239361851242432,17.08007014773695,0.15929170350548008,12.029792635176292,11.918637351227263,0.11115528394902895,4759.646214502697,44.38928804352711
backlog_share_23.1pct,0.231,0.06,+6pt (management-implied),0.01386,1.3860000000000001,17.239361851242432,17.00042429598421,0.2389375552582201,12.029792635176292,11.863059709252749,0.1667329259235434,4737.451570480934,66.58393206529067
