sample,spec,source_gbv_quarter,source_gbv_musd,target_quarter,lag_k,phi_k,c_s_pct,revenue_musd,q10,q90,ci95_lo,ci95_hi,n_boot
full_2021Q3+,pooled,2Q26,27200.0,2Q26 (in-quarter),0,0.36331262826792393,13.080881155493524,1292.6662130442571,1013.1089313352072,2006.7980952517628,200.60012244714147,2243.0625952809864,400
full_2021Q3+,pooled,2Q26,27200.0,3Q26,1,0.5020622073917425,17.709567686363904,2418.4348633228587,0.000302246925864474,2579.152791879509,2.5570220569654403e-05,2783.838148257156,400
full_2021Q3+,pooled,2Q26,27200.0,4Q26,2,0.13462516166624805,12.740708584026919,466.53982717987253,279.88133278891974,1631.068700598621,120.7683834455188,1948.472488229431,400
full_2021Q3+,pooled,2Q26,27200.0,1Q27,3,8.808493874172861e-10,11.227570084376715,2.6900251188341427e-06,6.0446903079673e-07,243.98913435221527,1.349607334719528e-07,408.13148145094704,400
full_2021Q3+,pooled,2Q26,27200.0,2Q27,4,1.7932363239074058e-09,13.080881155493524,6.380334256395147e-06,1.1265616070065391e-07,294.4166665996472,2.5893019742575884e-09,678.8211369136634,400
full_2021Q3+,summer,2Q26,27200.0,2Q26 (in-quarter),0,0.45681493917593585,14.583004514889966,1811.9917351683455,1006.0411393642539,2128.620394702662,25.12604658521787,2266.1206507257943,400
full_2021Q3+,summer,2Q26,27200.0,3Q26,1,0.7609006297691164,18.006351392107543,3726.6839990348294,0.0006571556920618768,3939.829227141402,0.00024672409379011747,4318.348242726898,400
full_2021Q3+,summer,2Q26,27200.0,4Q26,2,0.3821115232926955,12.61853135229735,1311.4986563940897,550.2236208204314,1522.617383740507,204.55231939042696,1892.7817153884644,400
full_2021Q3+,summer,2Q26,27200.0,1Q27,3,0.057205995473992084,10.455981277432176,162.69539039615722,3.1476886451244856e-06,394.25263025464244,4.1053901213092243e-07,621.045887348093,400
full_2021Q3+,summer,2Q26,27200.0,2Q27,4,7.737825135264734e-10,14.583004514889966,3.0692680976174555e-06,8.289709185021675e-07,835.6311627371963,5.6874615642710394e-08,1378.3874381562575,400
ex_covid_nightsyoy_25,pooled,2Q26,27200.0,2Q26 (in-quarter),0,0.365051665133579,14.892477420761807,1478.7344410724245,620.7790063824046,2170.9793583194833,0.0008303306527905088,2736.200044437539,400
ex_covid_nightsyoy_25,pooled,2Q26,27200.0,3Q26,1,0.11943296990143165,17.48329346342353,567.958212062629,1.558036216652638e-05,1642.890429547346,1.19728100156661e-06,3512.1739453610458,400
ex_covid_nightsyoy_25,pooled,2Q26,27200.0,4Q26,2,0.4643690616053246,12.632215971265994,1595.554795227743,462.3729272439246,2010.8203302266797,6.739287134706049e-05,2153.1766315658356,400
ex_covid_nightsyoy_25,pooled,2Q26,27200.0,1Q27,3,0.002162527289039848,10.670007490121714,6.276177605088197,4.420167020096797e-07,52.27141819308307,1.9404885053821887e-08,442.5555585502598,400
ex_covid_nightsyoy_25,pooled,2Q26,27200.0,2Q27,4,0.048983776070625054,14.892477420761807,198.42121991939862,6.980379181769653e-06,748.7329358290783,6.656541570427977e-07,1039.595259764934,400
ex_covid_nightsyoy_25,summer,2Q26,27200.0,2Q26 (in-quarter),0,0.38941813879616316,14.783765812984223,1565.92210630306,574.9242409876099,2199.4131961858943,0.0004330407387181579,2949.152687476653,400
ex_covid_nightsyoy_25,summer,2Q26,27200.0,3Q26,1,2.588541973530638e-07,17.193900904698044,0.0012105940497106147,0.0007632906999274388,4812.664267109951,0.00021024981418571475,4825.072739146275,400
ex_covid_nightsyoy_25,summer,2Q26,27200.0,4Q26,2,0.4023499398399695,12.768229693946523,1397.3446341884642,489.96983200330703,1964.8616862859085,0.0003810375147043618,2323.2390840381727,400
ex_covid_nightsyoy_25,summer,2Q26,27200.0,1Q27,3,0.03417377459917132,10.532116630660605,97.89883290243914,3.202310081821433e-06,329.786022089287,3.033781154849556e-07,757.9474283156567,400
ex_covid_nightsyoy_25,summer,2Q26,27200.0,2Q27,4,0.07771466905633267,14.783765812984223,312.5050071769711,6.4761030694204305e-06,1242.9638293795406,5.272794433421013e-07,2010.6436528075587,400
post2023_2023Q1+,pooled,2Q26,27200.0,2Q26 (in-quarter),0,0.3899036794454623,15.385047832651178,1631.642798283475,728.19931332382,2354.88854715193,0.001265773006724998,3154.4526952765855,400
post2023_2023Q1+,pooled,2Q26,27200.0,3Q26,1,0.041238623861564586,17.24691954457146,193.4570699804358,7.512513117320581e-06,1055.5204241916786,1.357255918099984e-06,3099.8070550086063,400
post2023_2023Q1+,pooled,2Q26,27200.0,4Q26,2,0.5688576776522882,12.529607797867948,1938.6972975106519,626.0783460910371,2092.8086793437506,7.334855660533446e-05,2374.2014379311286,400
post2023_2023Q1+,pooled,2Q26,27200.0,1Q27,3,7.836054645875083e-09,10.55966200470653,2.2506936074951528e-05,1.989119077011478e-06,0.0002621796448689957,4.84887383825612e-07,179.22738842536998,400
post2023_2023Q1+,pooled,2Q26,27200.0,2Q27,4,1.1204630150391929e-08,15.385047832651178,4.688838566057714e-05,2.183943694976418e-06,116.7903950359207,4.6888181597315384e-07,756.6379200776886,400
post2023_2023Q1+,summer,2Q26,27200.0,2Q26 (in-quarter),0,0.39609927245807386,15.340039439220718,1652.720541488148,554.0657917358549,2766.4909012488147,0.0033924239687857837,3177.879201926401,400
post2023_2023Q1+,summer,2Q26,27200.0,3Q26,1,1.3973889244192995e-07,17.193900022858426,0.0006535225804988108,0.0007971361776769289,4804.462639844384,0.0002974131988077163,4820.923948403437,400
post2023_2023Q1+,summer,2Q26,27200.0,4Q26,2,0.5600954953713372,12.544568049137306,1911.114447150674,84.72791778957796,2072.675469416733,8.218606372055147e-05,2452.1889810297025,400
post2023_2023Q1+,summer,2Q26,27200.0,1Q27,3,6.389789069173996e-10,10.547207878851104,1.833128594316811e-06,2.937023281777918e-06,213.1972858811586,1.8646695520885105e-07,841.3273619101068,400
post2023_2023Q1+,summer,2Q26,27200.0,2Q27,4,1.2844613962893401e-09,15.340039439220718,5.359403265807917e-06,3.25236189194227e-06,717.5483117626014,2.3157881427139187e-07,2031.9926342713088,400
full_2021Q3+,fixed_kernel_2/3-1/3,2Q26,27200.0,2Q26 (in-quarter),0,0.0,13.733234606111152,0.0,,,,,0
full_2021Q3+,fixed_kernel_2/3-1/3,2Q26,27200.0,3Q26,1,0.6666666666666666,17.341094368157858,3144.5184454259584,,,,,0
full_2021Q3+,fixed_kernel_2/3-1/3,2Q26,27200.0,4Q26,2,0.3333333333333333,12.056478177813043,1093.1206881217158,,,,,0
full_2021Q3+,fixed_kernel_2/3-1/3,2Q26,27200.0,1Q27,3,0.0,12.779356195189143,0.0,,,,,0
full_2021Q3+,fixed_kernel_2/3-1/3,2Q26,27200.0,2Q27,4,0.0,13.733234606111152,0.0,,,,,0
ex_covid_nightsyoy_25,fixed_kernel_2/3-1/3,2Q26,27200.0,2Q26 (in-quarter),0,0.0,13.733234606111152,0.0,,,,,0
ex_covid_nightsyoy_25,fixed_kernel_2/3-1/3,2Q26,27200.0,3Q26,1,0.6666666666666666,17.239361851242432,3126.0709490252943,,,,,0
ex_covid_nightsyoy_25,fixed_kernel_2/3-1/3,2Q26,27200.0,4Q26,2,0.3333333333333333,11.98188804484695,1086.3578493994567,,,,,0
ex_covid_nightsyoy_25,fixed_kernel_2/3-1/3,2Q26,27200.0,1Q27,3,0.0,12.693760461377735,0.0,,,,,0
ex_covid_nightsyoy_25,fixed_kernel_2/3-1/3,2Q26,27200.0,2Q27,4,0.0,13.733234606111152,0.0,,,,,0
post2023_2023Q1+,fixed_kernel_2/3-1/3,2Q26,27200.0,2Q26 (in-quarter),0,0.0,13.713589209498897,0.0,,,,,0
post2023_2023Q1+,fixed_kernel_2/3-1/3,2Q26,27200.0,3Q26,1,0.6666666666666666,17.239361851242432,3126.0709490252943,,,,,0
post2023_2023Q1+,fixed_kernel_2/3-1/3,2Q26,27200.0,4Q26,2,0.3333333333333333,12.029792635176294,1090.7011989226505,,,,,0
post2023_2023Q1+,fixed_kernel_2/3-1/3,2Q26,27200.0,1Q27,3,0.0,12.693760461377735,0.0,,,,,0
post2023_2023Q1+,fixed_kernel_2/3-1/3,2Q26,27200.0,2Q27,4,0.0,13.713589209498897,0.0,,,,,0
