label,q,season_name,revenue_musd,carried_musd,R_musd,R_share_of_revenue,k,R_yoy_pct,phi0_inquarter_share,x_gbv_yoy_l1,x_nights_yoy_l1,x_paid_backlog_yoy_l1,x_fp_yoy_l1,x_uf_yoy_l1
3Q21,2021Q3,Q3,2237.0,1262.2387371834304,974.7612628165696,0.43574486491576647,0.7722479386044352,,0.3395146810505908,,,,,
4Q21,2021Q4,Q4,1532.0,914.4644549606903,617.5355450393097,0.40309108684028044,0.6752974833405148,,0.34013674715016556,48.21,28.96,,,
1Q22,2022Q1,Q1,1509.0,716.3547856264166,792.6452143735834,0.5252784720832229,1.1064981071920312,,0.4439747436820085,91.34,58.53,78.39487100262627,70.31,121.62
2Q22,2022Q2,Q2,2104.0,1324.4253891970075,779.5746108029925,0.3705202522827911,0.588613459966699,,0.43926284490031625,66.99,58.54,58.279413839672635,52.05,84.71
3Q22,2022Q3,Q3,2884.0,1741.9575025280765,1142.0424974719235,0.3959925441996961,0.6556087021724093,17.16125178918122,0.34522872433124735,26.87,24.79,21.331689272503063,18.47,33.49
4Q22,2022Q4,Q4,1902.0,1184.8706109974537,717.1293890025463,0.37703963669955115,0.6052385655838395,16.127629375066487,0.3273083854238074,31.09,25.09,24.680833454033824,21.95,36.74
1Q23,2023Q1,Q1,1818.0,884.5424309474014,933.4575690525986,0.5134530082797573,1.0552999340606035,17.76486530487631,0.4370743763786386,19.47,20.16,29.140506603160855,28.75,30.75
2Q23,2023Q2,Q2,2484.0,1573.6608016060725,910.3391983939275,0.36648115877372284,0.5784850187949262,16.773838678024976,0.4180257741380617,18.6,18.61,26.483622841424292,27.12,24.28
3Q23,2023Q3,Q3,3397.0,1993.7247978153375,1403.2752021846625,0.41309249401962395,0.7038459890363647,22.874166704918196,0.3438215738958037,12.35,10.99,21.64422425474255,22.48,18.48
4Q23,2023Q4,Q4,2218.0,1369.2384446588833,848.7615553411167,0.3826697724711978,0.6198785599775996,18.355427675563174,0.322258241013902,17.31,13.54,23.686874553993718,24.57,20.22
1Q24,2024Q1,Q1,2142.0,1023.6606067067344,1118.3393932932656,0.5221005570930278,1.092490407432134,19.806130494855868,0.41642335027440813,14.81,12.02,22.313495389773674,22.71,20.73
2Q24,2024Q2,Q2,2748.0,1776.526834962288,971.4731650377121,0.3535200746134323,0.5468384411194861,6.715515134538919,0.41941157942053314,12.25,9.5,12.474828836085372,12.59,12.06
3Q24,2024Q3,Q3,3732.0,2221.6762678727223,1510.3237321272777,0.4046955337961623,0.679812695471347,7.6284772777256205,0.34374152828488674,10.99,8.69,12.81002523714212,13.1,11.67
4Q24,2024Q4,Q4,2480.0,1509.3579982415697,970.6420017584303,0.3913879039348509,0.6430826900505026,14.359798184818807,0.3272614594904133,9.84,8.48,10.425332081041194,9.81,12.95
1Q25,2025Q1,Q1,2272.0,1148.2440476852416,1123.7559523147584,0.4946108945047352,0.9786734401803788,0.4843394638493592,0.4200266198538245,13.55,12.35,3.4402412280701844,1.06,13.24
2Q25,2025Q2,Q2,3096.0,1930.1254030748512,1165.8745969251488,0.3765744822109654,0.6040408540646183,20.010993497683515,0.4126560287135438,6.99,7.92,6.50792229880941,5.01,11.87
3Q25,2025Q3,Q3,4095.0,2432.6164341944823,1662.3835658055177,0.40595447272418017,0.6833726609908342,10.068029154522051,0.3569103625159382,10.85,7.43,7.4134073902645925,7.01,9.0
4Q25,2025Q4,Q4,2778.0,1703.5587830316088,1074.4412169683912,0.3867678966768867,0.6307039285467706,10.693872202306999,0.33863496789995645,13.93,8.79,9.70838396111786,9.68,9.84
1Q26,2026Q1,Q1,2678.0,1322.660865055152,1355.339134944848,0.506101245311743,1.0247064616131463,20.607960487600984,0.42470887541708513,15.91,9.82,15.3040943421227,17.33,7.86
2Q26,2026Q2,Q2,3608.0,2283.6919183528266,1324.3080816471734,0.3670476944698374,0.5798978710763953,13.589238940437799,0.4098487918715146,19.18,9.15,11.640611867540773,14.99,0.37
