label,q,season_name,unearned_fees_musd,funds_held_for_clients_musd,paid_backlog_musd,gbv_musd,revenue_musd,next_revenue_musd,cov_uf,cov_fp,cov_total,alloc_factor,booked_share_next,ledger_share_next,wedge_booked_minus_paid,implied_unpaid_share_u,kernel_fee_stock_musd,prepay_share_stock,unpaid_share_stock_u,inquarter_share_next,unearned_fees_yoy_pct,funds_held_yoy_pct,paid_backlog_yoy_pct,gbv_yoy_pct,revenue_yoy_pct,rnpl_era,single_fee_era
3Q20,2020Q3,Q3,,,,8029.3,1342.3,859.1,,,,,,,,,,,,,,,,,,False,False
4Q20,2020Q4,Q4,407.9,2181.3,2589.2000000000003,5905.7,859.1,887.0,0.45986471251409244,2.459188275084555,2.9190529875986475,,,,,,,,,,,,,,,False,False
1Q21,2021Q1,Q1,946.2,4014.9,4961.1,10300.0,887.0,1335.0,0.7087640449438203,3.0074157303370788,3.716179775280899,,,,,,,,,,,,,,,False,False
2Q21,2021Q2,Q2,1483.9,6301.7,7785.6,13400.0,1335.0,2237.0,0.6633437639696022,2.817031738936075,3.4803755029056775,0.5477469978366075,0.5306323998183246,0.36334455524798476,0.1672878445703398,0.3152612705662433,2167.103942297974,0.6847387294337568,0.3152612705662432,0.46936760018167545,,,,,,False,False
3Q21,2021Q3,Q3,892.4,3940.5,4832.9,11900.0,2237.0,1532.0,0.5825065274151436,2.5721279373368144,3.154634464751958,0.5417504972048187,0.6559645305821632,0.3155732008522064,0.3403913297299568,0.5189172796094055,1854.9824430930587,0.4810827203905946,0.5189172796094055,0.3440354694178368,,,,48.21,66.65,False,False
4Q21,2021Q4,Q4,904.0,3715.0,4619.0,11300.0,1532.0,1509.0,0.5990722332670643,2.4618952948972828,3.060967528164347,0.42739334500135007,0.5238906611589992,0.25603948567343965,0.26785117548555953,0.5112730486414752,1849.7035972481801,0.48872695135852495,0.511273048641475,0.4761093388410008,121.62,70.31,78.39487100262627,91.34,78.33,False,False
1Q22,2022Q1,Q1,1747.7,6104.7,7852.4,17200.0,1509.0,2104.0,0.8306558935361217,2.9014733840304183,3.7321292775665396,0.41629449478586483,0.5651025693912974,0.3457974755405209,0.2193050938507765,0.388080157000528,2856.0930324357996,0.6119198429994719,0.3880801570005281,0.43489743060870256,84.71,52.05,58.279413839672635,66.99,70.12,False,False
2Q22,2022Q2,Q2,1980.9,7465.5,9446.4,17000.0,2104.0,2884.0,0.6868585298196949,2.5885922330097086,3.2754507628294034,0.5902215513287186,0.6440964034364898,0.4053987070135432,0.23869769642294658,0.3705931210753656,3147.2487294457965,0.6294068789246344,0.3705931210753656,0.3559035965635102,33.49,18.47,21.331689272503063,26.87,57.6,False,False
3Q22,2022Q3,Q3,1220.3,4805.4,6025.7,15600.0,2884.0,1902.0,0.6415878023133543,2.5264984227129337,3.168086225026288,0.5364835910339979,0.6872762666048655,0.3442013281486791,0.3430749384561864,0.49918054081944585,2436.6066007033096,0.5008194591805541,0.49918054081944585,0.3127237333951345,36.74,21.95,24.680833454033824,31.09,28.92,False,False
4Q22,2022Q4,Q4,1182.0,4783.0,5965.0,13500.0,1902.0,1818.0,0.6501650165016502,2.630913091309131,3.281078107810781,0.4470515539780129,0.5714021642384511,0.29065728096920307,0.28074488326924807,0.49132625117620443,2323.689796717708,0.5086737488237956,0.49132625117620443,0.42859783576154886,30.75,28.75,29.140506603160855,19.47,24.15,False,False
1Q23,2023Q1,Q1,2172.0,7760.0,9932.0,20400.0,1818.0,2484.0,0.8743961352657005,3.1239935587761676,3.998389694041868,0.41728122607164225,0.5738684597835932,0.36486909139597706,0.20899936838761618,0.3641938580601384,3416.1356060090416,0.6358061419398616,0.3641938580601384,0.42613154021640676,24.28,27.12,26.483622841424292,18.6,20.48,False,False
2Q23,2023Q2,Q2,2347.0,9144.0,11491.0,19100.0,2484.0,3397.0,0.690903738592876,2.691786870768325,3.3826906093612013,0.6004297324155334,0.6457876524048528,0.4148391468882122,0.2309485055166406,0.35762298126421277,3653.61762881703,0.6423770187357873,0.35762298126421266,0.3542123475951472,18.48,22.48,21.64422425474255,12.35,18.06,False,False
