carried_w,train_window,W1_n,W1_rmse_pct,W1_mae_pct,W1_bias_pct,W2_n,W2_rmse_pct,W2_bias_pct
0.0,all,12,6.881046483911386,5.411505494703046,4.092247189989104,10,5.650830989644681,3.6148225084959797
0.0,ex_covid,12,6.420383754354081,4.709540691234158,2.959403592724986,10,4.957713493218233,2.255410191779038
0.0,last3_ex_covid,12,6.39745881483157,4.6255746957116335,2.8754375972024615,10,4.922022466627815,2.1546509971520087
0.05,all,12,6.365205154409183,5.015513268446235,3.800785691546525,10,5.267864880505843,3.3682150939451567
0.05,ex_covid,12,5.923246382219307,4.35754085829707,2.734046357723328,10,4.607951134221704,2.0881278933573197
0.05,last3_ex_covid,12,5.902800016967266,4.28023176746318,2.6567372668894382,10,4.576358165438613,1.9953569843566519
0.1,all,12,5.866988614327755,4.629188444039695,3.5200298269415793,10,4.900400548532258,3.1307692416967123
0.1,ex_covid,12,5.4431836897029955,4.013750932269444,2.5181291465302276,10,4.273401159625892,1.9284884252030914
0.1,last3_ex_covid,12,5.425062620924232,3.9427751221798233,2.447153336440607,10,4.245659475795557,1.843317453095547
0.15,all,12,5.3864830562210075,4.251968124252515,3.249432786143011,10,4.548552687295082,2.901972291558681
0.15,ex_covid,12,4.980415317097227,3.6776622167816235,2.311162872938179,10,3.954457733758715,1.7760483957128836
0.15,last3_ex_covid,12,4.9644845170164595,3.612719317838327,2.246219973994882,10,3.9303460044616267,1.6981169169809274
0.2,all,12,4.924096341270475,3.883331548080651,2.9884902379495486,10,4.212698398463357,2.681354069558072
0.2,ex_covid,12,4.535532429321334,3.3488047778401273,2.1126976666174464,10,3.6518520456872805,1.6304029839595486
0.2,last3_ex_covid,12,4.52167420120319,3.289615484207866,2.0535083729851853,10,3.6311710453890225,1.559375831600835
0.25,all,12,4.480658916700215,3.5227959517945653,2.736736200380083,10,3.8935303377435067,2.468482517276688
0.25,ex_covid,12,4.109625454992401,3.0267435290161333,1.9223189724261698,10,3.3667252566772805,1.4911818437319924
0.25,last3_ex_covid,12,4.097738795914633,2.97304766126363,1.8686231046736665,10,3.349293833782814,1.4267468024289887
0.3,all,12,4.057573033483046,3.1699129286967995,2.493739410085466,10,3.5921257714089485,2.262959871279203
0.3,ex_covid,12,3.7044748265090073,2.7110747962027495,1.739644129850749,10,3.100717552349534,1.358045534997543
0.3,last3_ex_covid,12,3.6944748497543713,2.662629582720717,1.6911989163687162,10,3.086367144349949,1.2999112788191038
0.35,all,12,3.6570311996825025,2.824265216648588,2.25910011985353,10,3.3100315603684964,2.0644193121521495
0.35,ex_covid,12,3.322832137072449,2.401423292791385,1.56431936345449,10,2.8560658937580135,1.2306824044733011
0.35,last3_ex_covid,12,3.3146490133190247,2.3580018408971655,1.5208979115602708,10,2.8446324883700087,1.178576662200238
0.4,all,12,3.2823288289115076,2.5049118742125844,2.0324472648402074,10,3.049359801918309,1.8725220160477953
0.4,ex_covid,12,2.968821331955599,2.116887467710922,1.396017126580329,10,2.6356889561404064,1.108805850135941
0.4,last3_ex_covid,12,2.962397490631766,2.0782773997749913,1.357407058644398,10,2.6270011083424816,1.0624737686128238
0.45,all,12,2.9382884291934834,2.238083954472994,1.8134359476135888,10,2.8128773137693006,1.6869545525326124
0.45,ex_covid,12,2.6484674774065793,1.9080707656566218,1.2344337498364657,10,2.4432126565683285,0.9921519152000645
0.45,last3_ex_covid,12,2.643750367112919,1.8740729992572163,1.2004359834370602,10,2.4370743351180035,0.9513545955207781
0.5,all,12,2.631765623923073,2.0151209741902227,1.6017451998654693,10,2.604050835381865,1.5074265814740628
0.5,ex_covid,12,2.370262846965648,1.7445835053816772,1.0792873535118932,10,2.282855131317795,0.8804771658497714
0.5,last3_ex_covid,12,2.36718826440206,1.7150111595523452,1.0497150076825612,10,2.2790236350429876,0.8449903508545731
0.55,all,12,2.372060244497938,1.8053095404615427,1.397075985058933,10,2.4269782407014397,1.3336688090539859
0.55,ex_covid,12,2.14541030856177,1.6183857955681555,0.9303159893491433,10,2.1590650956154245,0.7735568142022387
0.55,last3_ex_covid,12,2.1438698313073266,1.5966412482889565,0.9049934015429398,10,2.157228091999721,0.7431697088347944
0.6,all,12,2.170735783857325,1.6135077094324766,1.1991494115993817,10,2.28610650484668,1.165431169076361
0.6,ex_covid,12,1.9869049990164958,1.5097603547395024,0.7872759823036285,10,2.07584202425425,0.6711830539214569
0.6,last3_ex_covid,12,1.9866974165405489,1.506523844573562,0.7660378228469183,10,2.075603596399506,0.6456972625734048
0.65,all,12,2.0399703260573987,1.508258094843839,1.007705130547921,10,2.1856486699190834,1.0024812007862771
0.65,ex_covid,12,1.9064090589453113,1.4485060939835062,0.6499404472457421,10,2.035819243184394,0.5731635808236624
0.65,last3_ex_covid,12,1.9072002442001668,1.46303215710828,0.6326309198666308,10,2.036708304264013,0.5523921479687288
0.7,all,12,1.9888634600485393,1.4355268458499408,0.8224998956020682,10,2.1287238715014456,0.8446025986255744
0.7,ex_covid,12,1.9092975620683228,1.4158835750628038,0.518097959175956,10,2.0394294551331402,0.47932027491424006
0.7,last3_ex_covid,12,1.9106398959076492,1.4294114565130733,0.5045700777256865,10,2.040937446381294,0.46308681717391664
0.75,all,12,2.0190921437778826,1.5176231036418104,0.643306266182006,10,2.116463438435813,0.6915939128739669
0.75,ex_covid,12,1.9912636529668457,1.537363009851069,0.39155135855384143,10,2.0845850682831593,0.38948802372016916
0.75,last3_ex_covid,12,1.9926924197681828,1.5472480770634671,0.3816662913414435,10,2.0862227781132954,0.3776259430652917
0.8,all,12,2.123380604463685,1.6005622964500563,0.4699114370847273,10,2.147499465808631,0.5432673830843482
0.8,ex_covid,12,2.1398939672416435,1.6589900581114057,0.27011667589338373,10,2.167079868209267,0.3035136696547358
