dump_date,n_listings,entire_home_share,private_room_share,multi_listing_share,median_price_eur,mean_price_eur,min_nights_30plus_share,listings_with_reviews_share,n_reviews_cumulative
2015-04-30,12033,0.5911244078783345,0.4065486578575584,0.5945317044793484,65.0,80.31546580237679,0.00016620959029335994,0.7161971245740879,157355
2015-07-17,14642,0.5570277284523972,0.43368392296134406,0.5948640896052452,65.0,80.07355552520147,0.0,0.75208304876383,203941
2015-09-04,14703,0.5322723253757736,0.45759368836291914,0.5581854043392505,60.0,78.00856967965721,0.006801333061280011,0.7920832483166701,224757
2015-10-02,14539,0.5375885549212464,0.45161290322580644,0.551413439713873,60.0,78.15833276016232,0.009698053511245615,0.8091340532361235,242562
2016-01-03,14855,0.5298552675866711,0.459643217771794,0.5369235947492427,59.0,76.06139347021205,0.00848199259508583,0.7440592393133625,232100
2016-11-07,17036,0.5081591922986617,0.48109884949518666,0.5743719182906786,60.0,85.43220239492838,0.019781638882366753,0.8446818501995773,381537
2016-12-08,17369,0.5044619724797053,0.4839081121538373,0.5749323507398238,60.0,83.88312510795095,0.021417467902585065,0.8253785479877943,388146
2017-01-04,17412,0.5016655180335401,0.4865035607626924,0.5793131173903056,60.0,83.75982081323225,0.02107741787273145,0.8222490236618424,390575
2017-02-09,17323,0.5009524909080413,0.48767534491716213,0.5692432026785199,60.0,86.55481152225366,0.021589793915603533,0.8043641401604803,384984
2017-03-06,17539,0.5036775186726723,0.4856035121728719,0.5680483493927818,62.0,91.55293916414847,0.022578254176406864,0.8022692285763157,394346
2017-04-08,17653,0.5024075228006571,0.4868294340905229,0.5669857814535773,62.0,92.09239222794993,0.02299892369568912,0.8034894918710701,411371
2017-05-07,17929,0.5015896034357744,0.48876122483127893,0.5681298455017012,65.0,94.35735400747393,0.022700652574042055,0.8216855373975124,435828
2017-06-05,18362,0.4962966997059144,0.4950985731401808,0.5676396906655048,65.0,95.54852412591221,0.023363468031804814,0.8209889990197147,456163
2017-07-06,18284,0.48266243710347845,0.5093524392911836,0.5590133450010939,65.0,96.53292496171517,0.022259899365565522,0.81081820170641,454407
2017-08-06,19060,0.4616998950682057,0.529800629590766,0.5626967471143757,65.0,96.81505771248689,0.02093389296956978,0.808604407135362,470379
2017-09-12,18284,0.4549879676219646,0.536862830890396,0.5608728943338438,60.0,95.98971778604245,0.022752133012469918,0.835976810325968,480416
2017-10-07,18126,0.4592298355952775,0.5319430652101953,0.5595829195630586,60.0,97.46353304645261,0.022233256096215383,0.8446430541763214,498411
2017-11-13,18380,0.4636017410228509,0.5275299238302503,0.5599020674646354,60.0,93.42263329706202,0.0235038084874864,0.8268770402611534,506663
2017-12-09,18690,0.4676832530765115,0.5234349919743179,0.5609951845906902,59.0,92.61407169609417,0.022953451043338683,0.8038523274478331,507824
2018-01-17,18760,0.4662046908315565,0.5247334754797441,0.561407249466951,59.0,93.61881663113006,0.022761194029850745,0.814818763326226,512365
2018-02-07,18531,0.46554422319356753,0.5248502509308726,0.557606173439102,59.0,96.33112082456424,0.02228697857643948,0.8044897738923965,500413
2018-04-12,19168,0.46749791318864775,0.5238418196994992,0.5584307178631052,60.0,98.3223080133556,0.02018989983305509,0.8229340567612687,546123
2018-05-14,18919,0.46292087319625774,0.5283048786933771,0.5609175960674454,60.0,99.16052645488662,0.019768486706485542,0.8280564511866377,547588
2018-06-09,17221,0.40212531211892455,0.588177225480518,0.5870739213750653,59.0,97.13547413042215,0.023343592125892806,0.8223680390221242,529675
2018-07-10,17788,0.4075781425680234,0.582752417360018,0.5981560602653474,60.0,97.06459410838768,0.023386552732178996,0.8299977512930066,553309
2018-08-18,19261,0.4243808732672239,0.5666372462488968,0.6188671408545766,55.0,89.46586366232283,0.12849800114220444,0.7908208296557812,561090
2018-09-11,19200,0.4476041666666667,0.5436458333333334,0.6214583333333333,58.0,103.77416666666667,0.13067708333333333,0.7997916666666667,571820
2018-10-10,18473,0.44968332160450386,0.5406809938829643,0.6211227196448871,57.0,113.63292372651979,0.1436150056839712,0.8086396362258431,577646
2018-11-07,18346,0.460972419055925,0.5295432246811294,0.6242777717213561,56.0,103.06197536247683,0.1504415131363785,0.8011010574512155,582931
2018-12-10,18871,0.4652641619416035,0.5253033755497853,0.6243972232526098,55.0,104.21827142175826,0.15144931376185683,0.7884584812675534,597176
2019-01-14,18033,0.48450063771973606,0.5051294848333611,0.6357788498863195,58.0,107.83369378361893,0.16308989075583652,0.7796816946708811,575424
2019-02-06,17763,0.4850532004728931,0.5043067049484884,0.6389686426842313,60.0,109.50458818893205,0.16342960085571132,0.7718290829251816,572598
2019-03-08,17807,0.4923344752063795,0.49682709047003987,0.6459819172235638,60.0,113.03543550289213,0.1649351378671309,0.773796821474701,576579
