object,target,window,prior_basis,predictor,n,mae_pct,rmse_pct,bias_pct,mae_musd,rmse_ratio_to_naive
guide_mid_next_q,guide_mid,W1,PIT,model,14,1.9860781645221146,2.520615193234461,1.1245897089270627,51.24059003955116,0.8688938786302233
guide_mid_next_q,guide_mid,W1,PIT,naive,14,2.48532264935596,2.900947118200569,0.621954111672357,66.22901858314026,
guide_mid_next_q,guide_mid,W1,PIT,trailing4,14,3.3331069300167253,4.005193345647641,1.847842420575606,90.48535614779725,
guide_mid_next_q,guide_mid,W1,PIT,street,14,1.966106592675089,2.499171924918037,-0.5073937012804314,54.285714285714285,
guide_mid_next_q,guide_mid,W1,full_sample,model,14,1.1710428267074877,1.25752112718374,-0.4207417321459546,33.12242414872992,0.43348640149075485
guide_mid_next_q,guide_mid,W1,full_sample,naive,14,2.48532264935596,2.900947118200569,0.621954111672357,66.22901858314026,
guide_mid_next_q,guide_mid,W1,full_sample,trailing4,14,3.3331069300167253,4.005193345647641,1.847842420575606,90.48535614779725,
guide_mid_next_q,guide_mid,W1,full_sample,street,14,1.966106592675089,2.499171924918037,-0.5073937012804314,54.285714285714285,
guide_mid_next_q,guide_mid,W2,PIT,model,10,1.7615821137894134,2.2366499432661215,0.8030258962823364,47.64747641073045,1.0489476030084277
guide_mid_next_q,guide_mid,W2,PIT,naive,10,2.010369384257277,2.1322799507347283,-0.09318009318403708,57.7264938399609,
guide_mid_next_q,guide_mid,W2,PIT,trailing4,10,2.6511458169878934,3.1779527838869512,0.5717755037703273,78.40684400048636,
guide_mid_next_q,guide_mid,W2,PIT,street,10,1.6094084260442618,2.0351047348376152,-0.012946812200268587,48.5,
guide_mid_next_q,guide_mid,W2,full_sample,model,10,1.047414106696975,1.1219084038597695,-0.4262803380095267,31.726669046898156,0.5261543651776067
guide_mid_next_q,guide_mid,W2,full_sample,naive,10,2.010369384257277,2.1322799507347283,-0.09318009318403708,57.7264938399609,
guide_mid_next_q,guide_mid,W2,full_sample,trailing4,10,2.6511458169878934,3.1779527838869512,0.5717755037703273,78.40684400048636,
guide_mid_next_q,guide_mid,W2,full_sample,street,10,1.6094084260442618,2.0351047348376152,-0.012946812200268587,48.5,
print_from_guide,revenue_musd,W1,PIT,model,14,1.0093723941205497,1.1936657145631377,0.4201775961416262,29.167359647161057,
print_from_guide,revenue_musd,W1,full_sample,model,14,0.9709488467698828,1.142222524291391,0.3553597031132565,28.671536662896074,
print_from_guide,revenue_musd,W2,PIT,model,10,1.0274736923528818,1.1720730448821006,0.27445818438868164,30.689146746640652,
print_from_guide,revenue_musd,W2,full_sample,model,10,1.0262022327714089,1.2378261481093065,0.47024380555448797,31.453676646227088,
print_kernel_policy,revenue_musd,W1,PIT,model,14,2.053025348445172,2.8590839216355013,1.5463247873407286,52.70397066717697,
print_kernel_policy,revenue_musd,W1,full_sample,model,14,1.0149344491004353,1.360337182056947,-0.0705754347537518,26.175475436571787,
print_kernel_policy,revenue_musd,W2,PIT,model,10,1.7896784598959243,2.6556343110701777,1.080297674349704,49.05325726408987,
print_kernel_policy,revenue_musd,W2,full_sample,model,10,1.140358631777645,1.5283672064909344,0.0416944007116933,29.824534837021247,
