price,cdf_decomp,cdf_anchor,cdf_final
60.0,1.25e-05,4e-06,9.525000000000001e-06
60.25,1.25e-05,4e-06,9.525000000000001e-06
60.5,1.5e-05,5e-06,1.15e-05
60.75,1.5e-05,5e-06,1.15e-05
61.0,1.5e-05,6e-06,1.185e-05
61.25,1.75e-05,8e-06,1.4174999999999999e-05
61.5,1.75e-05,8e-06,1.4174999999999999e-05
61.75,1.75e-05,9e-06,1.4524999999999999e-05
62.0,1.75e-05,1e-05,1.4874999999999999e-05
62.25,1.75e-05,1e-05,1.4874999999999999e-05
62.5,2e-05,1.1e-05,1.685e-05
62.75,2.25e-05,1.2e-05,1.8825e-05
63.0,2.75e-05,1.3e-05,2.2425e-05
63.25,4e-05,1.6e-05,3.16e-05
63.5,4e-05,1.7e-05,3.1950000000000004e-05
63.75,4.5e-05,2e-05,3.625e-05
64.0,5e-05,2.5e-05,4.125e-05
64.25,5.25e-05,3e-05,4.4625e-05
64.5,5.75e-05,3.8e-05,5.0675e-05
64.75,5.75e-05,4.4e-05,5.2774999999999995e-05
65.0,6e-05,4.7e-05,5.544999999999999e-05
65.25,6e-05,5.5e-05,5.825e-05
65.5,6.25e-05,6e-05,6.162500000000001e-05
65.75,6.75e-05,6.6e-05,6.6975e-05
66.0,8e-05,7e-05,7.65e-05
66.25,8.25e-05,7.8e-05,8.0925e-05
66.5,8.75e-05,8.9e-05,8.8025e-05
66.75,9.25e-05,0.000103,9.617499999999999e-05
67.0,9.75e-05,0.000111,0.00010222499999999999
67.25,0.0001075,0.00012,0.000111875
67.5,0.00012,0.000131,0.00012385
67.75,0.00012,0.000149,0.00013015
68.0,0.0001275,0.000167,0.000141325
68.25,0.000135,0.000186,0.00015285
68.5,0.000145,0.000214,0.00016915
68.75,0.000155,0.000229,0.0001809
69.0,0.0001675,0.00025,0.000196375
69.25,0.000175,0.000269,0.00020789999999999998
69.5,0.000185,0.000288,0.00022105
69.75,0.0002,0.000313,0.00023955
70.0,0.0002125,0.000338,0.000256425
70.25,0.00022,0.000362,0.0002697
