method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2023Q1,2022-08-02,2,2284.251353096462,2284.251353096462,W1,PIT,1,0,,,,,,,,,,,,,,,2022-08-02,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2023Q2,2022-11-01,2,2619.219109471513,2619.219109471513,W1,PIT,1,0,,,,,,,,,,,,,,,2022-11-01,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2023Q3,2023-02-14,2,3458.643529141853,3458.643529141853,W1,PIT,1,0,,,,,,,,,,,,,,,2023-02-14,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2023Q4,2023-05-09,2,2219.457720025898,2219.457720025898,W1,PIT,1,0,,,,,,,,,,,,,,,2023-05-09,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2024Q1,2023-08-03,2,2078.155992481169,2078.155992481169,W1,PIT,1,0,,,,,,,,,,,,,,,2023-08-03,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2024Q1,2023-08-03,2,2078.155992481169,2078.155992481169,W2,PIT,1,0,,,,,,,,,,,,,,,2023-08-03,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2024Q2,2023-11-01,2,2839.348389082309,2839.348389082309,W1,PIT,1,0,,,,,,,,,,,,,,,2023-11-01,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2024Q2,2023-11-01,2,2839.348389082309,2839.348389082309,W2,PIT,1,0,,,,,,,,,,,,,,,2023-11-01,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2024Q3,2024-02-13,2,3861.111826991671,3861.111826991671,W1,PIT,1,0,,,,,,,,,,,,,,,2024-02-13,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p3-guide,guide_mid,2024Q3,2024-02-13,2,3861.111826991671,3861.111826991671,W2,PIT,1,0,,,,,,,,,,,,,,,2024-02-13,frozen_revenue_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
