method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2023Q1,2022-08-02,2,1931.933437852317,1931.933437852317,W1,PIT,4,2,,,,,,,,,,,,,,,2022-08-02,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2023Q2,2022-11-01,2,2865.5637515623425,2865.5637515623425,W1,PIT,4,2,,,,,,,,,,,,,,,2022-11-01,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2023Q3,2023-02-14,2,3546.03204624615,3546.03204624615,W1,PIT,4,2,,,,,,,,,,,,,,,2023-02-14,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2023Q4,2023-05-09,2,2296.6417013697264,2296.6417013697264,W1,PIT,4,2,,,,,,,,,,,,,,,2023-05-09,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2024Q1,2023-08-03,2,2080.8888037468523,2080.8888037468523,W1,PIT,4,3,,,,,,,,,,,,,,,2023-08-03,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2024Q1,2023-08-03,2,2080.8888037468523,2080.8888037468523,W2,PIT,4,3,,,,,,,,,,,,,,,2023-08-03,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2024Q2,2023-11-01,2,2986.5905531600392,2986.5905531600392,W1,PIT,4,3,,,,,,,,,,,,,,,2023-11-01,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2024Q2,2023-11-01,2,2986.5905531600392,2986.5905531600392,W2,PIT,4,3,,,,,,,,,,,,,,,2023-11-01,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2024Q3,2024-02-13,2,3900.3547411135514,3900.3547411135514,W1,PIT,4,3,,,,,,,,,,,,,,,2024-02-13,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p3-revenue,revenue_musd,2024Q3,2024-02-13,2,3900.3547411135514,3900.3547411135514,W2,PIT,4,3,,,,,,,,,,,,,,,2024-02-13,frozen_fixed_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
