guest_fee_share,gbv_3Q26_musd,base_growth_step_pp,regional_fx_step_pp,ex_fx_step_pp,basis
0.0,26185.0,-2.1,-1.921794532566083,-0.17820546743391708,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.0,26300.0,-1.77,-1.921794532566083,0.151794532566083,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.0,26550.0,-1.05,-1.921794532566083,0.871794532566083,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.0,25900.0,-2.93,-1.921794532566083,-1.0082054674339171,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.0,27000.0,0.25,-1.921794532566083,2.171794532566083,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.5,26185.0,-2.1,-2.0886568761900097,-0.011343123809990363,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.5,26300.0,-1.77,-2.0886568761900097,0.3186568761900097,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.5,26550.0,-1.05,-2.0886568761900097,1.0386568761900097,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.5,25900.0,-2.93,-2.0886568761900097,-0.8413431238099904,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.5,27000.0,0.25,-2.0886568761900097,2.3386568761900097,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.8245614035087718,26185.0,-2.1,-2.1948607919336887,0.09486079193368857,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.8245614035087718,26300.0,-1.77,-2.1948607919336887,0.42486079193368864,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.8245614035087718,26550.0,-1.05,-2.1948607919336887,1.1448607919336886,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.8245614035087718,25900.0,-2.93,-2.1948607919336887,-0.7351392080663115,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
0.8245614035087718,27000.0,0.25,-2.1948607919336887,2.4448607919336887,conditional FX scenario paired with B4 GBV sensitivity; not adopted guide bridge
