quarter,y,non_usd_share,x0,x1,x2
2023Q1,-4.0,0.5682066563792129,-3.132563885070998,-6.469493374651664,-8.909789408544453
2023Q2,-1.0,0.5871013772985617,0.9055000997037858,-3.9285006499275985,-7.924844919319755
2023Q3,4.0,0.6156482097981085,6.574310099543009,1.036529816463761,-4.177468709349614
2023Q4,3.0,0.5930763534904567,4.479560809847534,5.9855380467613415,0.7260940775334479
2024Q1,0.0,0.5904143545073961,1.8565641495077032,4.517225759868567,5.995641740920748
2024Q2,0.0,0.5895506110061693,-1.1923226617003595,1.8610808787709396,4.636319189048103
2024Q3,0.0,0.6245097379302886,-0.8588339542164298,-1.093897973034299,1.8924131031011449
2024Q4,0.0,0.6074287518534456,-3.557875721759195,-1.8878418763039648,-1.4527751891120386
2025Q1,-2.0,0.5967108746424924,-7.059177193544153,-4.3202935155652815,-2.5545719176482784
2025Q2,0.0,0.609466088042687,1.141676735447833,-5.613899337990875,-2.850739915659075
2025Q3,1.13,0.641002487956059,3.5881758366146927,1.8773719864350233,-5.077802720227866
2025Q4,1.93,0.6299363679415484,5.546545826311108,2.6116721955443176,0.1559546042521107
2026Q1,3.66,0.6213876696078358,9.44399175143047,5.535581704460661,2.341879196478518
2026Q2,4.61,0.6112725651391036,3.620166609645471,9.431385537280997,5.9181112507279465
