quarter,y,non_usd_share,x0,x1,x2
2023Q1,-4.0,0.5116336633663365,-3.419328585917536,-6.696111716236923,-9.362975213662331
2023Q2,-1.0,0.5385265700483092,0.7575736497682736,-4.5496357823857005,-8.789165242672695
2023Q3,4.0,0.5772887842213718,6.6977765107417335,0.9362739864192349,-4.822866008244277
2023Q4,3.0,0.5447565374211001,4.494595590876243,6.053000908739087,0.6078719693140777
2024Q1,0.0,0.5408123249299719,1.8288262791037069,4.565285392671578,6.097499074634134
2024Q2,0.0,0.5418085880640465,-1.1961449133565956,1.7079903792730302,4.64108437124832
2024Q3,0.0,0.5890058949624866,-0.09728467745062438,-1.0533286630582037,1.761797073527735
2024Q4,0.0,0.5633790322580645,-3.1479511596077203,-1.501362493369249,-1.5047305315676638
2025Q1,-2.0,0.548987676056338,-6.828972413200035,-4.1987861834549,-2.4178272052071073
2025Q2,0.0,0.567984496124031,2.1844075883607834,-4.8342765955633595,-2.150543848868685
2025Q3,1.13,0.6108034188034187,4.193959624759785,3.0217669866123367,-4.21461564599631
2025Q4,1.93,0.5930345572354211,5.924087387355578,3.0073955167718487,0.7514141970459732
2026Q1,3.66,0.581598207617625,9.767927914722964,5.929487587937088,2.6553028788227615
2026Q2,4.61,0.5703824833702882,3.48926850180923,9.63975307128458,6.334940157564572
