quarter,region,adr_sign_statement,adr_usd,adr_usd_anchored,adr_yoy_exfx_exmix_pct,adr_yoy_exfx_pct,adr_yoy_reported_pct,fx_contribution_pp,nights_m,nights_share_pct,raw_gbv_musd,gbv_musd,nights_band_fraction,gbv_sensitivity_lo,gbv_sensitivity_hi,print_date,basis,interval_basis
2021Q1,apac,,112.49191762940684,112.49136562351428,,,,9.370474,6.362874251497007,9.880239520958083,715.7684138415946,716.2999018026154,0.05,612.4364160412362,827.3263865820209,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q1,emea,,126.80068455520652,126.80006233517038,,,,8.809840000000001,25.30153027278776,39.28809048569528,3208.235615764688,3210.6178647895445,0.05,2745.0782743950604,3708.2636338319244,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q1,latam,,97.80390688107516,97.8034269503028,,,,-6.975248000000001,8.312441783100466,12.907518296739854,812.9852927121112,813.5889682686287,0.05,695.6185678696776,939.6952583502663,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q1,na,,227.46429485483333,227.46317867125543,,,,0.4528000000000001,24.423153692614772,37.92415169660679,5555.368172098766,5559.493265139212,0.05,4753.366741694026,6421.21472123579,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q2,apac,,113.63921975514786,113.63866211936164,,,,8.692192,8.210479041916166,9.880239520958083,933.0278536824113,931.8853091412665,0.05,796.7619393157828,1076.327532058163,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q2,emea,,128.09392142058624,128.09329285454422,,,,10.10672,32.648403193612765,39.288090485695264,4182.041471512676,4176.920328949504,0.05,3571.2668812518264,4824.342979936679,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q2,latam,,98.80140636935042,98.80092154377664,,,,4.362754000000001,10.726147704590815,12.90751829673985,1059.753277828237,1058.4555509514196,0.05,904.9794960634637,1222.51616134889,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q2,na,,229.78419724886024,229.7830696813552,,,,1.3486,31.51497005988024,37.92415169660679,7241.606561275284,7232.73881095781,0.05,6183.991683368927,8353.81332665627,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q3,apac,,104.9816638369793,104.98114868443972,,,,0.8570760000000001,7.874550898203593,9.880239520958083,826.6793986674998,827.5697894612739,0.05,707.5721699893892,955.8431068277714,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q3,emea,,118.33514016649391,118.33455948749008,,,,2.24744,31.31260811709913,39.28809048569528,3705.363687941332,3709.3546204850068,0.05,3171.498200514681,4284.304586660183,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q3,latam,,91.27426299156778,91.2738151022254,,,,3.37311,10.287292082501663,12.907518296739854,938.9603954408441,939.9717206210369,0.05,803.6758211309865,1085.6673373172978,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q3,na,,212.27818531847328,212.277143654222,,,,0.6626000000000001,30.22554890219561,37.92415169660679,6416.193186339089,6423.103869432681,0.05,5491.7538083649415,7418.684969194747,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q4,apac,,108.12090769023392,108.12037713320004,,,,-2.091348,7.252095808383234,9.880239520958083,784.0993338084944,785.8435815892768,0.05,671.8962622588317,907.6493367356148,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q4,emea,,121.8736901171648,121.87309207424308,,,,-2.431,28.837458416500336,39.28809048569528,3514.5102247813015,3522.3283370992094,0.05,3011.5907282198236,4068.2892293495875,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q4,latam,,94.0036174196093,94.00315613712937,,,,-1.390846,9.474118429807053,12.907518296739854,890.5970340188073,892.5781884888837,0.05,763.1543511579955,1030.9278077046608,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2021Q4,na,,218.6258937094917,218.62482089658087,,,,0.253,27.836327345309385,37.92415169660679,6085.712080286861,6099.24989282263,0.05,5214.858658363349,7044.633626210138,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q1,apac,,124.00416676593302,124.0207667141098,,15.514675576757016,10.233845576757016,-5.28083,9.489922354133192,9.294732961932608,1176.9474464169682,1183.188363775212,0.05,1011.6260510278064,1366.5825601603701,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q1,emea,,135.1783775178585,134.48556221053045,,12.351417708392804,6.606977708392803,-5.744440000000001,45.665762601546135,44.72650597604911,6141.385757241547,6173.951256315209,0.05,5278.728324149504,7130.913701044067,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q1,latam,,98.10703560929664,97.87474352541167,,-1.3043588063169247,0.3099351936830752,1.614294,13.512817596412772,13.234885011178031,1322.56355655457,1329.5766223313049,0.05,1136.7880120932657,1535.6609987926572,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q1,na,,253.7855483535137,253.30540715698885,,11.589597870108996,11.571597870108995,-0.018,33.4314974479079,32.74387605084026,8468.379072910144,8513.283757578274,0.05,7278.8576127294245,9832.842740002909,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q2,apac,,120.80943812848145,120.82561041094986,,13.620923583179174,6.309633583179175,-7.31129,9.63863808152411,9.294732961932604,1164.5943297303775,1169.4303595452677,0.05,999.862957411204,1350.6920652747842,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q2,emea,,131.69576685175318,131.0208005970861,,13.936758496045538,2.811878496045539,-11.12488,46.38138669716292,44.7265059760491,6076.926417865324,6102.161125427822,0.05,5217.347762240788,7047.996099869136,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q2,latam,,95.57949670176852,95.35318917624151,,-5.783961754997042,-3.2609957549970425,2.5229660000000003,13.72457575659162,13.234885011178031,1308.6820684819386,1314.1164290483823,0.05,1123.5695468363667,1517.804475550882,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q2,na,,247.24725226039357,246.77948097748177,,7.904363265104142,7.5997632651041425,-0.3046,33.95539946472135,32.743876050840264,8379.495856286998,8414.292085978528,0.05,7194.219733511641,9718.5073593052,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q3,apac,,113.70874051806062,113.72396225817693,,16.69399729309427,8.312953293094271,-8.381044,11.865282943846411,11.900985901551064,1349.3669896885797,1353.3609925040553,0.0,1218.0248932536497,1488.6970917544609,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q3,emea,,123.95521419731352,123.31991977082372,,19.16212581899876,4.749285818998761,-14.41284,39.31403448536421,39.43233147980362,4848.203578602512,4862.553817559675,0.0,4376.298435803707,5348.809199315643,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q3,latam,,89.96171456198493,89.74870849146528,,-1.1103568725961763,-1.4380268725961765,-0.3276699999999999,13.42729248363326,13.467695570344294,1205.0821589432442,1208.649091862516,0.0,1087.7841826762644,1329.5140010487676,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q3,na,,232.7150435149032,232.27476596495012,,9.927394433285397,9.627394433285396,-0.3,35.09339008715612,35.198987048301014,8151.308969410889,8175.436098073755,0.0,7357.89248826638,8992.979707881132,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q4,apac,,111.61037206144016,111.62531290125656,,12.848278434944376,3.2273724349443755,-9.620906,8.975699767697519,10.1765303488634,1001.9152950769713,1006.4260975349939,0.0,905.7834877814945,1107.0687072884934,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
2022Q4,emea,,121.66775845450752,121.04418768073906,,10.922628614576844,-0.1689713854231556,-11.0916,36.51089743421566,41.39557532223998,4419.431921419414,4439.328997022666,0.0,3995.3960973203993,4883.261896724933,2026-09-12,retrospective reconstructed quarterly GBV; not disclosed; current research vintage,letter nights band and assumed +/-10% ADR; not confidence interval
