quarter,USD,CAD,EUR,GBP,BRL,MXN,AUD,JPY,KRW,INR
2018Q1,,,,,,,,,,
2018Q2,,,,,,,,,,
2018Q3,,,,,,,,,,
2018Q4,,,,,,,,,,
2019Q1,0.0,-4.898507985816392,-7.595677050222505,-6.462766793449237,-13.83640331415662,-2.573941747242059,-9.378789384752995,-1.7399163429507092,-4.769426910571561,-8.620545318914996
2019Q2,0.0,-3.5419580276542906,-5.721802123699138,-5.523019837241005,-8.148702884833304,1.4123464583382983,-7.487660494881254,-0.716794324992065,-7.43211945288107,-3.6428860754675663
2019Q3,0.0,-1.0071836038445303,-4.368445992997838,-5.3800086744557944,-0.46291758579711795,-2.3965752240077465,-6.241028892638356,3.877100178073456,-6.11452659781504,-0.4013091623378151
2019Q4,0.0,0.06972456234861646,-2.9804001747163356,0.08267158770667304,-7.4465127575760075,2.9682693631168044,-4.6904568802378925,3.7173797222092686,-4.14331633598104,1.170704733128769
2020Q1,0.0,-0.9520945495502309,-2.925236137630871,-1.6605345791755655,-15.004939710483423,-3.2015285212417033,-7.574838305792298,1.1200031429217772,-5.674725132893899,-2.749642245742101
2020Q2,0.0,-3.4173664372057266,-1.9795717180568606,-3.4327892040538655,-26.978826596214212,-17.925404408435554,-6.056477609578903,2.242260359271886,-4.36939693009516,-8.338315807664143
2020Q3,0.0,-0.8715231831294967,5.145843636873937,4.822417365273868,-26.243916686863813,-12.049187024304786,4.290151960372768,1.122229655429674,0.4935641138098079,-5.353328201339802
2020Q4,0.0,1.3407368856608315,7.7433180253211775,2.63965781995541,-23.66340709761622,-6.2556318333174765,7.029588001701881,4.055922328007289,5.192299868817285,-3.4850984109759175
2021Q1,0.0,6.068628659890152,9.326774556748951,7.720229164839099,-18.944518182587522,-2.3920276044508526,17.392286882889852,2.7737017449553703,7.055847667104409,-0.6591660736762317
2021Q2,0.0,12.812183605746785,9.43131881179269,12.64373371203813,1.5442074722420207,16.35312943340621,17.080330556861533,-1.7558935005642873,8.75310975471486,2.8400202586218226
2021Q3,0.0,5.7621232785578735,0.8003990981418685,6.625869719403754,2.844987422430245,10.270061758044434,2.734960892813265,-3.595522333969403,2.4437433443530665,0.33638266743081235
2021Q4,0.0,3.3278412007616165,-4.166211558147637,2.028711030199082,-3.541405703474021,-1.0298961004566287,-0.4109849974947566,-8.100076042757621,-5.605613875636351,-1.5182675257528477
2022Q1,0.0,-0.024765877356225374,-6.8931584426832,-2.733461965948991,4.883741695535981,-0.808119725784262,-6.228632543432422,-8.82450427939382,-7.634737618464094,-3.0560932165207166
2022Q2,0.0,-3.815142573952146,-11.68656443980951,-10.191520048053281,7.497088816031949,-0.1897406919778244,-7.274499893116082,-15.604659676587096,-11.036641180998952,-4.453622643743493
