quarter,y,non_usd_share,x0,x1,x2
2023Q1,-4.0,0.604929476405115,-2.9751268421256216,-6.345077358764613,-8.660985309392931
2023Q2,-1.0,0.6186323925311819,0.9890887248712771,-3.5775165508159437,-7.436444450269828
2023Q3,4.0,0.6405481878040604,6.502080200777725,1.0951811402079168,-3.799900582845017
2023Q4,3.0,0.6244418481319691,4.471046794552854,5.947334641097859,0.793041832584017
2024Q1,0.0,0.622612163180461,1.8722038691240421,4.490127818643958,5.938210506404787
2024Q2,0.0,0.620541046951056,-1.190156347151262,1.9478470590798145,4.633618455434034
2024Q3,0.0,0.6475560921374584,-1.3084762186143353,-1.1178513493413211,1.9695328497752824
2024Q4,0.0,0.636022429485535,-3.7935754370313473,-2.1100610086198492,-1.4229017427408672
2025Q1,-2.0,0.6276890912685927,-7.189872267984337,-4.389277355915842,-2.632206536464992
2025Q2,0.0,0.6363927354284812,0.5375746150752925,-6.065570783671629,-3.256395821440449
2025Q3,1.13,0.6606053924937375,3.2245925929854744,1.1905215716499484,-5.595875937850454
2025Q4,1.93,0.6538901748911398,5.324283003884819,2.3787055731872724,-0.19459893313601423
2026Q1,3.66,0.6472159168646392,9.25503597513048,5.305811766936842,2.1590554740320593
2026Q2,4.61,0.637815249796054,3.6961522483146583,9.310429318654874,5.67614434054629
