quarter,origin,destination,nights_m,origin_share_of_destination,cross_border_country_assumption,print_date,basis
2021Q1,na,na,16.547936228357216,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,emea,na,2.4796935133668994,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,latam,na,3.7311229584146735,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,apac,na,1.664400992475984,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,na,emea,4.413879732218862,0.1744510978043912,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,emea,emea,18.23545087691107,0.7207252162341983,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,latam,emea,1.5022678386850163,0.059374584165003325,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,apac,emea,1.149931824972809,0.04544910179640719,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,na,latam,1.4501145944969676,0.17445109780439122,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,emea,latam,1.5022678386850163,0.18072521623419827,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,latam,latam,4.982266337141641,0.5993745841650033,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,apac,latam,0.3777930127768416,0.04544910179640719,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,na,apac,0.33137138751275697,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,emea,apac,0.2607500401899393,0.04097991408970436,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,latam,apac,0.045174839989072645,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q1,apac,apac,5.7255779838052385,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,na,na,21.35300466733672,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,emea,na,3.1997287416271636,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,latam,na,4.81453909696055,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,apac,na,2.1476975539558114,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,na,emea,5.69554977868614,0.17445109780439125,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,emea,emea,23.53052745141785,0.7207252162341983,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,latam,emea,1.9384853632721242,0.05937458416500332,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,apac,emea,1.483840600236652,0.04544910179640718,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,na,latam,1.871188242277919,0.17445109780439125,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,emea,latam,1.9384853632721242,0.18072521623419824,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,latam,latam,6.428980320131525,0.5993745841650033,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,apac,latam,0.48749377890924717,0.04544910179640718,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,na,apac,0.4275925823340077,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,emea,apac,0.3364647257730427,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,latam,apac,0.058292378929999,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q2,apac,apac,7.388129354879117,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,na,na,20.479355860249534,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,emea,na,3.0688132455798427,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,latam,na,4.6175543444976626,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,apac,na,2.05982545186857,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,na,emea,5.462518861146635,0.17445109780439122,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,emea,emea,22.567786256052983,0.7207252162341983,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,latam,emea,1.8591730860744686,0.059374584165003325,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,apac,emea,1.4231299138250444,0.04544910179640719,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,na,latam,1.794629397226837,0.17445109780439122,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,emea,latam,1.8591730860744689,0.18072521623419827,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,latam,latam,6.165941414133366,0.5993745841650033,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,apac,latam,0.4675481850669918,0.04544910179640719,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,na,apac,0.4100978196392349,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,emea,apac,0.3226984193033876,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,latam,apac,0.055907371849830585,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q3,apac,apac,7.0858472874111404,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,na,na,18.86053601182329,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,emea,na,2.82623453231569,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,latam,na,4.252553185522315,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,apac,na,1.8970036156480936,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,na,emea,5.0307262786469655,0.17445109780439125,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,emea,emea,20.783883452876907,0.7207252162341983,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,latam,emea,1.7122121018552827,0.059374584165003325,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,apac,emea,1.310636583121183,0.04544910179640719,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,na,latam,1.652770360808656,0.17445109780439125,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,emea,latam,1.7122121018552825,0.18072521623419827,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,latam,latam,5.678545794195597,0.5993745841650033,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,apac,latam,0.43059017294751817,0.04544910179640719,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,na,apac,0.3776810534695087,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,emea,apac,0.2971902631978501,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,latam,apac,0.05148809402481261,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2021Q4,apac,apac,6.5257363976910625,0.8998414486123419,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,na,na,22.651550031139255,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,emea,na,3.394314608468728,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,latam,na,5.107326810942909,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,apac,na,2.27830599735701,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,na,emea,6.878260723803768,0.1506218298338652,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,emea,emea,34.05487382276982,0.7457419274898259,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,latam,emea,2.7801531381044,0.06088047105141896,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,apac,emea,1.9524749168681488,0.04275577162488999,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,na,latam,2.035325312582944,0.15062182983386518,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,emea,latam,2.7801531381044,0.2057419274898259,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,latam,latam,8.11958820256441,0.6008804710514191,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,apac,latam,0.5777509431610194,0.04275577162488999,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,na,apac,0.49422456166528633,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,emea,apac,0.38889620279034326,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,latam,apac,0.06737611131570423,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q1,apac,apac,8.539425478361858,0.8998414486123419,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,na,na,23.006520452782972,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,emea,na,3.4475066101685323,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,latam,na,5.187363274189812,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,apac,na,2.314009127580039,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,na,emea,6.986049334558772,0.1506218298338652,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,emea,emea,34.588544715193244,0.7457419274898259,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,latam,emea,2.823720670141295,0.06088047105141895,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,apac,emea,1.9830719772696082,0.042755771624889985,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,na,latam,2.067220714151335,0.1506218298338652,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,emea,latam,2.823720670141295,0.2057419274898259,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,latam,latam,8.246829545601656,0.600880471051419,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,apac,latam,0.5868048266973329,0.042755771624889985,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,na,apac,0.5019695107217451,0.05207888360119557,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,emea,apac,0.39499056052261095,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,latam,apac,0.06843195635101397,0.007099753696758076,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q2,apac,apac,8.673246053928741,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,na,na,23.777567324351136,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,emea,na,3.563047297511345,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,latam,na,5.361213997616693,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,apac,na,2.39156146767695,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,na,emea,6.365545277067256,0.16191534042218472,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,emea,emea,28.36070120441911,0.7213887248070967,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,latam,emea,2.4355594612181504,0.06195139962358374,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,apac,emea,2.152228542659694,0.05474453514713489,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,na,latam,2.1740846334357213,0.16191534042218472,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,emea,latam,2.4355594612181504,0.18138872480709664,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,latam,latam,8.082577503678268,0.6019513996235838,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,apac,latam,0.7350708853011211,0.05474453514713489,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,na,apac,0.6179306893278284,0.05207888360119557,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,emea,apac,0.48623827568886047,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,latam,apac,0.08424058644365409,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q3,apac,apac,10.676873392386069,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,na,na,20.610052134483507,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,emea,na,3.0883979659320904,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,latam,na,4.647022905570432,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,apac,na,2.072970958688639,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,na,emea,5.792269346295119,0.15864494584750957,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,emea,emea,26.668276796651455,0.7304196464823038,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,latam,emea,2.341201714572823,0.0641233680654149,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,apac,emea,1.7091495766962583,0.046812039604771635,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,na,latam,1.9505330783240322,0.15864494584750957,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,emea,latam,2.341201714572823,0.19041964648230383,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,latam,latam,7.42767194066658,0.6041233680654149,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,apac,latam,0.575552099848727,0.04681203960477163,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,na,apac,0.46744442344119713,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,emea,apac,0.3678234053752238,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,latam,apac,0.06372525760670106,0.007099753696758076,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2022Q4,apac,apac,8.076706681274397,0.8998414486123419,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,na,na,25.65400354686917,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,emea,na,3.844229595111157,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,latam,na,5.784300851060107,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,apac,na,2.580294507735743,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,na,emea,7.538973268943556,0.14382246994514486,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,emea,emea,38.743261317763135,0.739112786008288,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,latam,emea,3.3127964229775277,0.06319886634176049,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,apac,emea,2.8235741764107365,0.05386587770480669,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,na,latam,2.392887837741553,0.14382246994514486,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,emea,latam,3.312796422977528,0.19911278600828802,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,latam,latam,10.035895166862396,0.6031988663417606,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,apac,latam,0.8962090810863386,0.05386587770480669,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,na,apac,0.7385190766529454,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,emea,apac,0.5811270561520009,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,latam,apac,0.1006800296401273,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q1,apac,apac,12.760451642015992,0.8998414486123422,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,na,na,24.819083621554704,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,emea,na,3.7191175875222457,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,latam,na,5.596048439472955,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
