year,quarter,qn,source,revenue,share_revenue_pct,share_adj_ebitda_pct,share_total_cash_costs_pct,margin_actual_pct,margin_if_costs_flat_pct,margin_discretionary_timing_pp,share_cor_pct,cor_pct_rev,share_ops_pct,ops_pct_rev,share_pd_pct,pd_pct_rev,share_sm_pct,sm_pct_rev,share_ga_pct,ga_pct_rev
2022,2022Q1,1,actual,1508.937,17.964703420008014,7.888391319324836,23.286595321274405,15.176246589486508,8.934998611605383,6.241247977881125,24.192946862288416,24.031685882180632,22.653848555352315,14.667080202818276,25.674684581422103,16.23997555895309,23.070239577128714,21.432902765324197,22.856179640326264,11.097812566064722
2022,2022Q2,2,actual,2104.107,25.050521141017025,24.491904925938684,25.345559155047965,33.79105720383992,34.69374418696388,-0.9026869831239637,26.02658386700995,18.540264349674235,24.716695105486355,11.47612740226614,24.110112044054876,10.936611113408206,24.958679454575936,16.62852697129946,25.36442352838409,8.832060346740922
2022,2022Q3,3,actual,2884.41,34.34044641473125,50.18945918015846,25.969652434096602,50.512929853938935,52.36067341328036,-1.8477435593414242,26.763267748764246,13.907488879874915,27.756151536771032,9.401021352720313,24.126770922608507,7.983504425515096,25.434623656681016,12.361418799685202,24.75473068145835,6.287906365599898
2022,2022Q4,4,actual,1902.0,22.64432902424372,17.430244574578023,25.398193089581028,26.603575184016822,27.75428496319664,-1.1507097791798166,23.017201521937395,18.138801261829652,24.873304802390294,12.77602523659306,26.088432451914517,13.091482649842272,26.536457311614342,19.558359621451103,27.0246661498313,10.410094637223974
2023,2023Q1,1,actual,1818.0,18.332156902289,7.172187243361621,24.84035759897829,14.411441144114413,13.861386138613863,0.5500550055005498,25.13211978860834,23.54235423542354,23.881932021466906,14.686468646864686,26.361867704280154,14.906490649064907,25.842008573178198,23.212321232123212,23.207776427703525,10.506050605060507
2023,2023Q2,2,actual,2484.0,25.047897549662196,22.419928825622776,26.580459770114942,32.971014492753625,36.95652173913043,-3.9855072463768053,25.36699941280094,17.391304347826086,26.65474060822898,11.996779388083736,25.291828793774318,10.466988727858293,27.556644213104715,18.115942028985508,26.60996354799514,8.816425120772946
2023,2023Q3,3,actual,3397.0,34.2543107794696,50.205310703531346,24.952107279693486,53.98881365911098,53.90050044156609,0.08831321754489352,26.952436876100997,13.511922284368561,26.74418604651163,8.801884015307625,23.735408560311285,7.182808360317928,22.6576852418861,10.891963497203415,24.544349939246658,5.946423314689432
2023,2023Q4,4,actual,2218.0,22.36563476857921,20.202573227484258,23.627075351213282,33.27321911632101,29.395852119026145,3.877366997294864,22.548443922489724,17.31289449954914,22.719141323792485,11.45175834084761,24.610894941634243,11.406672678088368,23.943661971830984,17.628494138863843,25.637910085054678,9.513074842200181
2024,2024Q1,1,actual,2142.0,19.293820933165197,10.492452363276417,24.330831327007505,19.79458450046685,17.58870214752568,2.2058823529411704,25.559105431309906,22.408963585434172,22.315436241610737,12.418300653594772,24.786324786324787,13.53874883286648,24.216380182002023,22.362278244631185,24.75027746947836,10.410830999066294
2024,2024Q2,2,actual,2748.0,24.752296883444423,22.12323682256867,26.256904121229287,32.532751091703055,35.76237263464338,-3.229621542940322,26.943556975505857,18.41339155749636,26.34228187919463,11.426491994177583,23.931623931623932,10.189228529839884,26.643073811931245,19.17758369723435,26.85904550499445,8.806404657933042
2024,2024Q3,3,actual,3732.0,33.615564763105745,48.45335313041326,25.12392012462824,52.46516613076098,52.699624866023576,-0.2344587352625993,24.76038338658147,12.459807073954984,29.110738255033556,9.29796355841372,25.128205128205128,7.877813504823151,23.811931243680487,12.620578778135048,23.307436182019977,5.627009646302251
2024,2024Q4,4,actual,2480.0,22.338317420284632,18.93095768374165,24.288344427134966,30.846774193548388,28.820564516129032,2.026209677419356,22.736954206602768,17.217741935483872,22.231543624161073,10.685483870967742,26.153846153846153,12.338709677419354,25.32861476238625,20.201612903225808,25.083240843507213,9.112903225806452
2025,2025Q1,1,actual,2272.0,18.560575116412057,9.704444961601117,23.350956696878146,18.35387323943662,12.588028169014088,5.765845070422532,24.256951102588687,22.27112676056338,22.797089733225544,12.411971830985916,25.280478683620046,14.876760563380282,21.843434343434343,22.843309859154928,23.618090452261306,10.34330985915493
2025,2025Q2,2,actual,3096.0,25.29205130299812,24.272748429136605,25.84340382678751,33.68863049095607,35.85271317829457,-2.1640826873384995,26.07861936720997,17.57105943152455,24.97978981406629,9.98062015503876,24.75691847419596,10.691214470284237,26.893939393939394,20.63953488372093,24.522613065326635,7.881136950904393
2025,2025Q3,3,actual,4095.0,33.45314925251205,47.730975098906214,25.730110775427995,50.085470085470085,51.5018315018315,-1.4163614163614113,26.3183125599233,13.406593406593407,27.72837510105093,8.376068376068377,24.906507105459983,8.131868131868131,24.62121212121212,14.285714285714286,25.829145728643216,6.275946275946276
2025,2025Q4,4,actual,2778.0,22.694224328077773,18.29183151035606,25.075528700906343,28.293736501079916,28.509719222462206,-0.21598272138228936,23.346116970278043,17.530597552195825,24.494745351657237,10.907127429805616,25.05609573672401,12.059035277177825,26.641414141414142,22.786177105831534,26.030150753768844,9.323254139668826
2026,2026Q1,1,actual,2678.0,18.76908539319198,10.11175362805249,23.633073473249492,19.38013442867812,14.71711702820171,4.663017400476409,24.239426934369614,21.69529499626587,22.847091747791392,11.239731142643764,25.013440683920873,14.002987303958177,23.078500625994383,25.989544436146378,22.641566133992644,8.439133681852129
2026,2026Q2,2,actual,3608.0,25.28710235199278,24.568249181067802,25.690978898432867,34.950110864745014,36.69967832636479,-1.749567461619776,26.408876505087722,17.544345898004433,24.51697885228113,8.952328159645234,24.946738175430415,10.365853658536585,26.792282335924515,22.394678492239468,22.741750054939512,6.291574279379158
2026,2026Q3,3,M6_l0_rw,4804.0355,33.66966113944202,47.952533238409416,25.645050148084895,51.23257981963963,52.45922712301443,-1.226647303374797,26.32604360810606,13.1350936229563,28.09187918859561,7.7038914335786135,24.878771024872,7.763910998619663,24.208482114491186,15.197179790018707,27.164666742924794,5.644170812565696
2026,2026Q4,4,M6_l0_rw,3178.1078,22.274151115373225,17.367463952470295,25.030897480232735,28.04843668171495,28.13725179539982,-0.08881511368486983,23.025652952436605,17.365892757055907,24.544050211331868,10.174502349875734,25.161050115776707,11.869104998088664,25.92073492358992,24.596897777832282,27.452017068143054,8.621991912811065
2026,2026Q1,1,actual,2678.0,18.76908539319198,10.05333424301807,23.71048323049383,19.38013442867812,14.995547762985451,4.384586665692668,24.459977638677746,21.69529499626587,23.028168081197567,11.239731142643764,24.987514999646756,14.002987303958177,23.078500625994383,25.989544436146378,22.628167068274166,8.439133681852129
2026,2026Q2,2,actual,3608.0,25.28710235199278,24.426309210878202,25.775129292250586,34.950110864745014,36.90634060678355,-1.9562297420385377,26.649166687234104,17.544345898004433,24.711290000753536,8.952328159645234,24.920881626314365,10.365853658536585,26.792282335924515,22.394678492239468,22.728291701319627,6.291574279379158
2026,2026Q3,3,M1_b_elastic_rw,4804.0355,33.66966113944202,47.9939780646918,25.54848518390281,51.57482662800032,52.61443778033594,-1.039611152335624,25.9934573777468,12.852213084290709,27.909635064666336,7.593728309233976,24.970814256818784,7.80072011728064,24.208482114491183,15.197179790018703,27.215872279485264,5.658158548554265
2026,2026Q4,4,M1_b_elastic_rw,3178.1078,22.274151115373225,17.526378481411935,24.965902293352773,28.46956280395566,28.37186860347376,0.09769420048190014,22.897398296341347,17.113450823141896,24.35090685338256,10.015061491161555,25.120789117220095,11.862407896260516,25.92073492358992,24.596897777832282,27.427668950920946,8.619445685026694
