base,scenario,variant,quarter,horizon_q,revenue,revenue_base,cor,ops,pd,sm,ga,other_net,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,cons_revenue_musd,cons_ebitda_musd,cons_margin_pct,m1_base_margin_pct,mgmt_3q26_ceiling_margin_pct
M6_l0_rw,bear,held,2026Q3,0,4755.0,4804.0355,631.0145606050568,370.0976793505755,372.98104056209314,730.077912111324,271.1479695162945,32.183098999352744,2411.863936854009,50.722690575268324,2343.136063145991,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bear,held,2026Q4,1,3123.807,3178.1078,551.9067922516289,323.356652792584,377.2129517344457,781.7159268353145,274.01619749641765,21.14275287820633,836.7412317678157,26.78594521901692,2287.065768232184,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bear,held,2027Q1,2,2995.1629,3053.1293,657.1576067116113,320.7359467112609,422.5609676520322,858.2741537931149,239.19409059159233,20.272055547820916,517.5121900882096,17.278265235196713,2477.6507099117903,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bear,held,2027Q2,3,3803.7239,4028.9807,707.6841464536221,341.065259394504,423.2789562494638,987.7779777968274,240.80226749827523,25.744610481578153,1128.8599030888854,29.677756134952002,2674.8639969111146,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bear,held,2027Q3,4,4936.538,5280.7325,699.2516144151004,388.109175197029,423.5285747080856,886.6546449203443,288.1343970025208,33.411796249856316,2284.2713900067756,46.272739924351356,2652.266609993224,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bear,held,2027Q4,5,3212.9091,3465.7641,608.8609125763494,337.9125526412039,429.05290063511524,946.2095223182937,291.43795288199766,21.745819482906693,621.1810784299466,19.333913879790334,2591.728021570053,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,bear,flex,2026Q3,0,4755.0,4804.0355,627.3893130485942,368.4376441815147,373.78793251776364,726.9500889341916,271.4547823544185,32.183098999352744,2419.16333796287,50.876200588072976,2335.83666203713,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bear,flex,2026Q4,1,3123.807,3178.1078,546.5911129390844,320.92409066007167,378.58471277429396,776.0985582142816,274.53721760009665,21.14275287820633,848.214060690378,27.153215953814623,2275.5929393096217,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bear,flex,2027Q1,2,2995.1629,3053.1293,650.1213863610695,318.0533318076607,424.2705192625365,851.4169539558096,239.70001709840577,20.272055547820916,531.8727470623386,17.757723530240664,2463.2901529376613,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bear,flex,2027Q2,3,3803.7239,4028.9807,685.1844437374364,332.5746830900328,428.4396214464711,964.2799038941937,242.3342208998118,25.744610481578153,1176.6556374136321,30.93430723017599,2627.068262586368,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bear,flex,2027Q3,4,4936.538,5280.7325,673.278623964505,376.8146896668244,429.5842351793774,861.995267885082,290.28303879889285,33.411796249856316,2337.993940755174,47.3610036174172,2598.5440592448253,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bear,flex,2027Q4,5,3212.9091,3465.7641,583.5008679114115,326.8798587508456,435.95416031557687,916.6828169914392,293.88178218798873,21.745819482906693,677.7554333256446,21.094759055761788,2535.153666674355,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,bear,flex_dl,2026Q3,0,4755.0,4804.0355,628.1420157831793,370.426115996114,374.45513401904753,721.5660718787123,275.3868072854009,32.183098999352744,2417.206954036899,50.83505686723237,2337.793045963101,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bear,flex_dl,2026Q4,1,3123.807,3178.1078,543.6963810474535,324.42233275072243,380.6219817880323,768.2724747920806,281.3524548587224,21.14275287820633,846.5841276411946,27.101038176852626,2277.222872358805,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bear,flex_dl,2027Q1,2,2995.1629,3053.1293,646.5220326101523,320.30559228621723,427.2237885784586,845.719629961464,244.50030634672183,20.272055547820916,531.1636057648067,17.73404731224491,2463.9992942351932,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bear,flex_dl,2027Q2,3,3803.7239,4028.9807,685.6070373466102,340.4583783980704,434.3911028684377,934.0264887495858,259.50839247110605,25.744610481578153,1175.4771106477679,30.90332373093031,2628.246789352232,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bear,flex_dl,2027Q3,4,4936.538,5280.7325,656.8083205181181,389.92508355390214,440.1537394039492,836.8342378958797,315.1598067375985,33.411796249856316,2331.0686081404083,47.220716383433256,2605.4693918595913,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bear,flex_dl,2027Q4,5,3212.9091,3465.7641,575.4072598905616,332.74727360922407,447.717192711788,897.310607822333,313.8284534045888,21.745819482906693,667.6441320444108,20.780050454723753,2545.264967955589,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,bear,hold_disc,2026Q3,0,4755.0,4804.0355,627.3893130485942,368.4376441815147,372.98104056209314,730.077912111324,271.1479695162945,32.183098999352744,2417.149219579532,50.83384268306062,2337.850780420468,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bear,hold_disc,2026Q4,1,3123.807,3178.1078,546.5911129390844,320.92409066007167,377.2129517344457,781.7159268353145,274.01619749641765,21.14275287820633,844.4894732128722,27.033983636404948,2279.3175267871275,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bear,hold_disc,2027Q1,2,2995.1629,3053.1293,650.1213863610695,318.0533318076607,422.5609676520322,858.2741537931149,239.19409059159233,20.272055547820916,527.2310253423512,17.602749598105376,2467.9318746576487,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bear,hold_disc,2027Q2,3,3803.7239,4028.9807,685.1844437374364,332.5746830900328,423.2789562494638,987.7779777968274,240.80226749827523,25.744610481578153,1159.8501821095424,30.492491374296183,2643.8737178904576,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bear,hold_disc,2027Q3,4,4936.538,5280.7325,673.278623964505,376.8146896668244,423.5285747080856,886.6546449203443,288.1343970025208,33.411796249856316,2321.5388659875757,47.02767133540907,2614.999134012424,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bear,hold_disc,2027Q4,5,3212.9091,3465.7641,583.5008679114115,326.8798587508456,429.05290063511524,946.2095223182937,291.43795288199766,21.745819482906693,657.5738169852427,20.466617526939768,2555.335283014757,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,bear,cut,2026Q3,0,4755.0,4804.0355,627.3893130485942,368.4376441815147,373.78793251776364,726.9500889341916,271.4547823544185,32.183098999352744,2419.16333796287,50.876200588072976,2335.83666203713,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bear,cut,2026Q4,1,3123.807,3178.1078,546.5911129390844,320.92409066007167,378.58471277429396,776.0985582142816,274.53721760009665,21.14275287820633,848.214060690378,27.153215953814623,2275.5929393096217,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bear,cut,2027Q1,2,2995.1629,3053.1293,650.1213863610695,318.0533318076607,401.8933427705645,760.5152678647182,233.36662524403502,20.272055547820916,651.4850014997729,21.751237687264787,2343.677898500227,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bear,cut,2027Q2,3,3803.7239,4028.9807,685.1844437374364,332.5746830900328,406.024423085955,859.6621855712624,235.9582476652072,25.744610481578153,1310.0645273316845,34.44163040676229,2493.6593726683154,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bear,cut,2027Q3,4,4936.538,5280.7325,673.278623964505,376.8146896668244,407.15581800138443,768.0877421282416,282.6538033172537,33.411796249856316,2461.9591191716468,49.87218004139029,2474.578880828353,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bear,cut,2027Q4,5,3212.9091,3465.7641,583.5008679114115,326.8798587508456,413.23319643845264,816.4677043796336,286.16507500566587,21.745819482906693,808.4082169968972,25.161253923956245,2404.500883003103,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,base,held,2026Q3,0,4804.0355,4804.0355,631.0145606050568,370.0976793505755,372.98104056209314,730.077912111324,271.1479695162945,32.51498424666773,2461.2313221013237,51.23257981963963,2342.8041778986762,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,base,held,2026Q4,1,3178.1078,3178.1078,551.9067922516289,323.356652792584,377.2129517344457,781.7159268353145,274.01619749641765,21.510275070034734,891.4095539596445,28.048436681714964,2286.6982460403556,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,base,held,2027Q1,2,3053.1293,3053.1293,657.1576067116113,320.7359467112609,422.5609676520322,858.2741537931149,239.19409059159233,20.66438749100411,575.8709220313931,18.861661772116666,2477.258377968607,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,base,held,2027Q2,3,4028.9807,4028.9807,707.6841464536221,341.065259394504,423.2789562494638,987.7779777968274,240.80226749827523,27.269208146073925,1355.6413007533813,33.6472522877407,2673.339399246619,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,base,held,2027Q3,4,5280.7325,5280.7325,699.2516144151004,388.109175197029,423.5285747080856,886.6546449203443,288.1343970025208,35.74139575953723,2630.795489516457,49.818760740417304,2649.937010483543,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,base,held,2027Q4,5,3465.7641,3465.7641,608.8609125763494,337.9125526412039,429.05290063511524,946.2095223182937,291.43795288199766,23.457209072282367,875.7474680193224,25.268524999128545,2590.0166319806776,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,base,held,2028Q1,6,3309.9486,3309.9486,722.5824610790509,334.31119813210205,481.2288463843391,1036.3237607668468,254.5668658297381,22.402608512422507,503.3380763203455,15.206824550699835,2806.6105236796548,,,,,
M6_l0_rw,base,held,2028Q2,7,4361.7464,4361.7464,777.5249050378503,355.28193322406975,482.18934892391724,1191.9914534055854,256.31813359481947,29.52145451130819,1327.962080325066,30.44565085959757,3033.784319674934,,,,,
M6_l0_rw,base,held,2028Q3,8,5717.0633,5717.0633,768.2736923318105,404.292338272256,482.47052406960876,1069.9758863861634,306.69900475621165,38.69459814289512,2724.0464523268447,47.64765246392924,2993.016847673155,,,,,
M6_l0_rw,base,held,2028Q4,9,3748.6827,3748.6827,668.6154701793465,351.86091650277814,488.858291865186,1141.4050117686181,310.2468387629871,25.37207706651124,813.0682479875953,21.689439012472178,2935.6144520124044,,,,,
M6_l0_rw,base,flex,2026Q3,0,4804.0355,4804.0355,631.0145606050568,370.0976793505755,372.98104056209314,730.077912111324,271.1479695162945,32.51498424666773,2461.2313221013237,51.23257981963963,2342.8041778986762,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,base,flex,2026Q4,1,3178.1078,3178.1078,551.9067922516289,323.356652792584,377.2129517344457,781.7159268353145,274.01619749641765,21.510275070034734,891.4095539596445,28.048436681714964,2286.6982460403556,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,base,flex,2027Q1,2,3053.1293,3053.1293,657.1576067116113,320.7359467112609,422.5609676520322,858.2741537931149,239.19409059159233,20.66438749100411,575.8709220313931,18.861661772116666,2477.258377968607,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,base,flex,2027Q2,3,4028.9807,4028.9807,707.6841464536221,341.065259394504,423.2789562494638,987.7779777968274,240.80226749827523,27.269208146073925,1355.6413007533813,33.6472522877407,2673.339399246619,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,base,flex,2027Q3,4,5280.7325,5280.7325,699.2516144151004,388.109175197029,423.5285747080856,886.6546449203443,288.1343970025208,35.74139575953723,2630.795489516457,49.818760740417304,2649.937010483543,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,base,flex,2027Q4,5,3465.7641,3465.7641,608.8609125763494,337.9125526412039,429.05290063511524,946.2095223182937,291.43795288199766,23.457209072282367,875.7474680193224,25.268524999128545,2590.0166319806776,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,base,flex,2028Q1,6,3309.9486,3309.9486,722.5824610790509,334.31119813210205,481.2288463843391,1036.3237607668468,254.5668658297381,22.402608512422507,503.3380763203455,15.206824550699835,2806.6105236796548,,,,,
M6_l0_rw,base,flex,2028Q2,7,4361.7464,4361.7464,777.5249050378503,355.28193322406975,482.18934892391724,1191.9914534055854,256.31813359481947,29.52145451130819,1327.962080325066,30.44565085959757,3033.784319674934,,,,,
M6_l0_rw,base,flex,2028Q3,8,5717.0633,5717.0633,768.2736923318105,404.292338272256,482.47052406960876,1069.9758863861634,306.69900475621165,38.69459814289512,2724.0464523268447,47.64765246392924,2993.016847673155,,,,,
M6_l0_rw,base,flex,2028Q4,9,3748.6827,3748.6827,668.6154701793465,351.86091650277814,488.858291865186,1141.4050117686181,310.2468387629871,25.37207706651124,813.0682479875953,21.689439012472178,2935.6144520124044,,,,,
M6_l0_rw,base,flex_dl,2026Q3,0,4804.0355,4804.0355,631.0145606050568,370.0976793505755,372.98104056209314,730.077912111324,271.1479695162945,32.51498424666773,2461.2313221013237,51.23257981963963,2342.8041778986762,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,base,flex_dl,2026Q4,1,3178.1078,3178.1078,551.9067922516289,323.356652792584,377.2129517344457,781.7159268353145,274.01619749641765,21.510275070034734,891.4095539596445,28.048436681714964,2286.6982460403556,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,base,flex_dl,2027Q1,2,3053.1293,3053.1293,657.1576067116113,320.7359467112609,422.5609676520322,858.2741537931149,239.19409059159233,20.66438749100411,575.8709220313931,18.861661772116666,2477.258377968607,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,base,flex_dl,2027Q2,3,4028.9807,4028.9807,707.6841464536221,341.065259394504,423.2789562494638,987.7779777968274,240.80226749827523,27.269208146073925,1355.6413007533813,33.6472522877407,2673.339399246619,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,base,flex_dl,2027Q3,4,5280.7325,5280.7325,699.2516144151004,388.109175197029,423.5285747080856,886.6546449203443,288.1343970025208,35.74139575953723,2630.795489516457,49.818760740417304,2649.937010483543,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,base,flex_dl,2027Q4,5,3465.7641,3465.7641,608.8609125763494,337.9125526412039,429.05290063511524,946.2095223182937,291.43795288199766,23.457209072282367,875.7474680193224,25.268524999128545,2590.0166319806776,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,base,flex_dl,2028Q1,6,3309.9486,3309.9486,722.5824610790509,334.31119813210205,481.2288463843391,1036.3237607668468,254.5668658297381,22.402608512422507,503.3380763203455,15.206824550699835,2806.6105236796548,,,,,
M6_l0_rw,base,flex_dl,2028Q2,7,4361.7464,4361.7464,777.5249050378503,355.28193322406975,482.18934892391724,1191.9914534055854,256.31813359481947,29.52145451130819,1327.962080325066,30.44565085959757,3033.784319674934,,,,,
M6_l0_rw,base,flex_dl,2028Q3,8,5717.0633,5717.0633,768.2736923318105,404.292338272256,482.47052406960876,1069.9758863861634,306.69900475621165,38.69459814289512,2724.0464523268447,47.64765246392924,2993.016847673155,,,,,
M6_l0_rw,base,flex_dl,2028Q4,9,3748.6827,3748.6827,668.6154701793465,351.86091650277814,488.858291865186,1141.4050117686181,310.2468387629871,25.37207706651124,813.0682479875953,21.689439012472178,2935.6144520124044,,,,,
M6_l0_rw,base,hold_disc,2026Q3,0,4804.0355,4804.0355,631.0145606050568,370.0976793505755,372.98104056209314,730.077912111324,271.1479695162945,32.51498424666773,2461.2313221013237,51.23257981963963,2342.8041778986762,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,base,hold_disc,2026Q4,1,3178.1078,3178.1078,551.9067922516289,323.356652792584,377.2129517344457,781.7159268353145,274.01619749641765,21.510275070034734,891.4095539596445,28.048436681714964,2286.6982460403556,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,base,hold_disc,2027Q1,2,3053.1293,3053.1293,657.1576067116113,320.7359467112609,422.5609676520322,858.2741537931149,239.19409059159233,20.66438749100411,575.8709220313931,18.861661772116666,2477.258377968607,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,base,hold_disc,2027Q2,3,4028.9807,4028.9807,707.6841464536221,341.065259394504,423.2789562494638,987.7779777968274,240.80226749827523,27.269208146073925,1355.6413007533813,33.6472522877407,2673.339399246619,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
