vintage_date,spec_id,line,family,weighting,n_obs,first_obs,last_obs,c,t_c,k_r,t_r,p_r,resid_sd,r2,flags,other_net_share,n_train,k_r_l1,t_r_l1,p_r_l1,k_r_l2,t_r_l2,p_r_l2
full_sample,l0_rw,cor,l0,rw,18,2022Q1,2026Q2,0.049550609746106304,2.2967787339158634,0.5615888550440228,5.605985514861958,2.07073281059679e-08,0.037022406423345575,0.4682046541724538,,0.006768264773786066,18,,,,,,
full_sample,l0_rw,ops,l0,rw,18,2022Q1,2026Q2,0.006064733398836965,0.27934997158001973,0.4381737993418917,3.4252551348612035,0.0006142223256651083,0.05657519059419554,0.1866757840162906,,0.006768264773786066,18,,,,,,
full_sample,l0_rw,pd,l0,rw,18,2022Q1,2026Q2,0.14702118953547222,6.255759828539157,-0.21063422848661703,-1.5924022973436347,0.11129434037790302,0.038537234839930316,0.10258283289655568,,0.006768264773786066,18,,,,,,
full_sample,l0_rw,sm,l0,rw,18,2022Q1,2026Q2,0.15471252960338308,5.5941019304539825,0.4184799156650245,2.251566057846838,0.024349708029477158,0.06694679118157841,0.13006489264741128,,0.006768264773786066,18,,,,,,
full_sample,l0_rw,ga,l0,rw,18,2022Q1,2026Q2,0.07119083470069672,1.3513031304390177,-0.11022782532783167,-0.294961240813828,0.7680234884490316,0.09240270382268108,0.005415497122653878,,0.006768264773786066,18,,,,,,
2022-02-15,l0_rw,cor,l0,rw,4,2021Q1,2021Q4,0.009181369457263874,0.1308932759848784,0.47235031949162765,8.057409436585822,7.792828768848499e-16,0.0766535596324876,0.881216024617948,fit_incl_2021_obs,0.028970897022076718,4,,,,,,
2022-02-15,l0_rw,ops,l0,rw,4,2021Q1,2021Q4,-0.04186224655925445,-0.35487473602073033,0.23989288506766418,2.3471728709279263,0.018916475922313655,0.14359817495415256,0.35285656512894525,fit_incl_2021_obs,0.028970897022076718,4,,,,,,
2022-02-15,l0_rw,pd,l0,rw,4,2021Q1,2021Q4,-0.026958579524029577,-0.8554273634428257,0.06429863451026019,2.4401245839360404,0.014682197507357426,0.05741187799650667,0.19682160512858993,fit_incl_2021_obs,0.028970897022076718,4,,,,,,
2022-02-15,l0_rw,sm,l0,rw,4,2021Q1,2021Q4,-0.04352653560780223,-0.17988458840426255,0.8685079870192829,4.120251081370157,3.784597452475799e-05,0.3187431084345564,0.5919250504281279,fit_incl_2021_obs,0.028970897022076718,4,,,,,,
2022-02-15,l0_rw,ga,l0,rw,4,2021Q1,2021Q4,-0.27642012858779075,-3.5950496629198363,0.317142346044741,6.084453149196563,1.1688957527023886e-09,0.11082982167369056,0.6153497221054163,fit_incl_2021_obs,0.028970897022076718,4,,,,,,
2022-05-03,l0_rw,cor,l0,rw,5,2021Q1,2022Q1,0.0437021681894031,0.6373032712456759,0.45802041313432956,6.948612583851645,3.688960494175584e-12,0.07737063419564641,0.8347754003433434,fit_incl_2021_obs,0.022540810006141526,5,,,,,,
2022-05-03,l0_rw,ops,l0,rw,5,2021Q1,2022Q1,0.015091070842871656,0.13362246337896352,0.21625103044423374,1.9041843882594118,0.05688617422259767,0.14018135527829242,0.25545061427606486,fit_incl_2021_obs,0.022540810006141526,5,,,,,,
2022-05-03,l0_rw,pd,l0,rw,5,2021Q1,2022Q1,0.01116277885480163,0.29186381712835957,0.048474102174829024,1.2798119011194777,0.2006112972824613,0.06703010942258109,0.07011133316809748,fit_incl_2021_obs,0.022540810006141526,5,,,,,,
2022-05-03,l0_rw,sm,l0,rw,5,2021Q1,2022Q1,-0.026372766240871884,-0.13437982693816006,0.8613872969503726,4.335336842783693,1.4553708870154978e-05,0.272270828889917,0.5906705232628051,fit_incl_2021_obs,0.022540810006141526,5,,,,,,
2022-05-03,l0_rw,ga,l0,rw,5,2021Q1,2022Q1,-0.1726724630799776,-2.768752339762926,0.2740757199492355,8.378231936456142,5.3728688099402224e-17,0.15645548070579376,0.3067218215347838,fit_incl_2021_obs,0.022540810006141526,5,,,,,,
2022-08-02,l0_rw,cor,l0,rw,6,2021Q1,2022Q2,0.055255382172317125,0.9891747808088386,0.45047492154419944,7.261353647651368,3.8323550999641517e-13,0.0683120368457071,0.8312149327282402,fit_incl_2021_obs,0.016335062634292064,6,,,,,,
2022-08-02,l0_rw,ops,l0,rw,6,2021Q1,2022Q2,0.056787915292627694,0.5625946941724691,0.18901850540004317,1.6523596161760665,0.09846126284789576,0.12967544243404053,0.1939492511383173,fit_incl_2021_obs,0.016335062634292064,6,,,,,,
2022-08-02,l0_rw,pd,l0,rw,6,2021Q1,2022Q2,0.041796050995028165,0.9583346972477357,0.028467280033900685,0.6136684809229561,0.5394344205262022,0.06683874491692825,0.020129664348717657,fit_incl_2021_obs,0.016335062634292064,6,,,,,,
2022-08-02,l0_rw,sm,l0,rw,6,2021Q1,2022Q2,-0.09796128780032862,-0.6216398008702403,0.9081423028020414,5.551879591339828,2.8261423991097413e-08,0.2485670266993917,0.6018565005506874,fit_incl_2021_obs,0.016335062634292064,6,,,,,,
2022-08-02,l0_rw,ga,l0,rw,6,2021Q1,2022Q2,-0.11310418779489197,-1.4989642811703625,0.23517122801591783,4.4209419316814405,9.82715820620175e-06,0.15012769075071622,0.21746253752586264,fit_incl_2021_obs,0.016335062634292064,6,,,,,,
2022-11-01,l0_rw,cor,l0,rw,7,2021Q1,2022Q3,0.0960786728991791,1.885254017623422,0.40648433111459187,6.9286211461698395,4.249621669727005e-12,0.0679166957298152,0.790649675613198,fit_incl_2021_obs,0.013375305100540798,7,,,,,,
2022-11-01,l0_rw,ops,l0,rw,7,2021Q1,2022Q3,0.11445650116198654,1.3144229666049825,0.12687566741554077,1.2435218636515937,0.21367558932554453,0.12251259854463943,0.10158889266228488,fit_incl_2021_obs,0.013375305100540798,7,,,,,,
2022-11-01,l0_rw,pd,l0,rw,7,2021Q1,2022Q3,0.05573424611401302,1.6591113872108416,0.01344768161618267,0.3484376265369948,0.7275115489385409,0.059772943283948145,0.005308233446019273,fit_incl_2021_obs,0.013375305100540798,7,,,,,,
2022-11-01,l0_rw,sm,l0,rw,7,2021Q1,2022Q3,-0.021239916179488977,-0.20074837566682677,0.8254684571595762,6.735221655375168,1.6368021877384187e-11,0.22657848585967,0.5832278491137143,fit_incl_2021_obs,0.013375305100540798,7,,,,,,
2022-11-01,l0_rw,ga,l0,rw,7,2021Q1,2022Q3,-0.03752123752608334,-0.4290434282478524,0.1537241288346475,1.6500440373063234,0.0989339294509021,0.14447328045772215,0.1066380952537137,fit_incl_2021_obs,0.013375305100540798,7,,,,,,
2023-02-14,l0_rw,cor,l0,rw,4,2022Q1,2022Q4,0.07982867821294484,2.74675794674278,0.4928995435631962,7.675722742900183,1.6448855917608625e-14,0.032623569459242586,0.7928298758311393,,0.009707398050868916,4,,,,,,
2023-02-14,l0_rw,ops,l0,rw,4,2022Q1,2022Q4,0.1088173047499799,3.392068000191552,0.2545176484892414,3.7061819007845136,0.00021040720895292028,0.03211556588541809,0.5128937180310951,,0.009707398050868916,4,,,,,,
2023-02-14,l0_rw,pd,l0,rw,4,2022Q1,2022Q4,-0.003092078487307956,-0.1899979124588048,0.23413095453024269,6.119514103995902,9.386112287943992e-10,0.015571752990274978,0.7912326654513588,,0.009707398050868916,4,,,,,,
2023-02-14,l0_rw,sm,l0,rw,4,2022Q1,2022Q4,0.05510776756002847,0.8889059834403654,0.5738566318317149,2.835099568471381,0.004581140530717798,0.09307249212118536,0.3892488950764674,,0.009707398050868916,4,,,,,,
2023-02-14,l0_rw,ga,l0,rw,4,2022Q1,2022Q4,0.21467131469036738,3.593828696795868,-0.16280386842712022,-1.1201340246155904,0.26265665335098465,0.057421434322119366,0.11876105617193689,,0.009707398050868916,4,,,,,,
