quarter,horizon_q,revenue,rev_leg,cor,g_cor,ops,g_ops,pd,g_pd,sm,g_sm,ga,g_ga,other_net,sum_lines,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,knowable_from,vintage_date,spec_id,prior_basis,scenario,n_train,flags
2022Q1,0,1581.7529973227795,naive,337.58031205495456,0.28244367029850886,191.73474662389185,0.09691966810016009,221.60346974001376,0.01023922067251588,321.574165635475,0.45891938437657925,128.21612914944347,-0.09294815112062543,45.82480319979943,1200.7088232037786,426.8689773188003,26.987081930067717,1154.8840200039792,2022-02-15,2022-02-15,l0_rw,PIT,backtest,4,fit_incl_2021_obs
2022Q2,1,2380.6541729717146,naive,390.47788623157777,0.2823402437017199,213.61022400417187,0.09686714076256212,208.03838335741264,0.010225141738573942,460.7898674690415,0.45872921445041487,152.6905644841152,-0.09301759312626309,68.96968689034075,1425.606925546319,1024.0169343157363,43.014098643209486,1356.6372386559783,2022-02-15,2022-02-15,l0_rw,PIT,backtest,4,fit_incl_2021_obs
2022Q3,2,3989.156093586311,naive,413.21767201942305,0.2823183779286969,239.25436707004968,0.09685603577721913,215.32285420611683,0.010222165262662158,422.6230268085719,0.458689009971389,149.48466990407127,-0.09303227409982961,115.56943039227885,1439.9025900082327,2664.822933970357,66.80167111672587,1324.3331596159537,2022-02-15,2022-02-15,l0_rw,PIT,backtest,4,fit_incl_2021_obs
2022Q1,0,1581.7529973227795,naive,370.10939360403233,0.37443884697921387,225.59663082171107,0.25955536447405875,224.93607995687756,0.025165881013353833,302.20897532797915,0.3968099303917437,141.75323365524406,0.007422254638703052,10.705723092610294,1264.604313365844,327.8544070495457,20.727282173921008,1253.8985902732338,2022-02-15,2022-02-15,l0_rw,full_sample,backtest,18,
2022Q2,1,2380.6541729717146,naive,428.09578838238195,0.37431588056705106,251.3245801112856,0.2594594212238947,211.1797059869095,0.025212001827759317,433.08378366057957,0.39671829934648817,168.8274863186585,0.007446390303218711,16.112897777491256,1492.511344459815,904.2557262893909,37.98349783667359,1476.3984466823238,2022-02-15,2022-02-15,l0_rw,full_sample,backtest,18,
2022Q3,2,3989.156093586311,naive,453.0244107509591,0.37428988381436584,281.4937894766794,0.259439137530954,218.57695217006454,0.025221752387970475,397.22008980847886,0.39669892731163814,165.28605047618478,0.007451492907175936,26.99966466535426,1515.6012926823666,2500.5544655692984,62.68379594344885,1488.6016280170124,2022-02-15,2022-02-15,l0_rw,full_sample,backtest,18,
2022Q2,0,2271.1555806087936,naive,392.304605809725,0.2870074990701343,220.7987727395576,0.12996592577668936,213.66517682614906,0.03691273918535608,448.280101337506,0.4312053575522762,163.09787752322492,-0.027080516047987863,51.193686436890864,1438.1465342361626,884.2027328095219,38.93184334701136,1386.9528477992717,2022-05-03,2022-05-03,l0_rw,PIT,backtest,5,fit_incl_2021_obs
2022Q3,1,3805.6741826381062,naive,415.15104743525393,0.2869862966490071,247.30617966770174,0.1299559152066685,221.146832032481,0.036910495249717845,411.14956970494865,0.4311654827001957,159.67378908873746,-0.027093203405731042,85.7829786961235,1454.4274179291228,2437.0297434051067,64.03674162446953,1368.6444392329995,2022-05-03,2022-05-03,l0_rw,PIT,backtest,5,fit_incl_2021_obs
2022Q4,2,2606.2998872604285,naive,393.68015534582827,0.2869444071668781,243.29059111554812,0.12993613739018825,250.56479814875587,0.03690606192103085,499.23317554122343,0.4310867022206646,151.60157629259834,-0.02711826973387621,58.748110577765395,1538.370296443954,1126.6777013942399,43.22901239805253,1479.6221858661886,2022-05-03,2022-05-03,l0_rw,PIT,backtest,5,fit_incl_2021_obs
2022Q2,0,2271.1555806087936,naive,416.9238939916192,0.3478726021227725,246.19235508437828,0.2388273312546648,213.28461534745594,0.035130039737060054,424.63349492496417,0.3770135263014444,169.70602066845626,0.012636637672395347,15.371782312022138,1470.7403800168738,815.7869829039419,35.91946715888422,1455.3685977048517,2022-05-03,2022-05-03,l0_rw,full_sample,backtest,18,
