ticker,measure,weighting,n_obs,first_obs,last_obs,c,k,t_k,p_k,r2
ABNB,opex_total,rw,18,2022Q1,2026Q2,0.10342511654625997,0.139141416456194,0.4679159107790721,0.6398447248678398,0.00483976940740416
ABNB,opex_total,eq,18,2022Q1,2026Q2,0.15209248535951547,-0.14547375847828503,-0.5825357136162896,0.5602058929102771,0.014105826086709627
ABNB,opex_ex_cor,rw,18,2022Q1,2026Q2,0.14436490422820153,-0.07935717486235605,-0.19140356287051113,0.8482094289033608,0.0007775046177427303
ABNB,opex_ex_cor,eq,18,2022Q1,2026Q2,0.21247791987297082,-0.4842623111205373,-1.386600530555931,0.16556360645624157,0.0717567608603411
ABNB,sga,rw,18,2022Q1,2026Q2,0.05593867223319838,0.6698672654912161,1.4450657631292825,0.1484394145259221,0.026096017855950837
ABNB,sga,eq,18,2022Q1,2026Q2,0.1053688577907538,0.34622358922677643,1.1763741696516077,0.23944538898366763,0.02236733236834787
BKNG,opex_total,rw,18,2022Q1,2026Q2,0.030513298774528963,0.6082493922868643,6.939429575431053,3.936863151434371e-12,0.3681820605755418
BKNG,opex_total,eq,18,2022Q1,2026Q2,0.053889888689122756,0.5272949484420054,7.390358793784446,1.4643313523749092e-13,0.5412209754587856
BKNG,opex_ex_cor,rw,18,2022Q1,2026Q2,0.030513298774528963,0.6082493922868643,6.939429575431053,3.936863151434371e-12,0.3681820605755418
BKNG,opex_ex_cor,eq,18,2022Q1,2026Q2,0.053889888689122756,0.5272949484420054,7.390358793784446,1.4643313523749092e-13,0.5412209754587856
BKNG,sga,rw,18,2022Q1,2026Q2,0.004475011391499778,0.73634238079895,8.227112024178785,1.9178108488017364e-16,0.4682054877547147
BKNG,sga,eq,18,2022Q1,2026Q2,0.027880780193045608,0.6563212518532355,10.159210608673705,3.0150765065022436e-24,0.6837821152789539
BKNG,advertising,rw,18,2022Q1,2026Q2,0.006258001151689091,0.870540166084801,8.983690187243937,2.618342983641731e-19,0.773642889126936
BKNG,advertising,eq,18,2022Q1,2026Q2,-0.03111538817336568,0.9844765439498503,15.6497967290355,3.332823475686466e-55,0.9118592531430918
EXPE,opex_total,rw,18,2022Q1,2026Q2,0.015938513013960893,0.4445852208701603,5.038271714690867,4.6975425971965706e-07,0.27268981917107804
EXPE,opex_total,eq,18,2022Q1,2026Q2,0.048704775145875935,0.4034061872312172,5.327842516517917,9.938623777393171e-08,0.34131440329872853
EXPE,opex_ex_cor,rw,18,2022Q1,2026Q2,0.025531346180006853,0.4407800476102901,3.8904474666280935,0.00010005953810300525,0.1811231914478616
EXPE,opex_ex_cor,eq,18,2022Q1,2026Q2,0.068053180899417,0.4020393471166667,4.42801339116251,9.510499830821987e-06,0.24536894589916558
EXPE,sga,rw,18,2022Q1,2026Q2,0.0033367340666591748,0.7796472383983092,3.9124591511437288,9.136099571193867e-05,0.5631271771977334
EXPE,sga,eq,18,2022Q1,2026Q2,0.0085285165190931,0.9449193633749357,13.554122868526504,7.49021374521407e-42,0.8688231506017565
TRIP,opex_total,rw,18,2022Q1,2026Q2,0.019922136447442708,0.6308935942198112,5.5807235422278785,2.3952009362437204e-08,0.7037400603568476
TRIP,opex_total,eq,18,2022Q1,2026Q2,0.03401382782499951,0.5144268322530301,5.35498936279488,8.556145053522856e-08,0.7341838204390017
TRIP,opex_ex_cor,rw,18,2022Q1,2026Q2,0.01855585107890835,0.6245476885726138,5.117791358532486,3.0913429460973564e-07,0.6172207281184399
TRIP,opex_ex_cor,eq,18,2022Q1,2026Q2,0.0358099171934569,0.48920167209964655,4.836672718964931,1.320305503574682e-06,0.6529369559839593
TRIP,sga,rw,18,2022Q1,2026Q2,-0.0060426062287860585,0.7764316004248787,5.204299056813224,1.947302020737832e-07,0.25884132325031695
TRIP,sga,eq,18,2022Q1,2026Q2,0.02973404002787177,0.5812059682135402,4.347572213662355,1.3765275553819111e-05,0.4195312043343211
