item,value
q4_over_q2_mean_all4,0.978744464343634
q4_over_q2_sd_all4,0.03366520238865391
q4_over_q2_mean_2023_25,0.9622125921342922
q4_over_q2_sd_2023_25,0.007758993834735811
route_A_all4_p_ge_500,0.0993825
route_A_all4_median,476.6046263118492
route_A_2023_25_sd0.035_p_ge_500,0.04781
route_A_2023_25_sd0.035_median,468.6101528307739
route_A_2023_25_sd0.02_p_ge_500,0.0063225
route_A_2023_25_sd0.02_median,468.59940158116353
yoy_last8_mean,17.13876027669201
yoy_last8_sd,6.8597443228574075
yoy_last4_mean,12.822351828668992
route_B_m7_13.2_sd6_p_ge_500,0.078615
route_B_m7_13.2_sd6_median,465.16521326265786
route_B_last4_sd5_p_ge_500,0.0387675
route_B_last4_sd5_median,463.7413133909033
route_B_last8_own_sd_p_ge_500,0.25544
route_B_last8_own_sd_median,481.40882290110255
route_B_1H26_14.7_sd4_p_ge_500,0.0411725
route_B_1H26_14.7_sd4_median,471.384424059289
needed_yoy_on_411_pct,21.654501216545018
needed_yoy_on_400_pct,25.0
needed_q4_over_q2,1.0266940451745379
C_fy26_cap,1800.552
C_3q26_rule,451.66799999999995
C_4q26_at_cap,451.88399999999996
C_fy26_growth_needed_for_500_pct,16.122361809045227
route_C_p_ge_500,0.198955
route_C_median,440.8921414223687
route_C_miss_0.10_p_ge_500,0.120015
route_C_miss_0.35_p_ge_500,0.3177225
blend_0.4A_0.4B_0.2C,0.090361
