listing_id,date
18666,2015-10-10
18674,2013-05-27
18674,2014-03-02
18674,2015-08-04
18674,2016-06-20
18674,2018-06-18
18674,2019-02-04
23197,2011-03-15
23197,2012-01-11
23197,2015-07-27
23197,2015-09-28
23197,2015-10-11
23197,2016-01-05
23197,2016-02-27
23197,2016-05-08
23197,2016-07-14
23197,2016-07-20
23197,2016-08-14
23197,2016-09-02
23197,2016-10-28
23197,2017-01-02
23197,2017-03-02
23197,2017-04-14
23197,2017-05-08
23197,2017-05-24
23197,2017-05-31
23197,2017-06-29
23197,2017-07-05
23197,2017-07-22
23197,2017-08-17
23197,2017-09-25
23197,2017-10-05
23197,2018-04-01
23197,2018-05-27
23197,2018-06-17
23197,2018-07-07
23197,2018-07-13
23197,2018-07-21
23197,2018-08-08
23197,2018-10-10
23197,2018-10-14
23197,2019-01-01
25786,2010-08-11
25786,2010-09-04
25786,2010-09-22
25786,2011-04-18
25786,2011-05-04
25786,2011-05-20
25786,2011-05-31
25786,2011-06-09
25786,2011-06-12
25786,2011-06-15
25786,2011-06-21
25786,2011-06-22
25786,2011-06-26
25786,2011-07-03
25786,2011-07-08
25786,2011-07-10
25786,2011-07-15
25786,2011-07-26
25786,2011-08-02
25786,2011-08-04
25786,2011-08-06
25786,2011-08-10
25786,2011-08-14
25786,2011-09-04
25786,2012-04-12
25786,2012-05-14
25786,2012-05-21
25786,2012-06-16
25786,2012-06-18
25786,2012-06-19
25786,2012-06-21
25786,2012-07-03
25786,2012-07-08
25786,2012-08-13
25786,2013-05-27
25786,2013-05-31
25786,2013-06-12
25786,2013-06-20
25786,2013-07-04
25786,2013-07-27
25786,2013-08-02
25786,2013-08-02
25786,2013-08-08
25786,2013-10-01
25786,2014-05-05
25786,2014-05-26
25786,2014-06-02
25786,2014-06-16
25786,2014-06-28
25786,2014-06-29
25786,2014-07-02
25786,2014-07-09
25786,2014-07-11
25786,2014-07-18
25786,2014-07-22
25786,2014-07-26
25786,2014-08-10
25786,2014-08-12
25786,2014-08-16
25786,2014-08-28
25786,2014-08-28
25786,2014-09-04
25786,2014-09-15
25786,2014-10-01
25786,2014-10-03
25786,2014-10-07
25786,2014-10-16
25786,2014-10-26
25786,2015-04-17
25786,2015-05-12
25786,2015-05-25
25786,2015-05-29
25786,2015-05-30
25786,2015-06-01
25786,2015-06-04
25786,2015-06-06
25786,2015-06-17
25786,2015-06-19
25786,2015-06-24
25786,2015-06-28
25786,2015-06-29
25786,2015-07-14
25786,2015-07-16
25786,2015-07-19
25786,2015-07-28
25786,2015-08-03
25786,2015-08-11
25786,2015-08-13
25786,2015-08-20
25786,2015-08-23
25786,2015-08-27
25786,2015-09-02
25786,2015-09-05
25786,2015-09-07
25786,2015-09-10
25786,2015-09-14
25786,2015-09-21
25786,2015-10-15
25786,2016-05-09
25786,2016-05-14
25786,2016-05-15
25786,2016-05-20
25786,2016-05-22
25786,2016-05-27
25786,2016-06-05
25786,2016-06-11
25786,2016-06-12
25786,2016-06-22
25786,2016-06-25
25786,2016-06-30
25786,2016-07-15
25786,2016-07-24
25786,2016-07-29
25786,2016-08-07
25786,2016-08-16
25786,2016-08-26
25786,2016-09-02
25786,2016-09-10
25786,2016-09-12
25786,2016-09-12
25786,2016-09-21
25786,2016-09-23
25786,2016-10-05
25786,2016-11-22
25786,2017-01-06
25786,2017-02-03
25786,2017-03-21
25786,2017-04-06
25786,2017-04-18
25786,2017-04-20
25786,2017-04-28
25786,2017-05-03
25786,2017-05-12
25786,2017-05-16
25786,2017-05-18
25786,2017-05-23
25786,2017-05-26
25786,2017-06-01
25786,2017-06-02
25786,2017-06-09
25786,2017-06-20
25786,2017-06-22
25786,2017-06-27
25786,2017-06-29
25786,2017-06-30
25786,2017-07-05
25786,2017-07-10
25786,2017-07-11
25786,2017-07-28
25786,2017-08-04
25786,2017-08-09
25786,2017-08-11
25786,2017-08-17
25786,2017-08-24
25786,2017-08-30
25786,2017-09-07
25786,2017-09-15
25786,2017-09-19
25786,2017-09-21
25786,2017-09-24
25786,2017-09-25
25786,2017-09-29
25786,2017-09-30
25786,2017-10-04
25786,2017-10-16
25786,2017-10-28
25786,2017-10-28
25786,2017-10-30
25786,2017-10-31
25786,2017-11-16
25786,2018-04-09
25786,2018-04-17
25786,2018-04-22
25786,2018-04-27
25786,2018-04-30
25786,2018-05-04
25786,2018-05-07
25786,2018-05-15
25786,2018-05-21
25786,2018-05-25
25786,2018-05-27
25786,2018-05-30
25786,2018-06-03
25786,2018-06-10
25786,2018-06-12
25786,2018-06-13
25786,2018-06-21
25786,2018-06-29
25786,2018-07-02
25786,2018-07-05
25786,2018-07-06
25786,2018-07-09
25786,2018-07-19
25786,2018-07-20
25786,2018-07-25
25786,2018-07-30
25786,2018-08-03
25786,2018-08-04
25786,2018-08-05
25786,2018-08-11
25786,2018-08-12
25786,2018-08-24
25786,2018-08-26
25786,2018-08-28
25786,2018-09-05
25786,2018-09-06
25786,2018-09-17
25786,2018-09-18
25786,2018-09-23
25786,2018-09-28
25786,2018-10-02
25786,2018-10-03
25786,2018-10-08
25786,2018-10-10
25786,2018-10-17
25786,2018-10-19
25786,2018-10-22
25786,2018-10-23
25786,2018-10-25
25786,2018-10-30
25786,2018-11-01
25786,2018-11-02
25786,2018-11-05
25786,2018-11-07
31377,2015-05-20
31377,2017-03-02
31377,2017-11-17
31377,2018-03-12
31380,2015-06-20
31380,2015-07-05
31380,2015-07-23
31380,2015-07-24
31380,2015-07-27
31380,2015-08-08
31380,2015-08-11
31380,2015-08-15
31380,2015-08-23
31380,2015-09-02
31380,2015-09-12
31380,2015-10-18
31380,2015-10-25
31380,2015-10-31
31380,2015-11-15
31380,2015-12-06
31380,2016-01-03
31380,2016-03-13
31380,2016-04-05
31380,2016-06-10
31380,2016-06-14
31380,2016-06-23
31380,2016-07-22
31380,2016-07-26
31380,2016-08-04
31380,2016-08-15
31380,2016-08-16
31380,2016-08-17
31380,2016-08-18
31380,2016-08-23
31380,2016-08-26
31380,2016-08-28
31380,2016-10-12
31380,2016-11-06
31380,2016-11-20
31380,2017-07-25
31380,2017-11-26
31380,2018-04-04
31380,2018-12-29
31958,2011-02-19
31958,2012-03-03
31958,2013-08-03
31958,2013-08-19
31958,2013-08-26
31958,2013-09-11
31958,2013-09-15
31958,2013-09-20
31958,2013-10-22
31958,2013-11-16
31958,2014-03-19
31958,2014-04-01
31958,2014-04-14
31958,2014-04-23
31958,2014-05-19
31958,2014-05-25
31958,2014-06-04
31958,2014-06-14
31958,2014-07-15
31958,2014-07-30
31958,2014-08-19
31958,2014-09-04
31958,2014-10-01
31958,2014-10-14
31958,2014-10-22
31958,2014-11-04
31958,2014-11-27
31958,2014-12-02
31958,2015-04-21
31958,2015-05-11
31958,2015-05-23
31958,2015-05-25
31958,2015-06-02
31958,2015-06-25
31958,2015-07-15
31958,2015-08-14
31958,2015-08-24
31958,2015-09-25
31958,2015-09-29
31958,2015-10-08
31958,2015-10-15
31958,2015-10-22
31958,2015-10-26
31958,2015-11-03
31958,2015-11-25
31958,2015-12-01
31958,2016-01-09
31958,2016-02-15
31958,2016-03-03
31958,2016-03-26
31958,2016-03-29
31958,2016-04-04
31958,2016-04-07
31958,2016-04-12
31958,2016-04-19
31958,2016-04-24
31958,2016-04-29
31958,2016-05-20
31958,2016-05-27
31958,2016-05-30
31958,2016-06-03
31958,2016-06-14
31958,2016-06-20
31958,2016-06-24
31958,2016-06-26
31958,2016-07-01
31958,2016-07-06
31958,2016-08-20
31958,2016-08-29
31958,2016-08-31
31958,2016-09-06
31958,2016-09-12
31958,2016-09-25
31958,2016-09-26
31958,2016-10-03
31958,2016-10-12
31958,2016-10-28
31958,2016-11-04
31958,2016-11-19
31958,2016-11-25
31958,2016-11-28
31958,2016-12-07
31958,2016-12-17
31958,2016-12-22
31958,2017-01-05
31958,2017-01-08
31958,2017-01-13
31958,2017-02-06
31958,2017-02-21
31958,2017-03-03
31958,2017-03-15
31958,2017-03-22
31958,2017-04-13
31958,2017-04-23
31958,2017-04-27
31958,2017-04-30
31958,2017-05-04
31958,2017-05-09
31958,2017-05-11
31958,2017-05-15
31958,2017-05-22
31958,2017-05-27
31958,2017-06-05
31958,2017-06-13
31958,2017-06-30
31958,2017-07-15
31958,2017-07-19
31958,2017-08-05
31958,2017-08-28
31958,2017-08-31
31958,2017-09-11
31958,2017-09-13
31958,2017-09-18
31958,2017-09-24
31958,2017-09-28
31958,2017-10-03
31958,2017-10-08
31958,2017-10-22
31958,2017-11-04
31958,2017-11-07
31958,2017-11-10
31958,2017-11-17
31958,2017-11-20
31958,2017-11-25
31958,2017-11-28
31958,2017-12-28
31958,2018-01-06
31958,2018-01-11
31958,2018-01-15
31958,2018-01-28
31958,2018-02-06
31958,2018-02-12
31958,2018-02-23
31958,2018-02-28
31958,2018-03-22
31958,2018-04-04
31958,2018-04-09
31958,2018-05-01
31958,2018-06-02
31958,2018-07-05
31958,2018-07-11
31958,2018-07-16
31958,2018-07-19
31958,2018-07-29
31958,2018-08-01
31958,2018-08-20
31958,2018-09-17
31958,2018-09-25
31958,2018-10-01
31958,2018-11-04
31958,2018-11-12
31958,2019-01-20
31958,2019-02-07
31958,2019-02-12
32471,2011-01-07
32471,2012-05-30
32471,2013-05-28
32471,2014-01-03
32471,2014-07-31
32471,2014-08-18
32471,2014-08-27
32471,2014-09-02
32471,2014-09-08
32471,2014-09-28
32471,2014-10-19
32471,2015-05-14
32471,2015-05-30
32471,2015-07-23
32471,2015-08-01
32471,2015-08-28
32471,2015-09-13
32471,2015-09-27
32471,2015-10-04
32471,2015-10-20
32471,2015-11-01
32471,2016-01-02
32471,2016-01-09
32471,2016-02-22
32471,2016-06-06
32471,2016-06-21
32471,2016-06-28
32471,2016-07-15
32471,2016-08-04
32471,2016-09-05
32471,2016-09-26
32471,2016-09-30
32471,2016-10-19
32471,2016-11-06
32471,2017-03-03
32471,2017-03-07
32471,2017-03-13
32471,2017-04-18
32471,2017-04-27
32471,2017-05-24
32471,2017-06-05
32471,2017-06-20
