source,scenario,quarter,fees_committed,fees_recompute,d_fees,chg_committed,chg_recompute,d_chg,other_committed,other_recompute,d_other
40_lines_quarterly.csv,base,3Q26,458.7631337392358,458.7631337392358,0.0,28.96037260273972,28.96037260273972,0.0,52.85267999999999,52.85267999999999,0.0
40_lines_quarterly.csv,base,4Q26,404.385568239134,404.385568239134,0.0,25.99856876712329,25.99856876712329,0.0,47.447388,47.447388000000004,-7.105427357601002e-15
40_lines_quarterly.csv,base,1Q27,499.6456877424845,499.6456877424845,0.0,33.80356,33.80356,0.0,60.846408,60.846408,0.0
40_lines_quarterly.csv,base,2Q27,527.6155545185053,527.6155545185053,0.0,31.420019999999997,31.420019999999997,0.0,56.556036,56.556036,0.0
40_lines_quarterly.csv,base,3Q27,500.40926607360905,500.40926607360905,0.0,31.1916,31.191600000000005,-3.552713678800501e-15,56.14488,56.14488,0.0
40_lines_quarterly.csv,base,4Q27,436.8756695551152,436.8756695551152,0.0,27.953099999999996,27.953099999999996,0.0,50.31558,50.31558,0.0
40_lines_quarterly.csv,cost_bull,3Q26,442.5997457392358,442.5997457392358,0.0,24.133643835616436,24.133643835616436,0.0,52.85267999999999,52.85267999999999,0.0
40_lines_quarterly.csv,cost_bull,4Q26,390.138039699134,390.13803969913397,5.684341886080802e-14,21.665473972602744,21.665473972602744,0.0,47.447388,47.447388000000004,-7.105427357601002e-15
40_lines_quarterly.csv,cost_bull,1Q27,482.04190374248446,482.04190374248446,0.0,28.16963333333333,28.16963333333333,0.0,60.846408,60.846408,0.0
40_lines_quarterly.csv,cost_bull,2Q27,509.0263212185053,509.0263212185053,0.0,26.18335,26.18335,0.0,56.556036,56.556036,0.0
40_lines_quarterly.csv,cost_bull,3Q27,482.778579273609,482.778579273609,0.0,25.993,25.993,0.0,56.14488,56.14488,0.0
40_lines_quarterly.csv,cost_bull,4Q27,421.4834323951152,421.4834323951152,0.0,23.29425,23.29425,0.0,50.31558,50.31558,0.0
