arm,horizon_quarters,model,window,comparison,dropped_dimension,dropped_value,n_retained,model_rmse_musd,street_rmse_musd,rmse_ratio
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2023Q1,13,78.34873767215952,112.06430070422785,0.6991409144554065
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2023Q2,13,80.91519216349337,119.93003140050739,0.6746866587008251
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2023Q3,13,86.19041264296624,92.64041397582744,0.930375944406464
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2023Q4,13,86.9338402869774,119.71900102156603,0.7261490619297537
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2024Q1,13,86.25963075134969,119.99038978539296,0.7188878284804981
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2024Q2,13,78.83003884313254,120.69243864358063,0.6531481154003954
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2024Q3,13,87.647445550237,119.94475241645918,0.7307318059727784
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2024Q4,13,87.7586436092517,119.77430917167385,0.7327000607740202
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2025Q1,13,86.83177761941273,120.81404895180624,0.7187225192167069
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2025Q2,13,82.10636776446937,120.48536721199928,0.6814633981236877
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2025Q3,13,80.82532057948652,116.06053616418671,0.6964065758333721
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2025Q4,13,87.66808751670214,119.36354521729305,0.7344628324930235
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2026Q1,13,87.60400547832786,113.21161485707562,0.773807577861369
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_quarter,2026Q2,13,85.19340720181553,112.07245822754214,0.7601636347517806
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_year,2023,10,77.01234700842338,88.79830493579804,0.8672727149927465
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_year,2024,10,87.79137778769044,134.45358010153095,0.6529493504107207
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_year,2025,10,83.70625978087502,130.19709156540463,0.6429195827222077
calendar_minus16,2,fixed,W1,guide_common_cushion_proxy,target_year,2026,12,88.49589238730795,108.06684384945194,0.8188995739580559
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2023Q1,13,87.17946593461627,105.01941212498251,0.8301271562143664
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2023Q2,13,93.78423196873118,110.7686431608346,0.8466676966743893
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2023Q3,13,94.20615867530951,92.35924842283403,1.0199970255714952
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2023Q4,13,99.53544934831655,110.6129773997191,0.899853269373882
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2024Q1,13,99.86693719563391,109.4384266643542,0.9125399573033347
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2024Q2,13,87.67329809748311,111.72700245206204,0.7847100179305402
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2024Q3,13,97.65296619489943,106.87807575421199,0.9136856694489187
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2024Q4,13,100.21354099117009,110.53088673794726,0.9066564464353019
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2025Q1,13,97.63829693443411,111.27858319067096,0.8774221789572498
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2025Q2,13,95.32795054554046,111.32972510658459,0.8562668276983134
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2025Q3,13,98.47100869256228,110.31319050775387,0.8926494487133956
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2025Q4,13,99.46246240304843,108.42154199803086,0.91736808543873
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2026Q1,13,100.20878184889446,101.60178678016975,0.9862895626600617
calendar_minus16,2,fixed,W1,revenue_same_object,target_quarter,2026Q2,13,99.62705594157468,105.98911409995041,0.939974418954232
calendar_minus16,2,fixed,W1,revenue_same_object,target_year,2023,10,80.95053521524264,92.50351344678752,0.8751076818483148
calendar_minus16,2,fixed,W1,revenue_same_object,target_year,2024,10,96.08494050747697,117.48616939878498,0.8178404402762889
calendar_minus16,2,fixed,W1,revenue_same_object,target_year,2025,10,102.44391866624291,120.76961538400293,0.8482590454603084
calendar_minus16,2,fixed,W1,revenue_same_object,target_year,2026,12,103.67477644630866,99.08498036197683,1.0463218145430762
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2023Q1,13,78.34873767215952,79.81950792979023,0.9815737994911667
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2023Q2,13,80.91519216349337,84.55767262643882,0.9569231230022461
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2023Q3,13,86.19041264296624,68.75262232761072,1.253630912174714
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2023Q4,13,86.9338402869774,84.92077756084468,1.0237051848081629
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2024Q1,13,86.25963075134969,84.92077756084468,1.0157659082848804
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2024Q2,13,78.83003884313254,83.8267444013131,0.9403924655088681
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2024Q3,13,87.647445550237,74.08415173612732,1.1830795588025271
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2024Q4,13,87.7586436092517,84.95473908092292,1.033004686479679
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2025Q1,13,86.83177761941273,83.32051183416777,1.0421416732560813
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2025Q2,13,82.10636776446937,84.2386719158953,0.9746873484240725
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2025Q3,13,80.82532057948652,84.55767262643882,0.9558602793688376
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2025Q4,13,87.66808751670214,84.92077756084468,1.0323514460744196
calendar_minus16,2,fixed,W1,guide_vs_raw_revenue_different_objects,target_quarter,2026Q1,13,87.60400547832786,80.31189202104505,1.0907974307886057
