table,table_name,cod,name,year,month,value
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2026,7,222.79
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2026,6,203.28
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2026,5,240.94
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2026,4,203.67
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2026,3,168.32
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2026,2,167.49
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2026,1,159.17
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,12,170.77
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,11,173.05
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,10,169.83
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,9,180.79
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,8,213.48
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,7,209.76
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,6,195.55
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,5,233.01
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,4,191.64
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,3,165.83
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,2,166.65
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2025,1,161.74
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,12,171.54
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,11,171.25
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,10,166.5
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,9,177.37
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,8,207.21
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,7,207.04
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,6,184.04
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,5,220.73
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,4,179.89
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,3,159.13
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,2,156.49
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2024,1,150.21
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,12,160.32
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,11,157.67
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,10,156.46
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,9,169.03
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,8,196.88
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,7,195.73
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,6,174.36
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,5,204.99
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,4,171.76
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,3,140.59
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,2,143.16
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2023,1,136.93
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,12,143.33
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,11,144.41
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,10,143.76
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,9,156.27
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,8,188.17
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,7,185.19
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,6,160.47
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,5,186.92
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,4,157.06
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,3,129.2
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,2,131.62
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2022,1,126.06
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,12,134.54
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,11,134.85
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,10,131.85
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,9,142.83
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,8,167.35
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,7,166.23
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,6,143.08
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,5,166.01
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,4,138.5
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,3,115.57
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,2,114.52
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2021,1,117.12
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,12,121.32
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,11,119.08
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,10,115.09
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,9,127.99
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,8,154.79
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,7,153.5
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,6,138.11
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,5,
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,4,131.8
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,3,129.39
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,2,137.63
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2020,1,135.37
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2019,12,138.18
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2019,11,135.84
1989,hdpi_holiday_dwellings,EOT8076,National. All modalities. Base Datum.,2019,10,134.8
