q,start,end,d_target_log_pct,d_target_simple_pct,pred_log_pct,resid_pct,day1_pct,p1_pct,p2pre_pct,post_pct,plag1_pct,plag2_pct
2021Q1,2021-03-24,2021-06-22,-1.7808884433753391,-1.7651243441917819,-4.159767129479628,2.3788786861042888,3.936234463208166,-2.605645019084335,-24.967609082658893,5.832232958719263,-4.771121089395969,3.096659143432756
2021Q2,2021-06-23,2021-09-21,-0.10572398814874262,-0.10566812003079962,1.0929614159431615,-1.1986854040919042,1.0595345552928848,-8.858398316799043,8.574311354926323,10.274515459231193,10.912062155131164,-24.84981207282715
2021Q3,2021-09-16,2021-12-14,3.9395832913587725,4.018214049845348,8.209893589546734,-4.270310298187963,12.207628057320097,0.6106791695168923,5.334523925129098,-18.265881761889347,15.573783040989575,8.722611625014842
2021Q4,2021-12-27,2022-03-25,3.7109794602737445,3.780696018599161,-1.440602956264816,5.15158241653856,3.5835919587267284,-18.88197531156166,23.653322175096747,-10.987130642107257,-4.671331336133022,4.986361815815776
2022Q1,2022-03-14,2022-06-10,-4.154237352546097,-4.069131481076349,-4.315212445159372,0.1609750926132747,7.42753989179441,14.499075719864685,-9.912734040546578,-36.048725462582624,-21.633339350294456,1.961535972054751
2022Q2,2022-06-10,2022-09-09,-19.061123764341303,-17.354618015963474,-3.9580404733834915,-15.10308329095781,-1.141090990501148,-12.993075050432878,19.59257707966051,7.097322972005227,-6.436058564086711,-32.18526234472199
2022Q3,2022-09-13,2022-12-09,-12.693070859317057,-11.92052980132451,-6.008151566713616,-6.684919292603442,-14.415948209873175,-7.862444919007228,-2.9812464417283024,0.3066929432653964,-2.4142616881486667,31.29772114304199
2022Q4,2022-12-22,2023-03-24,4.592175058563974,4.699248120300759,7.604902665956503,-3.012727607392529,12.533826517705116,20.74920608632791,14.610284338771518,-15.856395118955824,-11.569920589148897,-20.012670347456574
2023Q1,2023-03-20,2023-06-16,-6.818712869504395,-6.591433700948945,-1.635769276394683,-5.182943593109712,-11.56702691013809,1.42559810434717,5.6413396933939985,12.826080123931582,-16.342221158748504,32.12819077850631
2023Q2,2023-06-13,2023-09-12,8.824619912636411,9.225700164744621,7.646391847214906,1.178228065421505,-0.5052540235457315,13.77059756690242,-1.7310906170037832,5.09722171680087,17.093744080612705,-7.918374036793097
2023Q3,2023-09-13,2023-12-11,-1.954624990726117,-1.9356460532931274,-2.368208251878174,0.4135832611520569,-3.3794774084938695,-13.872247265504,-5.29784890078524,21.294455715713934,8.261421115661083,-7.3067350464293135
2023Q4,2023-12-21,2024-03-22,4.588295320211788,4.695186142214558,5.4870072890431265,-0.8987119688313381,-1.7524429067320213,-0.6354115563745211,6.598060302407838,12.456761002092787,11.369187801129943,5.20322879883679
2024Q1,2024-03-19,2024-06-17,5.213713478902804,5.3520206878900245,-0.6419942359535269,5.85570771485633,-7.118919685408276,-1.050049839401268,-1.383677551852891,1.652370707753903,5.906902487012111,10.69573266258681
2024Q2,2024-06-14,2024-09-13,-14.93687908778707,-13.874856534888224,-7.876248422030797,-7.060630665756272,-14.36669953587728,1.3811144258929708,-12.606894913026068,4.1087403621445695,0.11652889995037441,-7.18420348095723
2024Q3,2024-09-19,2024-12-17,4.440475794086929,4.540540540540561,-0.7090929993368137,5.149568793423742,-9.056468490193215,5.808568524510882,7.698817330320118,-1.7763218138102665,9.245602781272044,-24.64180141710104
2024Q4,2024-12-20,2025-03-25,7.60549631991303,7.902187902187907,2.774888039414977,4.830608280498053,13.496616206576917,-5.451031935591022,10.414802240814591,-21.73986677233639,-0.7719130291788723,-0.2510681738928433
2025Q1,2025-03-12,2025-06-10,-6.2767252991442035,-6.083796459235414,-0.6976861999671236,-5.57903909917708,1.0029369410681,-10.522881604520151,8.495352967998926,10.09118330426384,-6.641350735140961,3.3381556102998644
2025Q2,2025-06-16,2025-09-15,1.7613951863879151,1.7769992330753714,-2.1953314296550293,3.9567266160429444,-8.363152539547869,1.5117254829160487,-6.525667593082041,0.2828653842202655,0.3065793844620579,17.66500758239431
2025Q3,2025-09-18,2025-12-16,1.2320484388040676,1.2396694214876103,-0.30108119475235423,1.5331296335564217,0.28996207704681254,0.350069919809215,-4.3668720626286905,8.807934043801513,-0.42152110508260066,-9.147894902372222
2025Q4,2025-12-22,2026-03-24,2.5248185307522597,2.5569620253164116,2.546961563613114,-0.022143032860854478,4.543362344015733,-3.567827856132322,-13.069229870577193,6.885553085716989,20.52325942558797,-13.373308542901086
2026Q1,2026-03-18,2026-06-16,6.164390511302464,6.358354062624638,3.17843237002697,2.9859581412754945,0.7306283501538502,7.646379833772521,-0.7730234587469909,-0.2051778585425268,5.405452153224832,-6.52024105337814
