quarter,guide_date,signal,gap,kernel_musd,guide_musd,consensus_musd,consensus_vendor,consensus_stamp,consensus_id,gbv_actual_musd,gbv_surprise,gbv_vendor,gbv_stamp,gbv_id,gbv_source_value,gbv_source_unit,event_date,print_quarter,guided_quarter,guide_mid_musd,entry_date,abnb_entry_open,gap_pct,qqq_gap_pct,cc_1d_pct,qqq_cc_1d_pct,open_1d_pct,qqq_open_1d_pct,excess_open_1d_pct,open_5d_pct,qqq_open_5d_pct,excess_open_5d_pct,open_20d_pct,qqq_open_20d_pct,excess_open_20d_pct,open_60d_pct,qqq_open_60d_pct,excess_open_60d_pct,excess_cc_1d_pct,bars_after_entry,season,high_signal,sign_hit,beta_pre_event,beta_n,beta_excess_20d,kernel_signed_20d,gap_signed_20d,guide_minus_kernel_return,season_2,season_3,season_4
2023Q2,2023-05-09,0.6473252112897843,-0.8264462809917328,2435.665270113213,2400.0,2420.0,Refinitiv,2023-05-09,PG-2023Q2-revenue,20400.0,,,,,,,2023-05-09,2023Q1,2023Q2,2400.0,2023-05-10,109.8499984741211,-13.551586733343267,0.771042269557376,-10.923111109429971,1.0881730632382958,3.040513439854076,0.3147042905764508,2.725809149277625,-4.041870617829558,0.9379268760703052,-4.979797493899863,6.099230469461614,7.620638213974051,-1.5214077445124374,27.60127457076582,14.784652026916325,12.816622543849498,-12.011284172668269,838,2,False,False,1.3821274576057492,252,-4.433462850551559,-1.5214077445124374,1.5214077445124374,3.042815489024875,1.0,0.0,0.0
2023Q4,2023-11-01,-1.768581710685213,-1.3761467889908285,2141.4449187070622,2150.0,2180.0,LSEG,2023-11-01,PG-2023Q4-revenue,18300.0,,,,,,,2023-11-01,2023Q3,2023Q4,2150.0,2023-11-02,122.51000213623048,2.544572599368622,1.283061743467151,-3.3230109484716053,1.815332569880912,-5.721983522974227,0.5255279779771138,-6.247511500951341,-3.9588591866384415,3.153176308858741,-7.112035495497182,3.126270618623628,7.548259496141751,-4.421988877518124,21.98187889608372,17.635663478755646,4.346215417328072,-5.138343518352517,716,4,True,True,1.3195931005289716,252,-6.834360533487317,4.421988877518124,4.421988877518124,0.0,0.0,0.0,1.0
2024Q1,2024-02-13,1.0790336970829317,0.9852216748768461,2051.9043840507834,2050.0,2030.0,LSEG,2024-02-13,PG-2024Q1-revenue,15500.0,,,,,,,2024-02-13,2023Q4,2024Q1,2050.0,2024-02-14,146.16000366210938,-3.089778169876189,0.6323700968031476,-1.737176931933382,1.0897243170592483,1.395726077599746,0.454480223228515,0.941245854371231,2.1072808934617937,-1.3101201795021722,3.417401072963966,12.725773384438169,2.084587031211349,10.641186353226818,0.6089212967631763,2.263131064100077,-1.6542097673369005,-2.8269012489926304,646,1,True,True,1.1733126906904325,252,10.2799009658692,10.641186353226818,10.641186353226818,0.0,0.0,0.0,0.0
2024Q2,2024-05-08,0.13333976975333783,-1.0948905109489093,2743.6535096912417,2710.0,2740.0,LSEG,2024-05-08,PG-2024Q2-revenue,22900.0,,,,,,,2024-05-08,2024Q1,2024Q2,2710.0,2024-05-09,146.60000610351562,-7.156420664827112,0.0613527735240149,-6.871432086209939,0.2181501296196097,0.3069556135792073,0.1567012155537117,0.1502543980254955,-0.5457046510577435,2.8546789243379944,-3.400383575395738,0.272847121303621,5.232441407017507,-4.959594285713886,-14.52251545602855,-1.1264260001207282,-13.396089455907822,-7.089582215829549,587,2,False,False,1.123556690042951,252,-5.606097426808651,-4.959594285713886,4.959594285713886,9.919188571427773,1.0,0.0,0.0
2024Q4,2024-11-07,-1.8830366397912246,-0.20661157024793875,2374.4305133170524,2415.0,2420.0,LSEG,2024-11-07,PG-2024Q4-revenue,20100.0,1.005025125628145,vendor_not_recorded,2024-11-07,AP-2024Q3-gbv,19.9,busd,2024-11-07,2024Q3,2024Q4,2415.0,2024-11-08,134.6699981689453,-8.617763024381764,-0.0973634033168413,-8.658475218574369,0.1168432150888465,-0.0445515403649787,0.2144153805174076,-0.2589669208823864,-0.0816816008370024,-0.8478823819272896,0.7662007810902871,1.670750746708527,2.6196793655503203,-0.9489286188417934,-1.5593605652924225,3.2278181560562835,-4.787178721348706,-8.775318433663216,460,4,True,True,1.0305014491867321,252,-1.028832635895657,0.9489286188417934,0.9489286188417934,0.0,0.0,0.0,1.0
2025Q1,2025-02-13,1.2381915073437888,-2.1739130434782594,2328.4784046689074,2250.0,2300.0,LSEG,2025-02-13,PG-2025Q1-revenue,17600.0,2.3255813953488413,vendor_not_recorded,2025-02-13,AP-2024Q4-gbv,17.2,busd,2025-02-13,2024Q4,2025Q1,2250.0,2025-02-14,158.18499755859375,12.15612952964218,0.0205234832155065,14.449805624612356,0.4198544313298136,2.045074223396748,0.3992490083110978,1.64582521508565,-7.658747935237953,-1.852575977102222,-5.806171958135731,-22.331445771371182,-10.512864513137576,-11.818581258233609,-15.156298773431988,-5.2536339152365,-9.902664858195486,14.029951193282542,395,1,True,False,0.9039442173911365,252,-12.828402686503985,-11.818581258233609,11.818581258233609,23.637162516467217,0.0,0.0,0.0
2025Q2,2025-05-01,-2.2373068744042657,-0.6578947368421018,2971.98587101811,3020.0,3040.0,LSEG,2025-05-01,PG-2025Q2-revenue,24500.0,,,,,,,2025-05-01,2025Q1,2025Q2,3020.0,2025-05-02,121.0999984741211,-2.346587865479288,1.0089719197475144,1.0079832097952934,1.4843867308595105,3.435180606545085,0.470665924101965,2.96451468244312,4.368291479919217,0.3596826508129647,4.008608829106253,6.52353561141219,6.694203196988169,-0.1706675855759787,12.997521108254295,16.59061943582185,-3.5930983275675548,-0.476403521064217,342,2,True,True,1.023475743961846,252,-0.3278189858570446,0.1706675855759787,0.1706675855759787,0.0,1.0,0.0,0.0
2025Q3,2025-08-06,-0.3341635276380983,0.24691358024691024,4036.466377130657,4060.0,4050.0,LSEG,2025-08-06,PG-2025Q3-revenue,23500.0,3.7069726390114743,vendor_not_recorded,2025-08-06,AP-2025Q2-gbv,22.66,busd,2025-08-06,2025Q2,2025Q3,4060.0,2025-08-07,120.37999725341795,-7.754791376691228,0.7667587128566522,-8.022989441151818,0.3384303189326809,-0.2907447101733074,-0.4250691392630235,0.1343244290897161,3.464035465594306,1.5166169651197323,1.9474185004745737,4.145211502754376,0.6227364852132267,3.522475017541149,4.950987888732028,9.512482115290432,-4.561494226558404,-8.361419760084498,276,3,False,False,1.089372039899564,252,3.466819787537758,-3.522475017541149,3.522475017541149,7.044950035082298,0.0,1.0,0.0
2025Q4,2025-11-06,1.5466955550471617,0.7490636704119868,2711.2967713197595,2690.0,2670.0,LSEG,2025-11-06,PG-2025Q4-revenue,22900.0,4.566210045662111,vendor_not_recorded,2025-11-06,AP-2025Q3-gbv,21.9,busd,2025-11-06,2025Q3,2025Q4,2690.0,2025-11-07,125.49500274658205,4.1193097300005865,-0.5493134280640355,0.2903828736960046,-0.3155284270447422,-3.6774416448146496,0.235076306738402,-3.912517951553052,-3.430415722504188,0.014799502857099,-3.4452152253612867,-0.9362946938457516,2.8225712184686502,-3.758865912314402,-0.7052090655893406,-0.4208376598885621,-0.2843714057007784,0.6059113007407468,211,4,True,True,1.031446720511174,252,-3.8476265205444693,-3.758865912314402,-3.758865912314402,0.0,0.0,0.0,1.0
2026Q1,2026-02-12,4.710296759711752,3.1620553359683834,2649.170508020707,2610.0,2530.0,LSEG,2026-02-12,PG-2026Q1-revenue,20400.0,5.154639175257736,vendor_not_recorded,2026-02-12,AP-2025Q4-gbv,19.4,busd,2026-02-12,2025Q4,2026Q1,2610.0,2026-02-13,126.46499633789062,9.059156033422756,-0.0349663638009811,4.648154046398378,0.2131007309707611,-4.044595747350687,0.2481538651550208,-4.292749612505708,1.1267964203711234,1.3956672692960526,-0.2688708489249292,-0.13046557617572,-1.1175361082069624,0.9870705320312424,8.369910267965409,18.79652694373386,-10.42661667576845,4.435053315427617,145,1,True,True,1.0296111805773178,252,1.0201620955330317,0.9870705320312424,0.9870705320312424,0.0,0.0,0.0,0.0
2026Q2,2026-05-07,2.2474088034436512,3.1791907514450823,3537.7603445991504,3570.0,3460.0,LSEG,2026-05-07,PG-2026Q2-revenue,29200.0,4.960460100647013,vendor_not_recorded,2026-05-07,AP-2026Q1-gbv,27.82,busd,2026-05-07,2026Q1,2026Q2,3570.0,2026-05-08,138.125,-1.662399688349625,0.7166058150710475,0.7333039513482964,2.344084089290454,2.436203071973986,1.6158986505240946,0.8203044214498911,-3.2253406921662897,2.8388952455066674,-6.064235937672957,-3.319461874292984,0.7343717530489791,-4.053833627341962,8.539365190186654,3.4189612041485296,5.1204039860381245,-1.6107801379421582,87,2,True,True,0.9106327513216997,252,-3.9882048442649154,-4.053833627341962,-4.053833627341962,0.0,1.0,0.0,0.0
