quarter,weight,revenue_musd,kernel_guide_musd,consensus_musd,vendor,vendor_family,as_of_timestamp,register_id,guide_gap_pct,revenue_gap_pct,forecast_date,status
2026Q4,0.33,3449.973210327922,3389.2883071782667,3160.0,S&P Global Market Intelligence via StockAnalysis,S&P Global Market Intelligence via StockAnalysis,2026-09-10,CU-2026Q4-revenue-SPGlobal-20260910,7.255959087919828,9.176367415440566,2026-09-13,LIVE arithmetic sensitivity
2026Q4,0.5,3540.1213270578237,3477.8507218173518,3160.0,S&P Global Market Intelligence via StockAnalysis,S&P Global Market Intelligence via StockAnalysis,2026-09-10,CU-2026Q4-revenue-SPGlobal-20260910,10.058567146118724,12.029155919551382,2026-09-13,LIVE arithmetic sensitivity
2026Q4,0.6666666666666666,3628.501833655765,3564.676618522336,3160.0,S&P Global Market Intelligence via StockAnalysis,S&P Global Market Intelligence via StockAnalysis,2026-09-10,CU-2026Q4-revenue-SPGlobal-20260910,12.806222105137222,14.826007394169771,2026-09-13,LIVE arithmetic sensitivity
2026Q4,0.33,3449.973210327922,3389.2883071782667,3200.0,Zacks,Zacks,2026-09-11,CU-2026Q4-revenue-Zacks-20260911,5.915259599320843,7.811662822747567,2026-09-13,LIVE arithmetic sensitivity
2026Q4,0.5,3540.1213270578237,3477.8507218173518,3200.0,Zacks,Zacks,2026-09-11,CU-2026Q4-revenue-Zacks-20260911,8.682835056792237,10.628791470556997,2026-09-13,LIVE arithmetic sensitivity
2026Q4,0.6666666666666666,3628.501833655765,3564.676618522336,3200.0,Zacks,Zacks,2026-09-11,CU-2026Q4-revenue-Zacks-20260911,11.396144328822988,13.39068230174265,2026-09-13,LIVE arithmetic sensitivity
2026Q4,0.33,3449.973210327922,3389.2883071782667,3161.02149,Yahoo Finance (LSEG family),LSEG family,2026-09-13T15:20Z,CU-2026Q4-revenue-Yahoo-20260913T1520Z,7.221299124362068,9.141086868344006,2026-09-13,LIVE arithmetic sensitivity
2026Q4,0.5,3540.1213270578237,3477.8507218173518,3161.02149,Yahoo Finance (LSEG family),LSEG family,2026-09-13T15:20Z,CU-2026Q4-revenue-Yahoo-20260913T1520Z,10.023001514531039,11.992953488520053,2026-09-13,LIVE arithmetic sensitivity
2026Q4,0.6666666666666666,3628.501833655765,3564.676618522336,3161.02149,Yahoo Finance (LSEG family),LSEG family,2026-09-13T15:20Z,CU-2026Q4-revenue-Yahoo-20260913T1520Z,12.769768563716276,14.78890115535927,2026-09-13,LIVE arithmetic sensitivity
2027Q1,0.33,4237.373265050576,4162.838023609066,,unavailable,unavailable,,,,,2026-09-13,LIVE arithmetic sensitivity
2027Q1,0.5,4348.096217502034,4271.613363358534,,unavailable,unavailable,,,,,2026-09-13,LIVE arithmetic sensitivity
2027Q1,0.6666666666666666,4456.648131670129,4378.255853308991,,unavailable,unavailable,,,,,2026-09-13,LIVE arithmetic sensitivity
