event_date,engine_as_of,prior_basis,quarter,horizon_from_print,latest_printed_quarter,weight,revenue_musd,kernel_guide_musd,cushion_ratio,lambda_pct,lambda_variant,lambda_n,lambda_training_quarters,coefficient_cutoff,gbv_lag1_musd,gbv_lag2_musd,gbv_trailing4_growth,known_panel_n,knowable_from,unavailable_reason
2023-02-14,2023-02-15,PIT,2023Q1,1,2022Q4,0.33,,,1.0336956521739131,,,0,,2023-02-14,13500.0,15600.0,0.36104356606847365,10,2023-02-14,No admissible same-season lambda observations: season=1; variant=ex_covid
2023-02-14,2023-02-15,PIT,2023Q1,1,2022Q4,0.5,,,1.0336956521739131,,,0,,2023-02-14,13500.0,15600.0,0.36104356606847365,10,2023-02-14,No admissible same-season lambda observations: season=1; variant=ex_covid
2023-02-14,2023-02-15,PIT,2023Q1,1,2022Q4,0.6666666666666666,,,1.0336956521739131,,,0,,2023-02-14,13500.0,15600.0,0.36104356606847365,10,2023-02-14,No admissible same-season lambda observations: season=1; variant=ex_covid
2023-02-14,2023-02-15,PIT,2023Q2,2,2022Q4,0.33,2086.7512174201934,2018.7288328355182,1.0336956521739131,13.811816192560176,ex_covid,1,2022Q2,2023-02-14,18374.088141924396,13500.0,0.36104356606847365,10,2023-02-14,
2023-02-14,2023-02-15,PIT,2023Q2,2,2022Q4,0.5,2201.1952336086083,2129.4422869820396,1.0336956521739131,13.811816192560176,ex_covid,1,2022Q2,2023-02-14,18374.088141924396,13500.0,0.36104356606847365,10,2023-02-14,
2023-02-14,2023-02-15,PIT,2023Q2,2,2022Q4,0.6666666666666666,2313.3952494796035,2237.9848890864723,1.0336956521739131,13.811816192560176,ex_covid,1,2022Q2,2023-02-14,18374.088141924396,13500.0,0.36104356606847365,10,2023-02-14,
2023-02-14,2023-02-15,full_sample,2023Q1,1,2022Q4,0.33,1897.2953363489837,1863.9219804666964,1.0179049103084943,12.727546363111182,ewm,6,2021Q1|2022Q1|2023Q1|2024Q1|2025Q1|2026Q1,2026-09-13,13500.0,15600.0,0.36104356606847365,10,2023-02-14,
2023-02-14,2023-02-15,full_sample,2023Q1,1,2022Q4,0.5,1851.857995832677,1819.2838811156125,1.0179049103084943,12.727546363111182,ewm,6,2021Q1|2022Q1|2023Q1|2024Q1|2025Q1|2026Q1,2026-09-13,13500.0,15600.0,0.36104356606847365,10,2023-02-14,
2023-02-14,2023-02-15,full_sample,2023Q1,1,2022Q4,0.6666666666666666,1807.3115835617878,1775.5210386145495,1.0179049103084943,12.727546363111182,ewm,6,2021Q1|2022Q1|2023Q1|2024Q1|2025Q1|2026Q1,2026-09-13,13500.0,15600.0,0.36104356606847365,10,2023-02-14,
2023-02-14,2023-02-15,full_sample,2023Q2,2,2022Q4,0.33,2088.5624760206397,2051.8247381159244,1.0179049103084943,13.823804574623987,ewm,6,2021Q2|2022Q2|2023Q2|2024Q2|2025Q2|2026Q2,2026-09-13,18374.088141924396,13500.0,0.36104356606847365,10,2023-02-14,
2023-02-14,2023-02-15,full_sample,2023Q2,2,2022Q4,0.5,2203.105827341513,2164.3532760578023,1.0179049103084943,13.823804574623987,ewm,6,2021Q2|2022Q2|2023Q2|2024Q2|2025Q2|2026Q2,2026-09-13,18374.088141924396,13500.0,0.36104356606847365,10,2023-02-14,
2023-02-14,2023-02-15,full_sample,2023Q2,2,2022Q4,0.6666666666666666,2315.403230597272,2274.675372079252,1.0179049103084943,13.823804574623987,ewm,6,2021Q2|2022Q2|2023Q2|2024Q2|2025Q2|2026Q2,2026-09-13,18374.088141924396,13500.0,0.36104356606847365,10,2023-02-14,
2023-05-09,2023-05-10,PIT,2023Q2,1,2023Q1,0.33,2179.0902407002186,2123.065799258351,1.0263884621293595,13.811816192560176,ex_covid,1,2022Q2,2023-05-09,20400.0,13500.0,0.24007946582011064,11,2023-05-09,
2023-05-09,2023-05-10,PIT,2023Q2,1,2023Q1,0.5,2341.10284463895,2280.9130568187275,1.0263884621293595,13.811816192560176,ex_covid,1,2022Q2,2023-05-09,20400.0,13500.0,0.24007946582011064,11,2023-05-09,
2023-05-09,2023-05-10,PIT,2023Q2,1,2023Q1,0.6666666666666666,2499.938730853392,2435.665270113213,1.0263884621293595,13.811816192560176,ex_covid,1,2022Q2,2023-05-09,20400.0,13500.0,0.24007946582011064,11,2023-05-09,
2023-05-09,2023-05-10,PIT,2023Q3,2,2023Q1,0.33,,,1.0263884621293595,,,0,,2023-05-09,25297.621102730256,20400.0,0.24007946582011064,11,2023-05-09,No admissible same-season lambda observations: season=3; variant=ex_covid
2023-05-09,2023-05-10,PIT,2023Q3,2,2023Q1,0.5,,,1.0263884621293595,,,0,,2023-05-09,25297.621102730256,20400.0,0.24007946582011064,11,2023-05-09,No admissible same-season lambda observations: season=3; variant=ex_covid
2023-05-09,2023-05-10,PIT,2023Q3,2,2023Q1,0.6666666666666666,,,1.0263884621293595,,,0,,2023-05-09,25297.621102730256,20400.0,0.24007946582011064,11,2023-05-09,No admissible same-season lambda observations: season=3; variant=ex_covid
