check,passed,max_abs_error
core output hash bootstrap_draws.csv,True,0.0
core output hash bootstrap_intervals.csv,True,0.0
core output hash conditional_dollar_covariance.csv,True,0.0
core output hash conditional_temporal_variance.csv,True,0.0
core output hash covariance_identity.csv,True,0.0
core output hash flexible_design_rank.csv,True,0.0
core output hash flexible_identification_bounds.csv,True,0.0
core output hash flexible_witness_matrices.csv,True,0.0
core output hash model_matrix.csv,True,0.0
core output hash nearfit_bounds.csv,True,0.0
core output hash nearfit_shapes.csv,True,0.0
core output hash parameter_year_deletion.csv,True,0.0
core output hash parsimonious_identification_summary.csv,True,0.0
core output hash pit_predictions.csv,True,0.0
core output hash pit_score_deletions.csv,True,0.0
core output hash pit_scores.csv,True,0.0
core output hash pit_skipped_origins.csv,True,0.0
core output hash realized_conditional_matrix.csv,True,0.0
core output hash retrospective_fit.csv,True,0.0
core output hash stale_k2_conditional_bounds.csv,True,0.0
core output hash verdict.json,True,0.0
core input hash kpi,True,0.0
core input hash calendar,True,0.0
core input hash k2,True,0.0
core input hash prereg,True,0.0
core input hash prereg_addendum,True,0.0
core input hash pr60_flights,True,0.0
core code hash,True,0.0
model_matrix:W1:2023Q1:lags,True,0.0
model_matrix:W1:2023Q1:booking-denominators,True,0.0
model_matrix:W1:2023Q1:dollars,True,1.1368683772161603e-13
model_matrix:W1:2023Q1:backward,True,1.1102230246251565e-16
model_matrix:W1:2023Q1:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W1:2023Q1:forward,True,6.938893903907228e-17
model_matrix:W1:2023Q1:residual,True,2.2382096176443156e-13
model_matrix:W1:2023Q1:share-plus-residual,True,0.0
model_matrix:W1:2023Q1:nonnegative,True,0.0
model_matrix:W1:2023Q2:lags,True,0.0
model_matrix:W1:2023Q2:booking-denominators,True,0.0
model_matrix:W1:2023Q2:dollars,True,2.2737367544323206e-13
model_matrix:W1:2023Q2:backward,True,2.7755575615628914e-16
model_matrix:W1:2023Q2:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W1:2023Q2:forward,True,7.914675859144182e-17
model_matrix:W1:2023Q2:residual,True,9.094947017729282e-13
model_matrix:W1:2023Q2:share-plus-residual,True,2.220446049250313e-16
model_matrix:W1:2023Q2:nonnegative,True,0.0
model_matrix:W1:2023Q3:lags,True,0.0
model_matrix:W1:2023Q3:booking-denominators,True,0.0
model_matrix:W1:2023Q3:dollars,True,2.2737367544323206e-13
model_matrix:W1:2023Q3:backward,True,5.551115123125783e-17
model_matrix:W1:2023Q3:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W1:2023Q3:forward,True,9.71445146547012e-17
model_matrix:W1:2023Q3:residual,True,0.0
model_matrix:W1:2023Q3:share-plus-residual,True,2.220446049250313e-16
model_matrix:W1:2023Q3:nonnegative,True,0.0
model_matrix:W1:2023Q4:lags,True,0.0
model_matrix:W1:2023Q4:booking-denominators,True,0.0
model_matrix:W1:2023Q4:dollars,True,2.2737367544323206e-13
model_matrix:W1:2023Q4:backward,True,1.1102230246251565e-16
model_matrix:W1:2023Q4:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W1:2023Q4:forward,True,9.128982292327947e-17
model_matrix:W1:2023Q4:residual,True,0.0
model_matrix:W1:2023Q4:share-plus-residual,True,0.0
model_matrix:W1:2023Q4:nonnegative,True,0.0
model_matrix:W1:2024Q1:lags,True,0.0
model_matrix:W1:2024Q1:booking-denominators,True,0.0
model_matrix:W1:2024Q1:dollars,True,1.0480505352461478e-13
model_matrix:W1:2024Q1:backward,True,5.551115123125783e-17
model_matrix:W1:2024Q1:actual-revenue-share,True,5.551115123125783e-17
model_matrix:W1:2024Q1:forward,True,6.938893903907228e-17
model_matrix:W1:2024Q1:residual,True,0.0
model_matrix:W1:2024Q1:share-plus-residual,True,0.0
model_matrix:W1:2024Q1:nonnegative,True,0.0
model_matrix:W1:2024Q2:lags,True,0.0
model_matrix:W1:2024Q2:booking-denominators,True,0.0
model_matrix:W1:2024Q2:dollars,True,2.2382096176443156e-13
model_matrix:W1:2024Q2:backward,True,5.551115123125783e-17
model_matrix:W1:2024Q2:actual-revenue-share,True,5.551115123125783e-17
model_matrix:W1:2024Q2:forward,True,7.914675859144182e-17
model_matrix:W1:2024Q2:residual,True,0.0
model_matrix:W1:2024Q2:share-plus-residual,True,1.1102230246251565e-16
model_matrix:W1:2024Q2:nonnegative,True,0.0
model_matrix:W1:2024Q3:lags,True,0.0
model_matrix:W1:2024Q3:booking-denominators,True,0.0
model_matrix:W1:2024Q3:dollars,True,2.4158453015843406e-13
model_matrix:W1:2024Q3:backward,True,3.2959746043559335e-17
model_matrix:W1:2024Q3:actual-revenue-share,True,5.551115123125783e-17
model_matrix:W1:2024Q3:forward,True,8.326672684688674e-17
model_matrix:W1:2024Q3:residual,True,0.0
model_matrix:W1:2024Q3:share-plus-residual,True,2.220446049250313e-16
model_matrix:W1:2024Q3:nonnegative,True,0.0
model_matrix:W1:2024Q4:lags,True,0.0
model_matrix:W1:2024Q4:booking-denominators,True,0.0
model_matrix:W1:2024Q4:dollars,True,2.2737367544323206e-13
model_matrix:W1:2024Q4:backward,True,1.1102230246251565e-16
model_matrix:W1:2024Q4:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W1:2024Q4:forward,True,9.107298248878237e-17
model_matrix:W1:2024Q4:residual,True,4.547473508864641e-13
