expiry,days,T,F,n_usable_otm,atm_iv,smile_b,smile_c,smile_rmse_volpts,straddle_strike,straddle_mid,straddle_pct_spot,rr25_proxy_volpts
2026-10-02,16,0.043835616438356165,167.78135646511555,4,32.67730441581882,-0.09877147896630506,4.425530085420338,0.7352722287376999,167.5,9.024999999999999,5.3877382221701975,-0.33787911202967025
2026-10-09,23,0.06301369863013699,167.94862831896896,3,34.01735193227906,,,,167.5,11.4,6.805564070109725,
2026-10-16,30,0.0821917808219178,168.16466527731893,9,32.318334792097566,-0.1999244691719968,0.9986158561593627,0.34878958417830863,170.0,12.4,7.402543374505314,-0.9261879505088759
2026-10-23,37,0.10136986301369863,168.43881128601458,3,34.195185119322545,,,,167.5,14.25,8.506955087637156,
2026-10-30,44,0.12054794520547946,168.21105530582656,4,33.989662142403894,0.21012549517969578,-2.7792200158733262,0.2531148250398684,172.5,16.4,9.790460592087673,1.2398681616254252
2026-11-20,65,0.1780821917808219,169.07644290787286,10,38.8721782517407,-0.11502977969989708,-0.24987240065793986,0.38392832788209963,170.0,21.825,13.029073318433749,-0.9434728693318302
2026-12-18,93,0.2547945205479452,169.33141466474677,15,37.273687881409415,-0.09751265330465464,0.29637843718346024,0.654933486119132,170.0,25.0,14.924482609889747,-0.9173358880215353
2027-01-15,121,0.3315068493150685,170.0642728032392,14,37.20853181511619,-0.10035104429826591,-0.09967741902384716,1.0820557116968876,170.0,28.425,16.969136727444642,-1.0749312467945062
2027-03-19,184,0.5041095890410959,171.5038690724412,16,38.015425775155684,-0.0848377194836347,0.09856387096774404,0.5505998032107062,170.0,35.95,21.461405993021458,-1.1449363093187581
2027-06-17,274,0.7506849315068493,173.32091657780694,21,38.75035853022344,-0.06609460062254621,0.03622896097942281,0.4569292060151621,170.0,44.95,26.834219732581765,-1.10953386263058
