price,cdf_decomp,cdf_anchor,cdf_final
60.0,5e-06,7.931394693315035e-06,6.025988142660262e-06
60.25,5e-06,8.575818177495967e-06,6.251536362123589e-06
60.5,5e-06,9.266965327776725e-06,6.493437864721854e-06
60.75,5e-06,1.0007790435504545e-05,6.752726652426591e-06
61.0,5e-06,1.0801404744383507e-05,7.030491660534228e-06
61.25,7.5e-06,1.165108297752305e-05,8.952879042133068e-06
61.5,7.5e-06,1.2560270040651343e-05,9.27109451422797e-06
61.75,7.5e-06,1.3532587901898128e-05,9.611405765664345e-06
62.0,1e-05,1.4571842648357956e-05,1.1600144926925286e-05
62.25,1e-05,1.5682031719433964e-05,1.1988711101801887e-05
62.5,1e-05,1.686735131675571e-05,1.2403572960864498e-05
62.75,1e-05,1.8132203990238216e-05,1.2846271396583375e-05
63.0,1e-05,1.9481206399641405e-05,1.3318422239874492e-05
63.25,1e-05,2.091919725074754e-05,1.3821719037761639e-05
63.5,1.25e-05,2.2451245405049962e-05,1.598293589176749e-05
63.75,1.5e-05,2.408265816161513e-05,1.8178930356565294e-05
64.0,1.75e-05,2.581898970952731e-05,2.0411646398334555e-05
64.25,1.75e-05,2.7666049749100732e-05,2.1058117412185254e-05
64.5,2e-05,2.9629912279772816e-05,2.3370469297920486e-05
64.75,2e-05,3.171692455237471e-05,2.4100923593331148e-05
65.0,2.5e-05,3.393371618318645e-05,2.8126800664115257e-05
65.25,2.5e-05,3.628720842696896e-05,2.8950522949439136e-05
65.5,3e-05,3.878462360587051e-05,3.307461826205467e-05
65.75,3e-05,4.1433494690881094e-05,3.4001723141808385e-05
66.0,3.25e-05,4.424167503222971e-05,3.6609586261280395e-05
66.25,4.25e-05,4.721734823486209e-05,4.4151071882201734e-05
66.5,4.75e-05,5.0369038174886366e-05,4.850416336121023e-05
66.75,5.5e-05,5.370561915260353e-05,5.454696670341124e-05
67.0,6e-05,5.723632617749031e-05,5.903271416212161e-05
67.25,6e-05,6.097076538023338e-05,6.0339767883081684e-05
67.5,6.25e-05,6.491892454666182e-05,6.334662359133163e-05
67.75,6.25e-05,6.909118376817499e-05,6.480691431886125e-05
68.0,6.5e-05,7.349832620299843e-05,6.797441417104945e-05
68.25,6.5e-05,7.815154894235211e-05,6.960304212982323e-05
68.5,6.75e-05,8.306247397538169e-05,7.29468658913836e-05
68.75,7.25e-05,8.824315924642704e-05,7.801010573624946e-05
69.0,7.5e-05,9.370610979799927e-05,8.154713842929974e-05
69.25,8.25e-05,9.946428899256838e-05,8.843750114739894e-05
69.5,9.75e-05,0.00010553112980605106,0.00010031089543211786
69.75,0.0001,0.00011192054618564174,0.00010417219116497462
70.0,0.000105,0.00011864694446443171,0.0001097764305625511
70.25,0.000115,0.0001257252348250112,0.00011875383218875392
70.5,0.0001275,0.00013317084280408065,0.00012948479498142823
70.75,0.0001375,0.00014099972082983955,0.00013872490229044384
71.0,0.000155,0.00014922835978376775,0.00015297992592431872
71.25,0.00016,0.00015787380057819667,0.00015925583020236884
71.5,0.00017,0.00016695364574089677,0.0001689337760093139
71.75,0.0001775,0.00017648607099772653,0.0001771451248492043
72.0,0.0001875,0.00018648983684419428,0.00018714644289546798
