grain,period,series,n,mean_pct,median_pct,share_positive,t_stat,p_value
month,1,ABNB,6,8.089453332823284,2.84683465110262,0.5,1.2547191643587308,0.26503584984856343
month,2,ABNB,6,6.8783661135248755,7.559099049625628,0.8333333333333334,3.2860143168321776,0.021809216730229907
month,3,ABNB,6,-1.7314779529812807,-2.8134573069526714,0.5,-0.42320839276724,0.6897295427657733
month,4,ABNB,6,-2.228404697928203,-3.8379585736072475,0.3333333333333333,-0.6926269844034721,0.5193895145372844
month,5,ABNB,6,-9.317714041946887,-8.43731467944111,0.16666666666666666,-2.3391983420069655,0.06644639268573621
month,6,ABNB,6,2.347025777451608,5.983353286369719,0.8333333333333334,0.38694730664450105,0.7147164864481208
month,7,ABNB,6,5.891583854804131,2.968445632752259,0.6666666666666666,1.0870433005707962,0.3266206938969859
month,8,ABNB,6,-0.07511906807093875,0.2542215129917036,0.5,-0.013422391518610004,0.9898099079401997
month,9,ABNB,6,0.9688046331256549,1.801966435890645,0.5,0.33800652139804593,0.7490880711710699
month,10,ABNB,5,0.04711267958311893,1.7802741812642742,0.8,0.013228268772773931,0.9900791600876069
month,11,ABNB,5,-0.6245003612480481,0.9793011350990533,0.6,-0.2514153446407281,0.8138810830795987
month,12,ABNB,5,0.1031748969113572,-3.453089412974808,0.4,0.01874265549029739,0.9859440370458189
calendar_quarter,1,ABNB,18,4.412113831122293,4.596673998974643,0.6111111111111112,1.636330504810429,0.12014792503523372
calendar_quarter,2,ABNB,18,-3.0663643208078266,-3.8379585736072475,0.4444444444444444,-1.117305221124239,0.2794063125298306
calendar_quarter,3,ABNB,18,2.2617564732862823,0.9905847128416023,0.5555555555555556,0.845600848697195,0.4095200685788632
calendar_quarter,4,ABNB,15,-0.15807092825119065,1.1016055314660766,0.6,-0.0729945720168341,0.9428430675875601
half_year,May-Oct,ABNB,35,-0.025055704854371287,1.7802741812642742,0.5714285714285714,-0.012649869806017434,0.9899810706929375
half_year,Nov-Apr,ABNB,34,1.8659115720867239,0.9439010542464765,0.5294117647058824,1.0521819948730209,0.3003599960210178
month,1,excess_QQQ,6,6.861023079771299,2.642060702058879,0.6666666666666666,1.3584853580362355,0.23238574351230049
month,2,excess_QQQ,6,7.667359860764646,7.6775836065348155,1.0,4.846633167303489,0.004687634148562176
month,3,excess_QQQ,6,-2.5194577863799474,-4.044043313635525,0.3333333333333333,-0.823902627723735,0.44749884108522353
month,4,excess_QQQ,6,-3.150924668638338,-1.905025817792588,0.5,-1.270557859727677,0.25979381723789857
month,5,excess_QQQ,6,-14.483483570091744,-15.873923948127626,0.0,-6.230679270475609,0.0015583383489364596
month,6,excess_QQQ,6,-0.3804772428002276,0.4823516722636034,0.5,-0.09388367307042833,0.9288476444862246
month,7,excess_QQQ,6,3.6508465770750504,4.831071734715553,0.5,0.841518535787502,0.43844022036940467
month,8,excess_QQQ,6,-0.7156252656905835,0.5159885185985535,0.5,-0.1402807775700621,0.8939141545248729
month,9,excess_QQQ,6,3.1344287542421507,4.434635357215239,0.6666666666666666,0.8398059851082157,0.4393147191224425
month,10,excess_QQQ,5,-2.6957063930646195,-2.219569666032184,0.2,-0.8629851121108907,0.43681685748383314
month,11,excess_QQQ,5,-5.054425322722854,-4.371508132779889,0.0,-3.3986998909075674,0.027310019874612554
month,12,excess_QQQ,5,0.6012365433846665,-3.907125126518174,0.4,0.13958637505280297,0.89573301750832
calendar_quarter,1,excess_QQQ,18,4.002975051385333,3.7230406734024886,0.6666666666666666,1.8045913143550927,0.08888390743973018
calendar_quarter,2,excess_QQQ,18,-6.00496182717677,-4.053448506494806,0.3333333333333333,-2.7038336314058684,0.015054066083653148
calendar_quarter,3,excess_QQQ,18,2.0232166885422056,3.399224302536258,0.5555555555555556,0.8269679004630495,0.4197120109429601
calendar_quarter,4,excess_QQQ,15,-2.382965057467602,-4.013491417493209,0.2,-1.3135478792631368,0.210118502143576
half_year,May-Oct,excess_QQQ,35,-1.8926970413975774,-2.219569666032184,0.4,-1.04206831055154,0.30473340941162086
half_year,Nov-Apr,excess_QQQ,34,0.9082958534239716,-0.1975753278504242,0.5,0.6019112638340051,0.5513465852141346
month,1,excess_OTA,6,7.534278801458775,5.295071409747886,0.8333333333333334,1.2660696688863784,0.26126956859797745
month,2,excess_OTA,6,4.963946461552627,6.054558702824561,0.6666666666666666,0.9590758000785657,0.3815674047258908
month,3,excess_OTA,6,-1.603289955847975,-0.2750986150932411,0.5,-0.46833036518536536,0.6592544130456548
month,4,excess_OTA,6,-1.7488944371247233,-1.4153650094795684,0.3333333333333333,-0.6772242863575325,0.5283249575136758
