window,group,n,mean_pct,median_pct,sd_pct,share_positive,t_stat,p_value,wilcoxon_p
run-up -20..-1,all,23,1.1258279698388336,0.15743223175779253,8.332164441221519,0.5217391304347826,0.6480046458118978,0.5236879631195447,0.5399188995361328
run-up -20..-1,day1_up,11,0.35552593638678903,0.15743223175779253,10.274527729172931,0.5454545454545454,0.11476402276736655,0.910903815448741,0.9658203125
run-up -20..-1,day1_down,12,1.8319381671698742,0.36192969559700194,6.460930813233995,0.5,0.9822145054899888,0.34710429505792745,0.33935546875
run-up -20..-1,from_2023,15,1.1622393015711674,0.15743223175779253,6.373042627759811,0.5333333333333333,0.7063083870937696,0.49158447721090975,0.52447509765625
day 1,all,23,0.5632554257501756,-0.07779912409888645,8.896272424716459,0.4782608695652174,0.3036415700338352,0.7642540504688825,0.8932116031646729
day 1,day1_up,11,7.825657008436298,4.271477728048936,6.539300341958812,1.0,3.9690435792437833,0.0026474338189327023,0.0009765625
day 1,day1_down,12,-6.093946025045437,-5.952792298404663,4.280493593814966,0.0,-4.93168551833014,0.0004484644656646793,0.00048828125
day 1,from_2023,15,-0.5039119156926186,-1.8721967015352678,9.550541889743284,0.3333333333333333,-0.20434887150528455,0.8410217764594373,0.638671875
drift +1..+5,all,23,-2.805076925680434,-2.4128144710490513,5.496103305736543,0.43478260869565216,-2.4476753068768122,0.022822423866559884,0.04152512550354004
drift +1..+5,day1_up,11,-4.984490210876332,-6.286730704598332,6.509934443156972,0.36363636363636365,-2.5394547280047983,0.029390617512311035,0.0537109375
drift +1..+5,day1_down,12,-0.8072814142508612,-0.1866217991003447,3.5754511690996287,0.5,-0.7821404121375026,0.4506404846538919,0.4697265625
drift +1..+5,from_2023,15,-1.679705999915734,-1.8272620666849662,4.098323967732649,0.4666666666666667,-1.5873497106177756,0.13475544434370468,0.1688232421875
drift +1..+20,all,23,-3.7499714889297477,-3.669960628916691,8.309686353944574,0.34782608695652173,-2.1642491319297728,0.04157025530733641,0.052229881286621094
drift +1..+20,day1_up,11,-7.0958056320459,-8.830175815018812,9.126625378233834,0.2727272727272727,-2.5786228634861725,0.027481153188756588,0.0673828125
drift +1..+20,day1_down,12,-0.6829568577399406,-3.44062796134647,6.397066092098581,0.4166666666666667,-0.36983078178424983,0.7185300739465957,0.67724609375
drift +1..+20,from_2023,15,-2.315846730381521,-3.2112952937762493,7.812947410245591,0.4,-1.1479964408021777,0.27020870662500596,0.30279541015625
drift +1..+60,all,22,-6.49013961034361,-6.316273266508576,16.38472600388033,0.36363636363636365,-1.8579165196049434,0.07725833572184342,0.1054534912109375
drift +1..+60,day1_up,10,-14.802704631354999,-17.325234216014834,19.820791613380994,0.2,-2.3616747039610346,0.042484628218350015,0.048828125
drift +1..+60,day1_down,12,0.4369979071658783,1.3075313927485017,8.712895179580563,0.5,0.17374306987795207,0.8652234781563469,0.85009765625
drift +1..+60,from_2023,14,-4.879165082842554,-4.911905600862941,12.06307023487955,0.35714285714285715,-1.5133928359897026,0.15410665678329277,0.216552734375
day1..+20 total,all,23,-3.1867160631795715,-4.153662985729656,9.267950238563326,0.34782608695652173,-1.6490111576184605,0.11335318303951504,0.08020281791687012
day1..+20 total,day1_up,11,0.729851376390397,-0.35733928004516624,9.099946343054505,0.45454545454545453,0.2660063122305052,0.7956382909197179,0.8984375
day1..+20 total,day1_down,12,-6.776902882785376,-7.778031074643798,8.19195724688235,0.25,-2.8657229907813364,0.01535858969211869,0.02099609375
day1..+20 total,from_2023,15,-2.8197586460741397,-4.153662985729656,10.251615885162494,0.26666666666666666,-1.0652836000591546,0.30477589056815974,0.207763671875
