quarter,scenario,year,nights_total,nights_total_yoy_pct,home_nights,home_nights_yoy_pct,home_adr,home_adr_exfx_pct,adr_fx_pp,home_gbv,stays_take_pct,stays_rev,hotel_nights,hotel_adr,hotel_gbv,hotels_rev,exp_seats,exp_gbv,experiences_rev,svc_seats,svc_gbv,services_rev,ads_rev,gbv_total,gbv_yoy_pct,blended_adr,blended_adr_yoy_pct,blended_take_pct,rev_total,rev_yoy_pct,seats_share_pct,hotel_share_pct,dm13_nights,dm13_adr,dm13_gbv,dm13_core_revenue
3Q26,Bear,2026,144.1759621048,7.916139299999991,136.33399436750108,7.153539784960494,179.0647224318913,2.2262429488181783,0.8,24412.608859447613,18.028447357886897,4497.2725863290825,5.632962740876688,144.2578344451231,812.5990065089362,91.33677325145085,1.8743072696915897,140.57304522686923,28.114609045373847,0.334697726730641,40.16372720767692,6.024559081151538,0.0,25405.944638391094,10.942989687297366,176.21484377488517,2.804817154256134,18.19553885322411,4622.748527707059,12.88763193423832,1.53215901192775,3.9070054804157626,144.1759621048,176.1135264,25391.337108389096,4626.084988708877
4Q26,Bear,2026,130.4214188911089,6.990499500499525,123.3926061934078,6.196565768853923,170.90040888097178,2.2262429488181783,-1.42,21087.846851342125,13.610110970058036,2898.9024309450188,5.048865458912067,137.96738071644,696.5787429558047,77.39316289279816,1.6799552329119178,125.99664246839384,25.19932849367877,0.29999200587712815,35.99904070525538,5.399856105788307,0.0,21946.421277471578,7.580496458194008,168.27313691315553,0.5514479887924528,13.701071078608697,3006.894778437284,8.239552859513456,1.5181150884749521,3.8711934756111273,130.4214188911089,168.43398516,21967.39933405118,3010.9128549861357
1Q27,Bear,2027,164.83600371920002,5.528811600000028,154.82687968286368,4.767606134358782,187.15708887792454,1.2012616161471192,-2.68,28976.948081497445,8.893961528767989,2606.858113637502,7.014833121248715,150.38200186653484,1054.9046475330547,117.3749433348431,2.425375641220974,181.90317309157305,36.38063461831461,0.5689152738666483,68.26983286399779,10.240474929599669,0.0,30282.02573498607,3.7055675855687253,183.71002118306532,-1.727721545223282,9.150161190567175,2770.8541665202592,3.4672952397408308,1.816527243761885,4.255643768941743,164.83600371920002,183.63135623999997,30269.05892013838,2761.6902141479413
2Q27,Bear,2027,156.50474173763763,5.532529829829813,147.05235647968257,4.775810625426247,183.32466284847146,1.2012616161471192,-2.81,26958.323672711045,13.149553329744135,3556.9355378887767,6.6246461669963255,147.69712817333834,978.4412140298708,107.99397665542989,2.2904686636765836,171.78514977574378,34.357029955148754,0.5372704272821616,64.47245127385939,9.670867691078909,0.0,28173.022487790517,3.577288558053371,180.0138588453721,-1.8527379898210072,13.16492546654447,3708.9574121904343,2.798154439867906,1.8068072951419756,4.232872495391731,156.50474173763763,180.35285886999998,28226.077599093955,3713.003283943652
3Q27,Bear,2027,152.15255086397465,5.53253721544551,142.82916636180238,4.764161737088801,176.90282316511545,1.2012616161471192,-2.38,25266.882759722783,17.878447357886895,4480.306654149805,6.534236779416958,142.5161686257588,931.2343906960223,101.59631743280862,2.259209655431827,169.44072415738702,33.888144831477405,0.529938067323515,63.5925680788218,9.538885211823269,0.0,26431.150442655013,4.035298898962103,173.71480328505717,-1.4187456835485501,17.499540974052657,4625.3300016259145,0.055842836861730305,1.8331258377973942,4.294529892738116,152.15255086397465,173.64124471639678,26419.95831879543,4632.769191051801
4Q27,Bear,2027,137.72954652777105,5.603471959436224,129.37292921312363,4.846581334332267,170.68768074907683,1.2012616161471192,-1.31,22082.36523910256,13.460110970058036,2920.8096847133706,5.856683932337997,137.7956459420505,807.0255455349427,87.23464499602454,2.024946039670615,151.87095297529615,30.374190595059233,0.47498734263878634,56.99848111665436,8.549772167498153,0.0,23098.260218729454,5.248413518974315,167.7073714467799,-0.3362185294421782,13.191332436376694,3046.9682924719527,1.3327208627996967,1.8151031825297763,4.252307569427078,137.72954652777105,167.88977495394803,23123.382571056798,3049.3895746443814
3Q26,Base,2026,147.2394101048,10.209139300000004,138.05739634410327,8.508070788926613,181.26536950038752,3.4825701517057523,0.8,25025.024960575327,18.078447357886894,4622.877026497556,6.337083083486275,146.03071620635345,925.4087813406674,104.01668147410477,2.259209655431827,169.44072415738702,33.888144831477405,0.5857210217786218,70.28652261343463,10.542978392015193,0.0,26190.160988686814,14.367515234440242,177.87466664017163,3.7731679612529545,18.218004972387114,4771.324831195154,16.51586889365455,1.932180165069613,4.303931317692563,147.2394101048,177.84012959999998,26185.075775265177,4784.07568955946
4Q26,Base,2026,133.95785845154847,9.891598401598412,125.72795276031682,8.206457551973356,174.86094198433702,3.4825701517057523,-0.36,21984.908253431226,13.660110970058037,3001.0530547657486,5.679973641276076,141.16470705456848,801.811815148408,88.13733709128833,2.024946039670615,151.87095297529615,30.374190595059233,0.5249860102849744,62.99832123419692,9.449748185129538,0.0,23001.589342789128,12.752888935240826,171.70765200840103,2.6037391167847312,13.603470108113004,3129.0143306372256,12.635505062535124,1.903533006149005,4.240119771196909,133.95785845154847,171.91417292,23029.25444183239,3134.380913108358
1Q27,Base,2027,170.0062237192,8.838811599999996,156.26343150640437,6.7791496737063195,195.73316357989765,3.0650781766808444,-0.4,30585.935800599178,9.016800064333841,2740.4283035666617,8.844132275712282,156.73959142567375,1386.2256794097573,151.5203122894599,3.521286116143044,264.0964587107283,52.819291742145666,1.3773738209403064,165.28485851283676,24.792728776925514,32.338341882946324,32401.5427972325,10.964187661755131,190.59033303833786,1.9527740431108498,9.164874200461933,3001.8989782581393,12.094808747503327,2.881459178326605,5.202240295814213,170.0062237192,190.72453799999997,32424.358475969057,2954.5065676929976
2Q27,Base,2027,161.41393192782786,8.842840140140162,148.4355567929227,6.795130073691369,192.77680087728564,3.0650781766808444,0.02,28614.931774978286,13.29949445551311,3774.4412464939,8.352193982096662,154.7971389124938,1292.8957320707118,141.05257176920225,3.325421170967484,249.4065878225613,49.881317564512266,1.3007599818410227,156.09119782092273,23.413679673138407,30.539582182354444,30313.325292692483,11.44604887019296,187.79869203760128,2.3917133425598314,13.15853268154093,4019.3283976831076,11.40045448123912,2.8660358480561556,5.17439472686356,161.41393192782786,188.36091464999996,30404.075855178486,3998.528109107672
3Q27,Base,2027,160.28157097167866,8.85779212073432,147.48031728871877,6.825364807785594,188.05431532839043,3.0650781766808444,0.66,27734.31009214379,18.078447357886894,4950.673217679149,8.238208008532157,151.5000158540574,1248.0886439016444,135.5576031682127,3.280037721960282,246.00282914702115,49.20056582940423,1.2830079524674574,153.96095429609488,23.094143144414232,30.122795405757692,29382.36251948855,12.188552533833796,183.31716080247514,3.0597354109527686,17.556537621505644,5188.648325226938,8.746490939021868,2.846893530407197,5.139834828539225,160.28157097167866,183.48922131674396,29409.94064901775,5192.152348477352
4Q27,Base,2027,145.94277835034848,8.946783740302067,134.46892160323142,6.952287578863281,181.103647332765,3.0650781766808444,0.49,24352.81215524885,13.660110970058037,3308.08292359584,7.383965733658899,146.2044241105235,1079.5684577414384,118.09075886188889,2.939921657595856,220.4941243196892,44.09882486393784,1.1499693558623247,137.99632270347897,20.699448405521846,26.999280528941537,25790.871060013455,12.126473852115582,176.7190631255505,2.91857180418742,13.535688451948575,3517.97123625613,12.43065273976207,2.8023935543011507,5.059493739342854,145.94277835034848,177.07546617649066,25842.885511480206,3500.186233415205
3Q26,Bull,2026,150.43359999999998,12.599999999999989,139.84460067055934,9.912748109408742,183.48600199366166,4.750306831909886,0.8,25659.52667744107,18.128447357886895,4753.198412284657,7.041203426095859,147.81969859343445,1040.828568180548,116.98995711791278,2.7110515865181926,203.32886898886443,40.665773797772886,0.8367443168266026,100.40931801919231,15.061397702878846,0.0,27004.093432629674,17.921805382662328,179.5083906296843,4.726292524566911,18.241366084710414,4925.915540903222,20.290977799834486,2.3583799785053308,4.68060554696282,150.43359999999998,179.5667328,27012.87005534208,4949.116893800118
4Q26,Bull,2026,136.87750349650352,12.286713286713313,127.38650641056589,9.633874536130204,178.8861274546918,4.750306831909886,0.7,22787.678821768404,13.710110970058038,3089.1578201914735,6.311081823640084,144.4142270520865,911.4100034234551,99.13009279539303,2.4299352476047384,182.2451435703554,36.44902871407108,0.7499800146928205,89.99760176313846,13.499640264470768,0.0,23971.33157052535,17.50652730649682,175.12981284859342,4.648647971782038,13.508788914951543,3238.2365819654083,16.567191575428673,2.323183270491771,4.610751703110437,136.87750349650352,175.42987279999997,24012.403027573164,3245.661135298524
1Q27,Bull,2027,174.387928,11.644000000000009,155.79180941457543,7.567127199773505,202.469638047582,4.554145181863276,1.18,31543.111262946964,9.13714748879074,2834.2853287760263,10.960676751951118,161.52649363030702,1770.4396835578864,191.5147493233946,4.9405800098945765,370.5435007420932,74.10870014841865,2.69486182357886,323.3834188294632,48.50751282441948,67.37154558947151,34007.47786607641,16.463965294782245,195.0105047757458,4.317263171135233,9.258011733392639,3215.7878366617306,20.081696663992933,4.37842339262924,6.285226780119275,174.387928,195.64033265999998,34117.31224580813,3126.936977468641
2Q27,Bull,2027,165.57346146146145,11.64764764764763,148.01171714358492,7.59442259641212,200.46158854230976,4.554145181863276,2.15,29670.663941478055,13.44811393365669,3926.864864012228,10.351009635931758,160.37776939639434,1660.0718364113193,179.71191765626327,4.665769500081929,349.93271250614464,69.98654250122893,2.5449651818628705,305.39582182354445,45.80937327353167,63.62412954657176,31986.064312219067,17.595824677275985,193.18352125931776,5.327633098370677,13.200663439641286,4285.996826989823,18.791486335638098,4.355006302518569,6.251611547265404,165.57346146146145,194.249001825,32162.47961759899,4244.588698833716
