bridge,profile,scenario,group,component,margin_pts,detail,evidence
FY2025->FY2026E,historical,bear,Cost line: Cost of revenue,GBV pass-through (ADR on a per-night cost),-0.889,$3.91 -> $4.07 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Cost of revenue,Nights leverage (fixed share 1%),0.01,$3.91 -> $4.07 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Cost of revenue,Per-unit cost change (cash cost per $ of GBV),0.218,$3.91 -> $4.07 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Operations and support,Nights leverage (fixed share 19%),0.155,$2.32 -> $2.26 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Operations and support,Per-unit cost change (cash cost per night),0.094,$2.32 -> $2.26 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Product development,Nights leverage (fixed share 32%),0.296,$2.51 -> $2.57 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Product development,Per-unit cost change (own growth rate (headcount-driven)),-0.557,$2.51 -> $2.57 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Brand and performance marketing,Nights leverage (fixed share 0%),0.0,$2.99 -> $3.21 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Brand and performance marketing,Per-unit cost change (own growth rate (discretionary)),-0.943,$2.99 -> $3.21 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
FY2025->FY2026E,historical,bear,Cost line: Field operations and policy,Nights leverage (fixed share 0%),0.0,$1.47 -> $1.68 per night,"cost lines from 31b_forward_margin_by_profile.csv; the split follows the abnb_margin_bridge.csv convention (unit-cost effect at held revenue per night, then the revenue-per-night effect allocated log-linearly across take rate, FX and ADR ex-FX); fixed shares from the levels regressions in 31b_line_elasticities.csv"
